"County","Metropolitan","Town","Rural"
"AlconaCounty",0,0.0108,0.9892
"AlgerCounty",0,0.3096,0.6904
"AlleganCounty",0.0858,0.2695,0.6447
"AlpenaCounty",0,0.4817,0.5183
"AntrimCounty",0,0,1
"ArenacCounty",0,0,1
"BaragaCounty",0,0,1
"BarryCounty",0,0.2287,0.7713
"BayCounty",0.6969,0,0.3031
"BenzieCounty",0,0,1
"BerrienCounty",0.5728,0.0986,0.3286
"BranchCounty",0,0.373,0.627
"CalhounCounty",0.568,0.1223,0.3098
"CassCounty",0.1719,0.1163,0.7118
"CharlevoixCounty",0,0.296,0.704
"CheboyganCounty",0,0.1727,0.8273
"ChippewaCounty",0,0.5106,0.4894
"ClareCounty",0,0.2936,0.7064
"ClintonCounty",0.359,0.1118,0.5293
"CrawfordCounty",0,0.2741,0.7259
"DeltaCounty",0,0.5625,0.4375
"DickinsonCounty",0,0.6723,0.3277
"EatonCounty",0.4524,0.1679,0.3797
"EmmetCounty",0,0.2511,0.7489
"GeneseeCounty",0.8258,0.0067,0.1676
"GladwinCounty",0,0.1142,0.8858
"GogebicCounty",0,0.3183,0.6817
"GrandTraverseCounty",0,0.5198,0.4802
"GratiotCounty",0,0.3984,0.6016
"HillsdaleCounty",0,0.3087,0.6913
"HoughtonCounty",0,0.6218,0.3782
"HuronCounty",0,0.1054,0.8946
"InghamCounty",0.8454,0.0225,0.1321
"IoniaCounty",0,0.3946,0.6054
"IoscoCounty",0,0.4109,0.5891
"IronCounty",0,0.2715,0.7285
"IsabellaCounty",0,0.5341,0.4659
"JacksonCounty",0.562,0.0198,0.4182
"KalamazooCounty",0.8245,0,0.1755
"KalkaskaCounty",0,0.1555,0.8445
"KentCounty",0.8193,0.0239,0.1568
"KeweenawCounty",0,0,1
"LakeCounty",0,0,1
"LapeerCounty",8e-04,0.2257,0.7735
"LeelanauCounty",0,0.0874,0.9126
"LenaweeCounty",0,0.4818,0.5182
"LivingstonCounty",0.61,0.021,0.3691
"LuceCounty",0,0.4864,0.5136
"MackinacCounty",0,0.2278,0.7722
"MacombCounty",0.9647,0.0073,0.0281
"ManisteeCounty",0,0.3884,0.6116
"MarquetteCounty",0,0.5851,0.4149
"MasonCounty",0,0.3731,0.6269
"MecostaCounty",0,0.3327,0.6673
"MenomineeCounty",0,0.3567,0.6433
"MidlandCounty",0.5722,0,0.4278
"MissaukeeCounty",0,0,1
"MonroeCounty",0.5852,0.0392,0.3756
"MontcalmCounty",0,0.1538,0.8462
"MontmorencyCounty",0,0,1
"MuskegonCounty",0.7062,0.0606,0.2331
"NewaygoCounty",0,0.1616,0.8384
"OaklandCounty",0.9428,0.0094,0.0479
"OceanaCounty",0,0.1011,0.8989
"OgemawCounty",0,0,1
"OntonagonCounty",0,0,1
"OsceolaCounty",0,0,1
"OscodaCounty",0,0,1
"OtsegoCounty",0,0.3434,0.6566
"OttawaCounty",0.7819,0.015,0.2032
"PresqueIsleCounty",0,0.1914,0.8086
"RoscommonCounty",0,0.3395,0.6605
"SaginawCounty",0.664,0.0248,0.3112
"StClairCounty",0.6135,0,0.3865
"StJosephCounty",0,0.4557,0.5443
"SanilacCounty",0.0337,0.0644,0.902
"SchoolcraftCounty",0,0.4104,0.5896
"ShiawasseeCounty",0.0034,0.4469,0.5498
"TuscolaCounty",0,0.1584,0.8416
"VanBurenCounty",0.0573,0.2342,0.7086
"WashtenawCounty",0.8046,0.031,0.1645
"WayneCounty",0.993,0,0.007
"WexfordCounty",0,0.3571,0.6429
