Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Bismarck,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Bismarck,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Bismarck,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Bismarck,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
