"County","FIPS","StateFIPS","CountyFIPS"
"BeaverheadCounty",30001,30,1
"BigHornCounty",30003,30,3
"BlaineCounty",30005,30,5
"BroadwaterCounty",30007,30,7
"CarbonCounty",30009,30,9
"CarterCounty",30011,30,11
"CascadeCounty",30013,30,13
"ChouteauCounty",30015,30,15
"CusterCounty",30017,30,17
"DanielsCounty",30019,30,19
"DawsonCounty",30021,30,21
"DeerLodgeCounty",30023,30,23
"FallonCounty",30025,30,25
"FergusCounty",30027,30,27
"FlatheadCounty",30029,30,29
"GallatinCounty",30031,30,31
"GarfieldCounty",30033,30,33
"GlacierCounty",30035,30,35
"GoldenValleyCounty",30037,30,37
"GraniteCounty",30039,30,39
"HillCounty",30041,30,41
"JeffersonCounty",30043,30,43
"JudithBasinCounty",30045,30,45
"LakeCounty",30047,30,47
"LewisandClarkCounty",30049,30,49
"LibertyCounty",30051,30,51
"LincolnCounty",30053,30,53
"McConeCounty",30055,30,55
"MadisonCounty",30057,30,57
"MeagherCounty",30059,30,59
"MineralCounty",30061,30,61
"MissoulaCounty",30063,30,63
"MusselshellCounty",30065,30,65
"ParkCounty",30067,30,67
"PetroleumCounty",30069,30,69
"PhillipsCounty",30071,30,71
"PonderaCounty",30073,30,73
"PowderRiverCounty",30075,30,75
"PowellCounty",30077,30,77
"PrairieCounty",30079,30,79
"RavalliCounty",30081,30,81
"RichlandCounty",30083,30,83
"RooseveltCounty",30085,30,85
"RosebudCounty",30087,30,87
"SandersCounty",30089,30,89
"SheridanCounty",30091,30,91
"SilverBowCounty",30093,30,93
"StillwaterCounty",30095,30,95
"SweetGrassCounty",30097,30,97
"TetonCounty",30099,30,99
"TooleCounty",30101,30,101
"TreasureCounty",30103,30,103
"ValleyCounty",30105,30,105
"WheatlandCounty",30107,30,107
"WibauxCounty",30109,30,109
"YellowstoneCounty",30111,30,111
