"County","Metropolitan","Town","Rural"
"BeaverheadCounty",0,0.4985,0.5015
"BigHornCounty",0,0.2809,0.7191
"BlaineCounty",0,0,1
"BroadwaterCounty",0,0,1
"CarbonCounty",0,0,1
"CarterCounty",0,0,1
"CascadeCounty",0.8018,0,0.1982
"ChouteauCounty",0,0,1
"CusterCounty",0,0.8209,0.1791
"DanielsCounty",0,0,1
"DawsonCounty",0,0.7243,0.2757
"DeerLodgeCounty",0,0.6636,0.3364
"FallonCounty",0,0,1
"FergusCounty",0,0.5256,0.4744
"FlatheadCounty",0,0.4852,0.5148
"GallatinCounty",0,0.6646,0.3354
"GarfieldCounty",0,0,1
"GlacierCounty",0,0.5599,0.4401
"GoldenValleyCounty",0,0,1
"GraniteCounty",0,0,1
"HillCounty",0,0.6,0.4
"JeffersonCounty",0,0,1
"JudithBasinCounty",0,0,1
"LakeCounty",0,0.1657,0.8343
"LewisandClarkCounty",0,0.7107,0.2893
"LibertyCounty",0,0,1
"LincolnCounty",0,0.2021,0.7979
"McConeCounty",0,0,1
"MadisonCounty",0,0,1
"MeagherCounty",0,0,1
"MineralCounty",0,0,1
"MissoulaCounty",0.7517,0.0251,0.2233
"MusselshellCounty",0,0,1
"ParkCounty",0,0.5226,0.4774
"PetroleumCounty",0,0,1
"PhillipsCounty",0,0,1
"PonderaCounty",0,0.419,0.581
"PowderRiverCounty",0,0,1
"PowellCounty",0,0.4578,0.5422
"PrairieCounty",0,0,1
"RavalliCounty",0,0.1537,0.8463
"RichlandCounty",0,0.558,0.442
"RooseveltCounty",0,0.6027,0.3973
"RosebudCounty",0,0,1
"SandersCounty",0,0,1
"SheridanCounty",0,0,1
"SilverBowCounty",0,0.8856,0.1144
"StillwaterCounty",0,0,1
"SweetGrassCounty",0,0,1
"TetonCounty",0,0,1
"TooleCounty",0,0.5704,0.4296
"TreasureCounty",0,0,1
"ValleyCounty",0,0.448,0.552
"WheatlandCounty",0,0,1
"WibauxCounty",0,0,1
"YellowstoneCounty",0.7756,0.0575,0.1669
