"County","Metropolitan","Town"
"BeaverheadCounty",0,2.259610989536
"BigHornCounty",0,1.310098526382
"BlaineCounty",0,0
"BroadwaterCounty",0,0
"CarbonCounty",0,0
"CarterCounty",0,0
"CascadeCounty",31.114443571344,0
"ChouteauCounty",0,0
"CusterCounty",0,7.019606175808
"DanielsCounty",0,0
"DawsonCounty",0,4.438504267156
"DeerLodgeCounty",0,2.403589969744
"FallonCounty",0,0
"FergusCounty",0,2.199381008046
"FlatheadCounty",0,26.487797591118
"GallatinCounty",0,32.966972936506
"GarfieldCounty",0,0
"GlacierCounty",0,2.900482780338
"GoldenValleyCounty",0,0
"GraniteCounty",0,0
"HillCounty",0,4.232724642522
"JeffersonCounty",0,0
"JudithBasinCounty",0,0
"LakeCounty",0,2.834641578482
"LewisandClarkCounty",0,28.204587778854
"LibertyCounty",0,0
"LincolnCounty",0,2.890098180946
"McConeCounty",0,0
"MadisonCounty",0,0
"MeagherCounty",0,0
"MineralCounty",0,0
"MissoulaCounty",45.202874661512,1.65584475924
"MusselshellCounty",0,0
"ParkCounty",0,4.058017734644
"PetroleumCounty",0,0
"PhillipsCounty",0,0
"PonderaCounty",0,1.249404064186
"PowderRiverCounty",0,0
"PowellCounty",0,1.470198037294
"PrairieCounty",0,0
"RavalliCounty",0,4.207160056898
"RichlandCounty",0,3.963854792782
"RooseveltCounty",0,2.574378328424
"RosebudCounty",0,0
"SandersCounty",0,0
"SheridanCounty",0,0
"SilverBowCounty",0,16.494477054734
"StillwaterCounty",0,0
"SweetGrassCounty",0,0
"TetonCounty",0,0
"TooleCounty",0,1.449654322078
"TreasureCounty",0,0
"ValleyCounty",0,4.086124415836
"WheatlandCounty",0,0
"WibauxCounty",0,0
"YellowstoneCounty",52.964917531426,6.544140481806
