"FAFZone","BeaverheadCounty","BigHornCounty","BlaineCounty","BroadwaterCounty","CarbonCounty","CarterCounty","CascadeCounty","ChouteauCounty","CusterCounty","DanielsCounty","DawsonCounty","DeerLodgeCounty","FallonCounty","FergusCounty","FlatheadCounty","GallatinCounty","GarfieldCounty","GlacierCounty","GoldenValleyCounty","GraniteCounty","HillCounty","JeffersonCounty","JudithBasinCounty","LakeCounty","LewisandClarkCounty","LibertyCounty","LincolnCounty","McConeCounty","MadisonCounty","MeagherCounty","MineralCounty","MissoulaCounty","MusselshellCounty","ParkCounty","PetroleumCounty","PhillipsCounty","PonderaCounty","PowderRiverCounty","PowellCounty","PrairieCounty","RavalliCounty","RichlandCounty","RooseveltCounty","RosebudCounty","SandersCounty","SheridanCounty","SilverBowCounty","StillwaterCounty","SweetGrassCounty","TetonCounty","TooleCounty","TreasureCounty","ValleyCounty","WheatlandCounty","WibauxCounty","YellowstoneCounty"
"64",990.258333333333,1256.39166666667,1358.625,1092.65833333334,1210.94166666667,1476.20833333334,1198.60833333333,1256.57916666667,1338.45,1550.67916666667,1412.49166666666,1060.64166666667,1405.84166666666,1212.725,1126.75,1029.79166666666,1338.39166666667,1291.99166666666,1193.16666666666,1097.125,1323.53333333334,1075.05833333333,1217.64166666667,1083.0625,1133.89166666667,1296.75,1054.19166666666,1474.99166666666,1010.59166666666,1138.56666666667,1027.625,1002.14166666667,1235.03333333334,1073.05833333333,1266.26666666667,1345.47916666666,1283.65833333334,1355.85,1097.17916666667,1379.70833333334,1022.14166666667,1476.54166666666,1522.875,1304.225,1062.65416666666,1536.58333333334,1046.15833333334,1146.46666666666,1109.96666666666,1212.85,1288.16666666666,1263.80833333333,1420.39166666667,1153.03333333334,1438.10833333333,1194.89166666667
"65",1056.3,1322.45,1424.65,1158.7,1276.95,1542.25,1264.65,1322.6,1404.45,1616.7,1478.55,1126.65,1471.85,1278.75,1227.85,1095.85,1404.45,1358.05,1259.2,1163.15,1389.55,1141.1,1283.65,1125.75,1199.9,1362.8,1155.3,1541.05,1076.65,1204.6,1128.7,1068.15,1301.05,1139.1,1332.3,1411.5,1349.7,1420.7,1163.2,1445.75,1088.15,1542.55,1588.9,1370.25,1163.75,1602.65,1112.2,1212.5,1176,1278.85,1354.2,1329.85,1486.45,1219.05,1504.15,1260.95
"69",975.653225806451,1247.82741935484,1314.34677419355,1070.36774193548,1191.90806451612,1439.97903225807,1155.68870967742,1212.30483870968,1331.08387096774,1513.80322580645,1405.15322580645,1036.84677419355,1398.47580645161,1193.6129032258,1079.84193548387,1023.84354838709,1319.30322580645,1199.89838709677,1180.02419354839,1049.15806451613,1279.25,1056.12096774194,1185.46451612903,1023.18064516129,1096.41774193549,1252.52903225806,1038.18064516129,1451.27903225806,1000.51451612903,1115.85483870968,998.112903225807,980.116129032258,1221.88548387097,1065.69516129032,1247.15161290322,1314.45806451613,1218.74838709677,1328.4435483871,1048.17419354839,1372.35967741936,992.295161290323,1469.18225806451,1493.9629032258,1296.86935483871,1034.98225806452,1518.42419354839,1025.64516129032,1139.10806451613,1102.60806451613,1156.48870967742,1231.05806451613,1256.4564516129,1389.39516129033,1139.01451612903,1430.75967741935,1187.54677419354
"81",762.779166666666,511.795833333333,780.6625,776.820833333333,626.004166666666,526.529166666666,798.079166666666,814.945833333333,520.3375,744.045833333334,605.8625,824.4125,599.204166666666,697.6875,1038.02916666666,730.6875,613.545833333334,923.204166666666,634.529166666666,860.8875,834.004166666666,799.320833333333,727.9125,981.2375,833.554166666667,855.120833333334,1124.8875,668.379166666666,770.4125,719.804166666667,980.5625,923.6625,632.704166666666,687.7875,667.1375,778.545833333334,880.320833333333,469.1125,860.945833333333,573.079166666666,935.545833333334,669.9125,716.2375,582.920833333334,1014.02916666666,729.9625,801.0125,620.5125,652.9625,849.6375,884.829166666666,574.2875,727.7875,665.895833333333,631.470833333334,572.3625
"89",811.20673076923,636.664423076924,906.862500000001,854.770192307692,712.560576923076,651.907692307693,913.045192307693,934.764423076923,668.188461538462,893.1625,754.906730769231,876.358653846154,726.416346153846,821.481730769231,1089.98365384615,805.45673076923,762.852884615385,1027.38942307692,759.3125,912.833653846154,961.408653846153,863.833653846154,849.641346153846,1033.18365384616,914.024038461539,974.945192307692,1176.83365384615,817.494230769231,802.560576923076,833.254807692308,1032.50865384616,975.599038461538,757.577884615385,797.152884615384,792.004807692308,903.478846153846,996.152884615384,616.971153846154,912.889423076923,723.169230769231,957.808653846153,818.826923076924,865.15,707.795192307693,1065.98365384615,878.863461538461,858.249038461538,744.729807692308,772.175,951.989423076923,1000.6625,699.147115384616,877.086538461539,787.429807692308,767.557692307692,697.230769230769
"91",2431.2,2131.7,2219.2,2363,2212.2,2019,2296,2301.63333333333,2019.5,2085.73333333333,1946.3,2410.6,1961.96666666667,2186.3,2507.9,2316.9,2067.3,2397.8,2200.13333333333,2447.1,2263.8,2385.5,2225.8,2567.4,2419.76666666667,2312,2711.1,2010.1,2367.3,2285.4,2566.8,2509.83333333333,2158.7,2274,2126.46666666667,2156.2,2378.2,1988.5,2447.13333333333,1985,2532.7,2008,2031.33333333333,2086.9,2600.2,2001.9,2387.2,2206.7,2239.16666666667,2347.53333333333,2358.9,2088.96666666667,2091.4,2231.5,1912.1,2158.6
"92",2394.9,2095.36666666667,2182.86666666667,2326.73333333333,2175.86666666667,1982.63333333333,2259.66666666667,2265.33333333333,1983.16666666667,2049.43333333333,1909.96666666667,2374.3,1925.63333333333,2149.96666666667,2471.63333333333,2280.56666666667,2031,2361.46666666667,2163.83333333333,2410.76666666667,2227.46666666667,2349.23333333333,2189.5,2531.13333333333,2383.43333333333,2275.73333333333,2674.76666666667,1973.73333333333,2331.03333333333,2249.1,2530.43333333333,2473.53333333333,2122.36666666667,2237.66666666667,2090.13333333333,2119.86666666667,2341.9,1952.16666666667,2410.83333333333,1948.63333333333,2496.36666666667,1971.66666666667,1995.03333333333,2050.56666666667,2563.93333333333,1965.56666666667,2350.86666666667,2170.36666666667,2202.83333333333,2311.23333333333,2322.63333333333,2052.63333333333,2055.06666666667,2195.16666666667,1875.73333333333,2122.23333333333
"99",2455.55,2155.95,2243.45,2387.35,2236.45,2043.25,2320.25,2325.95,2043.85,2110.05,1970.6,2434.9,1986.25,2210.55,2532.25,2341.15,2091.6,2422.1,2224.45,2471.35,2288.05,2409.85,2250.1,2591.75,2444.05,2336.35,2735.35,2034.35,2391.65,2309.75,2591.05,2534.15,2182.95,2298.25,2150.75,2180.45,2402.55,2012.8,2471.45,2009.25,2556.95,2032.3,2055.65,2111.15,2624.55,2026.15,2411.55,2231.05,2263.45,2371.85,2383.25,2113.25,2115.65,2255.75,1936.35,2182.85
"101",2293.325,1993.825,2081.325,2225.125,2074.325,1881.075,2158.075,2163.775,1881.625,1947.875,1808.425,2272.725,1824.075,2048.375,2370.05,2179.025,1929.425,2259.925,2062.25,2309.225,2125.925,2247.625,2087.925,2429.55,2281.875,2174.125,2573.225,1872.175,2229.425,2147.525,2428.875,2371.975,2020.775,2136.075,1988.575,2018.325,2240.325,1850.625,2309.275,1847.075,2394.825,1870.125,1893.425,1949.025,2462.375,1863.975,2249.325,2068.825,2101.275,2209.65,2221.05,1951.075,1953.475,2093.625,1774.175,2020.675
"109",2326.1,2026.6,2114.1,2257.9,2107.1,1913.8,2190.9,2196.5,1914.4,1980.6,1841.2,2305.5,1856.8,2081.2,2402.8,2211.8,1962.2,2292.7,2095,2342,2158.7,2280.4,2120.7,2462.3,2314.6,2206.9,2606,1904.9,2262.2,2180.3,2461.6,2404.7,2053.6,2168.9,2021.3,2051.1,2273.1,1883.4,2342,1879.8,2427.6,1902.9,1926.2,1981.8,2495.1,1896.8,2282.1,2101.6,2134,2242.4,2253.8,1983.8,1986.3,2126.4,1806.9,2053.4
"111",2230.9,1931.3,2018.8,2162.6,2011.8,1818.6,2095.6,2101.3,1819.1,1885.4,1745.9,2210.2,1761.6,1985.9,2307.6,2116.5,1866.9,2197.4,1999.8,2246.7,2063.4,2185.1,2025.4,2367.1,2219.4,2111.6,2510.7,1809.7,2166.9,2085,2366.4,2309.5,1958.3,2073.6,1926.1,1955.8,2177.9,1788.1,2246.8,1784.6,2332.3,1807.6,1831,1886.5,2399.9,1801.5,2186.8,2006.3,2038.8,2147.2,2158.6,1888.6,1891,2031.1,1711.7,1958.2
"121",2515.18333333333,2181.96666666667,2359.75,2446.98333333333,2296.18333333333,2009.08333333333,2468.23333333333,2485.11666666667,2090.01666666667,2226.28333333333,2086.85,2494.58333333333,2091.25,2365.56666666667,2708.2,2400.85,2207.85,2593.38333333333,2304.7,2531.05,2404.33333333333,2469.48333333333,2398.08333333333,2651.4,2503.71666666667,2452.55,2795.05,2150.6,2451.28333333333,2389.98333333333,2650.73333333333,2593.83333333333,2240.65,2357.93333333333,2266.98333333333,2296.75,2550.48333333333,2038.78333333333,2531.11666666667,2125.5,2616.68333333333,2148.55,2171.86666666667,2113.38333333333,2684.2,2142.4,2471.18333333333,2290.68333333333,2323.13333333333,2519.8,2555.01666666667,2159.83333333333,2231.9,2336.08333333333,2052.6,2242.53333333333
"122",2746.34285714286,2413.12857142857,2585.42857142857,2678.15714285714,2527.32857142857,2240.27142857143,2699.41428571429,2716.27142857143,2321.15714285714,2451.97142857143,2312.52857142857,2725.72857142857,2314.7,2599.01428571429,2939.37142857143,2632.01428571429,2433.52857142857,2824.52857142857,2535.87142857143,2762.22857142857,2630.02857142857,2700.65714285714,2629.22857142857,2882.57142857143,2734.88571428571,2678.24285714286,3026.22857142857,2376.3,2682.45714285714,2621.12857142857,2881.9,2825,2471.81428571429,2589.12857142857,2492.7,2522.42857142857,2781.65714285714,2269.92857142857,2762.27142857143,2351.21428571429,2847.82857142857,2374.22857142857,2397.57142857143,2344.52857142857,2915.37142857143,2368.11428571429,2702.32857142857,2521.82857142857,2554.3,2750.95714285714,2786.15714285714,2391,2457.61428571429,2567.22857142857,2278.3,2473.7
"123",2588.78571428571,2255.58571428571,2427.88571428571,2520.58571428571,2369.78571428571,2082.68571428571,2541.85714285714,2558.7,2163.6,2294.4,2154.98571428571,2568.18571428571,2157.12857142857,2441.47142857143,2781.8,2474.47142857143,2275.98571428571,2666.98571428571,2378.3,2604.67142857143,2472.48571428571,2543.08571428571,2471.68571428571,2725,2577.31428571429,2520.68571428571,2868.67142857143,2218.75714285714,2524.88571428571,2463.58571428571,2724.32857142857,2667.4,2314.27142857143,2431.57142857143,2335.11428571429,2364.88571428571,2624.08571428571,2112.38571428571,2604.7,2193.64285714286,2690.28571428571,2216.68571428571,2240,2186.98571428571,2757.8,2210.57142857143,2544.78571428571,2364.28571428571,2396.71428571429,2593.38571428571,2628.6,2233.4,2300.07142857143,2409.67142857143,2120.75714285714,2316.12857142857
"124",2612.35,2279.1,2451.4,2544.15,2393.3,2106.25,2565.4,2582.275,2187.15,2317.975,2178.5,2591.725,2180.7,2465,2805.35,2498,2299.525,2690.5,2401.85,2628.2,2496,2566.65,2495.225,2748.55,2600.9,2544.225,2892.2,2242.3,2548.425,2487.1,2747.9,2691,2337.8,2455.1,2358.7,2388.4,2647.65,2135.925,2628.275,2217.2,2713.8,2240.225,2263.55,2210.55,2781.35,2234.1,2568.3,2387.8,2420.3,2616.95,2652.15,2257,2323.6,2433.2,2144.3,2339.7
"129",2494.6534883721,2161.43372093023,2346.26627906977,2426.45813953489,2275.64534883721,1988.56279069768,2447.70348837209,2464.56860465116,2069.46395348837,2212.7988372093,2073.36860465116,2474.04767441861,2063.0011627907,2347.31744186046,2687.66395348837,2380.31744186046,2174.26162790698,2572.84302325581,2284.16395348837,2510.51744186046,2390.85697674418,2448.95813953489,2377.54767441861,2630.86162790698,2483.18720930232,2439.1011627907,2774.51744186046,2137.13604651163,2430.75465116279,2369.44534883721,2630.2011627907,2573.29418604651,2220.12209302325,2337.41511627907,2239.06627906977,2283.26627906977,2529.95813953489,2018.24534883721,2510.56860465116,2110.76395348837,2596.14534883721,2135.07325581395,2158.38953488372,2092.85581395349,2663.66395348837,2128.93139534884,2450.6476744186,2270.1476744186,2302.6011627907,2499.26279069767,2534.46395348837,2139.28953488372,2218.43139534884,2315.53372093023,2039.13604651163,2221.9988372093
"131",2181.51025641025,1848.27564102564,2020.95256410257,2113.31538461539,1962.48461538462,1675.41538461538,2134.56153846154,2151.42307692308,1756.31794871795,1887.48589743589,1748.05256410256,2160.90128205129,1750.2,2034.16666666667,2374.52051282051,2067.16666666667,1869.06538461539,2259.68461538461,1971.02051282051,2197.36666666666,2065.53717948718,2135.81538461539,2064.39871794871,2317.72051282051,2170.03076923077,2113.77564102565,2461.36666666666,1811.82435897436,2117.61538461538,2056.30641025641,2317.04230769231,2260.1358974359,1906.96923076923,2024.26923076923,1928.19871794872,1957.95256410257,2216.81538461539,1705.10128205129,2197.42307692308,1786.72435897436,2282.98333333334,1809.76538461539,1833.0858974359,1779.71282051282,2350.52051282051,1803.62435897436,2137.50384615385,1957.00256410256,1989.45384615385,2186.11794871795,2221.32307692308,1826.1358974359,1893.12435897436,2002.37435897436,1713.82435897436,1908.84487179487
"132",2398.2,2064.96666666667,2240.56666666667,2329.98333333333,2179.16666666667,1892.1,2351.26666666667,2355.28333333333,1973,2107.15,1967.66666666667,2377.56666666667,1974.36666666667,2238.66666666667,2591.2,2283.86666666667,2088.68333333333,2459.5,2187.7,2414.06666666667,2285.16666666667,2352.48333333333,2281.06666666667,2534.4,2386.75,2333.4,2678.06666666667,2031.46666666667,2334.28333333333,2272.96666666667,2533.75,2476.85,2123.66666666667,2240.96666666667,2147.86666666667,2177.56666666667,2433.48333333333,1921.76666666667,2414.11666666667,2006.36666666667,2499.66666666667,2029.36666666667,2052.71666666667,1996.38333333333,2567.2,2023.26666666667,2354.16666666667,2173.66666666667,2206.15,2402.8,2420.98333333333,2042.85,2112.76666666667,2219.06666666667,1933.46666666667,2125.55
"139",2289.98903508772,1956.75833333334,2134.41403508772,2221.78903508772,2070.96798245614,1783.89692982456,2240.12324561404,2252.26754385965,1865.92280701754,2000.95263157895,1861.51403508772,2269.38070175438,1861.68421052632,2134.95219298246,2483,2175.65350877193,1977.75263157895,2358.6149122807,2079.49912280701,2305.85087719299,2179.00438596491,2244.28903508772,2169.95657894737,2426.2,2278.51710526315,2227.23245614035,2569.85087719299,1925.29122807018,2226.08728070175,2164.77894736842,2425.53245614035,2368.61885964913,2017.59692982456,2132.75307017543,2039.03070175439,2071.41315789474,2322.36271929824,1813.57938596491,2305.90745614035,1900.19385964912,2391.46622807018,1923.22368421053,1946.54736842105,1888.18815789474,2459,1917.09210526316,2245.97543859649,2065.47587719299,2097.93070175439,2291.67105263158,2320.16842105263,1937.24736842105,2006.59210526316,2110.85657894737,1827.29210526316,2017.33552631579
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",298.255681818182,572.531818181818,588.768181818182,358.543181818182,527.05,792.331818181818,433.975,489.489772727272,654.559090909091,806.594318181818,728.618181818182,321.825,721.952272727273,501.509090909091,429.223863636364,349.754545454546,627.195454545454,492.261363636364,491.614772727273,334.988636363636,552.476136363636,353.609090909091,484.815909090909,378.646590909091,378.288636363636,527.640909090909,484.742045454546,749.579545454545,331.526136363637,403.667045454545,368.753409090909,329.130681818182,533.484090909091,389.172727272728,555.052272727273,613.871590909091,500.756818181818,671.177272727273,333.943181818182,695.831818181818,306.306818181818,789.431818181818,790.688636363637,620.340909090909,398.144318181818,816.365909090909,317.861363636363,462.584090909091,426.081818181818,437.2125,508.802272727273,579.927272727273,688.806818181818,450.856818181819,754.227272727273,511.025
"171",1516.70384615385,1209.55384615385,1306.96538461539,1448.48846153846,1297.68846153847,1097.75769230769,1383.74230769231,1389.41153846154,1104.46538461539,1173.51923076924,1034.06538461539,1496.08846153846,1049.73461538462,1274.04615384615,1611.31153846153,1402.36538461539,1155.06538461539,1485.56538461539,1288.78076923077,1532.58076923076,1351.5576923077,1470.98846153846,1313.56538461539,1652.91153846154,1505.25,1399.76538461538,1796.58076923076,1097.8423076923,1452.80384615384,1374.0576923077,1652.25,1595.35,1246.4576923077,1359.47692307692,1214.23461538462,1243.96538461539,1465.98076923076,1066.35384615385,1532.62692307692,1072.74230769231,1618.18846153847,1095.76538461538,1119.09615384616,1156.56538461539,1685.71153846153,1089.64230769231,1472.68846153847,1292.18846153847,1324.65,1435.29615384615,1446.69615384616,1176.73461538462,1179.14230769231,1320.1576923077,999.842307692307,1244.05
"172",1618.27777777778,1285.06666666667,1492.7,1550.07777777778,1399.26666666667,1112.2,1571.42222222222,1583.74444444444,1193.08888888889,1359.24444444444,1219.81111111111,1597.66666666667,1199,1466.91111111111,1811.28888888889,1503.94444444444,1300.56666666667,1689.32222222222,1407.78888888889,1634.14444444444,1537.28888888889,1572.57777777778,1501.24444444444,1754.48888888889,1606.81111111111,1589.18888888889,1898.14444444444,1283.57777777777,1554.37777777778,1493.06666666667,1753.82222222222,1696.91111111111,1343.74444444444,1461.04444444444,1366.87777777778,1429.7,1653.65555555556,1141.87777777778,1634.2,1252.4,1719.76666666667,1281.52222222223,1304.83333333333,1216.47777777778,1787.28888888889,1275.37777777778,1574.27777777778,1393.77777777778,1426.22222222222,1622.97777777778,1650.83333333333,1262.91111111111,1364.87777777778,1439.16666666667,1185.57777777777,1345.63333333333
"179",1612.165,1280.556875,1432.5075,1543.9575,1393.141875,1139.569375,1518.520625,1517.78625,1195.17375,1299.05,1159.606875,1591.55375,1162.6325,1401.950625,1766.3175,1497.828125,1266.975625,1617.6625,1399.19875,1628.030625,1477.0975,1566.4575,1448.353125,1748.37625,1600.696875,1525.455625,1892.030625,1223.379375,1548.26625,1484.478125,1747.705625,1690.799375,1342.693125,1454.931875,1333.29,1369.5075,1600.76125,1137.37375,1628.0875,1197.023125,1713.641875,1221.315,1244.634375,1214.19875,1781.17375,1215.1825,1568.14875,1387.64875,1420.10375,1570.076875,1578.92625,1267.278125,1304.6825,1430.556875,1125.379375,1339.508125
"181",1585.68,1286.16,1373.68,1517.48,1366.68,1173.42,1450.42,1456.1,1173.98,1240.2,1100.78,1565.08,1116.4,1340.74,1662.38,1471.34,1221.78,1552.28,1354.6,1601.52,1418.26,1539.98,1380.28,1721.88,1574.2,1466.48,1865.52,1164.52,1521.78,1439.88,1721.22,1664.3,1313.14,1428.42,1280.9,1310.68,1532.68,1142.98,1601.6,1139.42,1687.18,1162.48,1185.8,1241.34,1754.7,1156.32,1541.68,1361.18,1393.62,1501.98,1513.38,1243.4,1245.82,1385.96,1066.52,1313.02
