"SCTG","Payload","N"
1,16.8658349389723,22
2,20.0003064792272,112
3,14.6639365358601,36
4,12.5369917185217,32
5,23.7154480680912,17
6,5.92686271885712,7
7,15.1876810953913,25
8,10.2941785681165,9
9,12.5303662811142,1
10,12.7559630168912,1
11,14.7601763932821,7
12,17.0831579877896,84
13,14.57148120894,4
14,19.7343283246373,3
15,21.9759244651015,0
16,14.0428921341034,2
17,24.3515448152176,6
18,11.6892931676757,11
19,6.48956142515497,12
20,14.6935220971178,3
21,5.12434471305138,0
22,13.0328204993507,28
23,17.6375481088302,13
24,9.66549316294252,7
25,17.5629107877451,5
26,19.2921953062063,35
27,16.5382555630002,2
28,13.1552492378572,4
29,5.51350467372506,2
30,10.307661585523,5
31,15.0864584431332,64
32,18.8777888932002,13
33,3.46216986093784,38
34,15.0327268532748,44
35,6.91185118160956,4
36,11.3447487322328,24
37,17.1134794135312,8
38,4.51852664992441,0
39,3.62189216173454,12
40,7.77235165184856,187
41,11.64149543439,36
43,16.6344819186119,9
99,9.98112166936455,12
