Value,Area,Fwy,Art,Other
BusVmt,Conway,,,
TruckVmt,Conway,,,
BusVmt,FayettevilleSpringdaleRogers,,,
TruckVmt,FayettevilleSpringdaleRogers,,,
BusVmt,FortSmith,,,
TruckVmt,FortSmith,,,
BusVmt,HotSprings,,,
TruckVmt,HotSprings,,,
BusVmt,Jonesboro,,,
TruckVmt,Jonesboro,,,
BusVmt,LittleRock,,,
TruckVmt,LittleRock,,,
BusVmt,Memphis,,,
TruckVmt,Memphis,,,
BusVmt,PineBluff,,,
TruckVmt,PineBluff,,,
BusVmt,TexarkanaTexarkana,,,
TruckVmt,TexarkanaTexarkana,,,
