"SCTG","PctEmpty","N"
1,0.460561884674818,24
2,0.441932203905534,131
3,0.0787541894675711,40
4,0.469995461856058,36
5,0.355930801087391,22
6,0.323972831145023,10
7,0.156735298957128,33
8,0.193898061408485,10
9,0.220797674677544,1
10,0.345868222703136,1
11,0.406653723247503,7
12,0.450813859298413,91
13,0.382289317879428,7
14,0.330631811974,3
15,0.394477968299597,0
16,0.411406611770122,2
17,0.405256894636644,7
18,0.41725507198024,11
19,0.277183632540084,12
20,0.319153846071907,3
21,0.163003296356002,0
22,0.479045268039058,30
23,0.345217197672553,14
24,0.259173648542417,7
25,0.430737531709114,5
26,0.286623832231968,42
27,0.207833893632727,3
28,0.216947168869503,5
29,0.142965266998763,2
30,0.150707615637309,6
31,0.413100090967829,66
32,0.165360102676722,13
33,0.0819334654744178,52
34,0.328349169658686,57
35,0.159588441529491,5
36,0.246308117116038,37
37,0.179037995207116,9
38,0.253528170079209,0
39,0.386741017291537,14
40,0.202659005259079,215
41,0.382828041353573,41
43,0.248337552898586,11
99,0.446822655683428,12
