"County","Metropolitan","Town","Rural"
"ArkansasCounty",0,0.6529,0.3471
"AshleyCounty",0,0.4832,0.5168
"BaxterCounty",0,0.3416,0.6584
"BentonCounty",0.6641,0.0843,0.2516
"BooneCounty",0,0.378,0.622
"BradleyCounty",0,0.5041,0.4959
"CalhounCounty",0,0,1
"CarrollCounty",0,0.2717,0.7283
"ChicotCounty",0,0.4572,0.5428
"ClarkCounty",0,0.4562,0.5438
"ClayCounty",0,0.4114,0.5886
"CleburneCounty",0,0.2448,0.7552
"ClevelandCounty",0,0,1
"ColumbiaCounty",0,0.4251,0.5749
"ConwayCounty",0,0.2948,0.7052
"CraigheadCounty",0.6783,0,0.3217
"CrawfordCounty",0.4804,0,0.5196
"CrittendenCounty",0.7911,0,0.2089
"CrossCounty",0,0.4321,0.5679
"DallasCounty",0,0.4736,0.5264
"DeshaCounty",0,0.6858,0.3142
"DrewCounty",0,0.5139,0.4861
"FaulknerCounty",0.5765,0.0359,0.3876
"FranklinCounty",0,0.174,0.826
"FultonCounty",0,0.0708,0.9292
"GarlandCounty",0.5738,0.0571,0.369
"GrantCounty",0,0.2497,0.7503
"GreeneCounty",0,0.5849,0.4151
"HempsteadCounty",0,0.4423,0.5577
"HotSpringCounty",5e-04,0.3398,0.6597
"HowardCounty",0,0.3248,0.6752
"IndependenceCounty",0,0.3142,0.6858
"IzardCounty",0,0,1
"JacksonCounty",0,0.3494,0.6506
"JeffersonCounty",0.6908,0,0.3092
"JohnsonCounty",0,0.2863,0.7137
"LafayetteCounty",0,0,1
"LawrenceCounty",0,0.3644,0.6356
"LeeCounty",0,0.3649,0.6351
"LincolnCounty",0,0,1
"LittleRiverCounty",0,0.3148,0.6852
"LoganCounty",0,0.2898,0.7102
"LonokeCounty",0.4521,0.0998,0.4481
"MadisonCounty",0,0,1
"MarionCounty",0,0,1
"MillerCounty",0.5999,0,0.4001
"MississippiCounty",0,0.6373,0.3627
"MonroeCounty",0,0.3102,0.6898
"MontgomeryCounty",0,0,1
"NevadaCounty",0,0.3082,0.6918
"NewtonCounty",0,0,1
"OuachitaCounty",0,0.4365,0.5635
"PerryCounty",0,0,1
"PhillipsCounty",0,0.5203,0.4797
"PikeCounty",0,0,1
"PoinsettCounty",0,0.2886,0.7114
"PolkCounty",0,0.2661,0.7339
"PopeCounty",0,0.4551,0.5449
"PrairieCounty",0,0,1
"PulaskiCounty",0.8772,0,0.1228
"RandolphCounty",0,0.3258,0.6742
"StFrancisCounty",0,0.4845,0.5155
"SalineCounty",0.6042,0.0342,0.3616
"ScottCounty",0,0.2964,0.7036
"SearcyCounty",0,0,1
"SebastianCounty",0.7233,0.0685,0.2081
"SevierCounty",0,0.364,0.636
"SharpCounty",0,0.1994,0.8006
"StoneCounty",0,0,1
"UnionCounty",0,0.455,0.545
"VanBurenCounty",0,0,1
"WashingtonCounty",0.7292,0.0158,0.2549
"WhiteCounty",0,0.4568,0.5432
"WoodruffCounty",0,0,1
"YellCounty",0,0.2087,0.7913
