"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0204185321013979,0.979581467898602,1,21
2,0.168886866704964,0.831113133295036,24,88
3,0.175071172711268,0.824928827288732,20,16
4,0.279697715413472,0.720302284586528,13,19
5,0,1,0,17
6,0.192501294148437,0.807498705851563,5,2
7,0.0912629927965102,0.90873700720349,10,15
8,0.233455388714992,0.766544611285008,5,4
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,1,0
11,0.532061763030145,0.467938236969855,7,0
12,0.544407921636832,0.455592078363168,64,20
13,0.574043705293349,0.425956294706651,2,2
14,0.296984478905375,0.703015521094625,1,2
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,2,0
17,0.0512840369554983,0.948715963044502,0,6
18,0.354552260807665,0.645447739192335,5,6
19,0.744084826042752,0.255915173957248,10,2
20,0.153884141884506,0.846115858115494,3,0
21,0.48565728180227,0.51434271819773,0,0
22,0.339881126753097,0.660118873246903,17,11
23,0.0340533608002281,0.965946639199772,5,8
24,0.143309869173441,0.856690130826559,5,2
25,0.172627570488467,0.827372429511533,3,2
26,0.0750168303960507,0.924983169603949,14,21
27,0.0664638925860683,0.933536107413932,1,1
28,0.13006920545436,0.86993079454564,1,3
29,0.499509853805331,0.500490146194669,2,0
30,0.122154702334916,0.877845297665084,0,5
31,0.699166233442609,0.300833766557391,57,7
32,0.0103266401576817,0.989673359842318,3,10
33,0.460299112261929,0.539700887738071,22,16
34,0.042090656643929,0.957909343356071,7,37
35,0.267488635666556,0.732511364333444,2,2
36,0.246798326644743,0.753201673355257,16,8
37,0.0687078468861626,0.931292153113837,0,8
38,0.301345390186715,0.698654609813286,0,0
39,0.505550305070618,0.494449694929382,9,3
40,0.384015379702,0.615984620298,127,60
41,0.502238803824362,0.497761196175638,32,4
43,0.0168182985519259,0.983181701448074,0,9
99,0.502866547855595,0.497133452144405,8,4
