"County","FIPS","StateFIPS","CountyFIPS"
"ArkansasCounty",5001,5,1
"AshleyCounty",5003,5,3
"BaxterCounty",5005,5,5
"BentonCounty",5007,5,7
"BooneCounty",5009,5,9
"BradleyCounty",5011,5,11
"CalhounCounty",5013,5,13
"CarrollCounty",5015,5,15
"ChicotCounty",5017,5,17
"ClarkCounty",5019,5,19
"ClayCounty",5021,5,21
"CleburneCounty",5023,5,23
"ClevelandCounty",5025,5,25
"ColumbiaCounty",5027,5,27
"ConwayCounty",5029,5,29
"CraigheadCounty",5031,5,31
"CrawfordCounty",5033,5,33
"CrittendenCounty",5035,5,35
"CrossCounty",5037,5,37
"DallasCounty",5039,5,39
"DeshaCounty",5041,5,41
"DrewCounty",5043,5,43
"FaulknerCounty",5045,5,45
"FranklinCounty",5047,5,47
"FultonCounty",5049,5,49
"GarlandCounty",5051,5,51
"GrantCounty",5053,5,53
"GreeneCounty",5055,5,55
"HempsteadCounty",5057,5,57
"HotSpringCounty",5059,5,59
"HowardCounty",5061,5,61
"IndependenceCounty",5063,5,63
"IzardCounty",5065,5,65
"JacksonCounty",5067,5,67
"JeffersonCounty",5069,5,69
"JohnsonCounty",5071,5,71
"LafayetteCounty",5073,5,73
"LawrenceCounty",5075,5,75
"LeeCounty",5077,5,77
"LincolnCounty",5079,5,79
"LittleRiverCounty",5081,5,81
"LoganCounty",5083,5,83
"LonokeCounty",5085,5,85
"MadisonCounty",5087,5,87
"MarionCounty",5089,5,89
"MillerCounty",5091,5,91
"MississippiCounty",5093,5,93
"MonroeCounty",5095,5,95
"MontgomeryCounty",5097,5,97
"NevadaCounty",5099,5,99
"NewtonCounty",5101,5,101
"OuachitaCounty",5103,5,103
"PerryCounty",5105,5,105
"PhillipsCounty",5107,5,107
"PikeCounty",5109,5,109
"PoinsettCounty",5111,5,111
"PolkCounty",5113,5,113
"PopeCounty",5115,5,115
"PrairieCounty",5117,5,117
"PulaskiCounty",5119,5,119
"RandolphCounty",5121,5,121
"StFrancisCounty",5123,5,123
"SalineCounty",5125,5,125
"ScottCounty",5127,5,127
"SearcyCounty",5129,5,129
"SebastianCounty",5131,5,131
"SevierCounty",5133,5,133
"SharpCounty",5135,5,135
"StoneCounty",5137,5,137
"UnionCounty",5139,5,139
"VanBurenCounty",5141,5,141
"WashingtonCounty",5143,5,143
"WhiteCounty",5145,5,145
"WoodruffCounty",5147,5,147
"YellCounty",5149,5,149
