County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
LakeCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LaPlataCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LarimerCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LasAnimasCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LincolnCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LoganCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
MesaCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
MineralCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
MoffatCounty,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557
MontezumaCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
MontroseCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
MorganCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
OteroCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
OurayCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
ParkCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
PhillipsCounty,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
