Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,DenverAurora,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,DenverAurora,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,GrandJunction,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,GrandJunction,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Pueblo,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Pueblo,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
