Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtSmooth,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
