Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,DenverAurora,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,GrandJunction,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Pueblo,0,0,0,0,0,0,0,0,0,0,0,0,0
