"SCTG","PctEmpty","N"
1,0.404712182455824,6
2,0.491816169474312,22
3,0.255749620747067,28
4,0.467852372801795,10
5,0.199516035193507,1
6,0.328927362807305,21
7,0.253961269768824,25
8,0.0870394279575988,11
9,0.220797674677544,0
10,0.345868222703136,3
11,0.406653723247503,4
12,0.422406165661132,45
13,0.501442975157411,11
14,0.330631811974,0
15,0.394477968299597,3
16,0.411406611770122,0
17,0.405256894636644,3
18,0.30780628855648,8
19,0.307658966212607,9
20,0.319153846071907,5
21,0.163003296356002,1
22,0.381398011930285,6
23,0.329297413853261,5
24,0.259173648542417,4
25,0.431680667281182,28
26,0.325405164458102,26
27,0.207833893632727,4
28,0.216947168869503,3
29,0.142965266998763,2
30,0.149683959430467,11
31,0.317579499254127,29
32,0.188077253681506,15
33,0.133799952126857,33
34,0.179955719957845,26
35,0.26781412144249,10
36,0.228923306200842,49
37,0.179037995207116,5
38,0.253528170079209,0
39,0.265169340990576,21
40,0.189862245973754,217
41,0.29406019539204,46
43,0.113694079469113,68
99,0.377666020609811,3
