"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,4
2,0.489880297784976,0.510119702215024,12,10
3,0.413843947755706,0.586156052244294,14,9
4,0.329426802845101,0.670573197154899,7,1
5,0.0763722238391646,0.923627776160835,0,0
6,0.143889747914507,0.856110252085493,12,5
7,0.277354519078266,0.722645480921734,7,13
8,0.164766489695134,0.835233510304866,3,7
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,0
11,0.532061763030145,0.467938236969855,3,1
12,0.991540424199386,0.00845957580061356,42,1
13,0.574043705293349,0.425956294706651,9,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,2,1
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,2
18,0.595712731390873,0.404287268609127,5,0
19,0.458896381705954,0.541103618294046,7,1
20,0.153884141884506,0.846115858115494,1,4
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,5,0
23,0.220262195048898,0.779737804951102,1,4
24,0.143309869173441,0.856690130826559,1,2
25,0.275341711808293,0.724658288191707,10,12
26,0.25470702757718,0.74529297242282,8,7
27,0.0664638925860683,0.933536107413932,0,4
28,0.13006920545436,0.86993079454564,0,3
29,0.499509853805331,0.500490146194669,1,1
30,0.122154702334916,0.877845297665084,3,5
31,0.755359218792381,0.244640781207619,22,5
32,0.0891892886792575,0.910810711320742,2,12
33,0.476328120459715,0.523671879540285,19,7
34,0.0259318797306388,0.974068120269361,5,20
35,0.267488635666556,0.732511364333444,3,4
36,0.141858846795323,0.858141153204677,15,25
37,0.0687078468861626,0.931292153113837,1,4
38,0.301345390186715,0.698654609813286,0,0
39,0.279027160332056,0.720972839667944,11,6
40,0.313363120031513,0.686636879968487,94,88
41,0.800884252775117,0.199115747224883,38,5
43,0.00309544789644589,0.996904552103554,2,65
99,0.646446399835973,0.353553600164027,2,0
