"County","Metropolitan","Town","Rural"
"AndersonCounty",0.5769,0.0765,0.3466
"BedfordCounty",0,0.444,0.556
"BentonCounty",0,0.2154,0.7846
"BledsoeCounty",0,0,1
"BlountCounty",0.6737,0,0.3263
"BradleyCounty",0.6703,0,0.3297
"CampbellCounty",0,0.4498,0.5502
"CannonCounty",0,0.1887,0.8113
"CarrollCounty",0,0.1694,0.8306
"CarterCounty",0.5903,0,0.4097
"CheathamCounty",0,0.1704,0.8296
"ChesterCounty",0,0.3476,0.6524
"ClaiborneCounty",0,0.2845,0.7155
"ClayCounty",0,0,1
"CockeCounty",0,0.3247,0.6753
"CoffeeCounty",0,0.5271,0.4729
"CrockettCounty",0,0.3262,0.6738
"CumberlandCounty",0,0.3911,0.6089
"DavidsonCounty",0.9659,0,0.0341
"DecaturCounty",0,0,1
"DeKalbCounty",0,0.2163,0.7837
"DicksonCounty",0,0.3225,0.6775
"DyerCounty",0,0.5714,0.4286
"FayetteCounty",0.0032,0.2063,0.7904
"FentressCounty",0,0,1
"FranklinCounty",0,0.3038,0.6962
"GibsonCounty",0,0.5229,0.4771
"GilesCounty",0,0.2625,0.7375
"GraingerCounty",0,0,1
"GreeneCounty",0,0.3481,0.6519
"GrundyCounty",0,0,1
"HamblenCounty",0.7813,0,0.2187
"HamiltonCounty",0.8998,0,0.1002
"HancockCounty",0,0,1
"HardemanCounty",0,0.1979,0.8021
"HardinCounty",0,0.3207,0.6793
"HawkinsCounty",0.308,0.1134,0.5786
"HaywoodCounty",0,0.5258,0.4742
"HendersonCounty",0,0.2362,0.7638
"HenryCounty",0,0.3315,0.6685
"HickmanCounty",0,0,1
"HoustonCounty",0,0,1
"HumphreysCounty",0,0.1751,0.8249
"JacksonCounty",0,0,1
"JeffersonCounty",0.1979,0.2072,0.5949
"JohnsonCounty",0,0.1479,0.8521
"KnoxCounty",0.8907,1e-04,0.1092
"LakeCounty",0,0,1
"LauderdaleCounty",0,0.4134,0.5866
"LawrenceCounty",0,0.2412,0.7588
"LewisCounty",0,0.2981,0.7019
"LincolnCounty",0,0.2751,0.7249
"LoudonCounty",0.5939,0,0.4061
"McMinnCounty",0.0085,0.3881,0.6034
"McNairyCounty",0,0.1473,0.8527
"MaconCounty",0,0.2043,0.7957
"MadisonCounty",0.7313,0.0105,0.2583
"MarionCounty",0,0.2298,0.7702
"MarshallCounty",0,0.3418,0.6582
"MauryCounty",0,0.5841,0.4159
"MeigsCounty",0,0,1
"MonroeCounty",0,0.2392,0.7608
"MontgomeryCounty",0.8026,0,0.1974
"MooreCounty",0,0.0013,0.9987
"MorganCounty",0.0011,0,0.9989
"ObionCounty",0,0.3842,0.6158
"OvertonCounty",0,0.1578,0.8422
"PerryCounty",0,0,1
"PickettCounty",0,0,1
"PolkCounty",0,0,1
"PutnamCounty",0,0.6502,0.3498
"RheaCounty",0,0.3198,0.6802
"RoaneCounty",0.0561,0.434,0.5099
"RobertsonCounty",0.1989,0.2687,0.5324
"RutherfordCounty",0.8298,0,0.1702
"ScottCounty",0,0.1944,0.8056
"SequatchieCounty",4e-04,0.2616,0.738
"SevierCounty",0.1737,0.2599,0.5665
"ShelbyCounty",0.9609,0.0115,0.0276
"SmithCounty",0,0.1712,0.8288
"StewartCounty",0,0,1
"SullivanCounty",0.7444,0,0.2556
"SumnerCounty",0.6538,0.0673,0.2788
"TiptonCounty",0,0.4487,0.5513
"TrousdaleCounty",0,0,1
"UnicoiCounty",0.0188,0.5345,0.4467
"UnionCounty",0,0,1
"VanBurenCounty",0,0,1
"WarrenCounty",0,0.3862,0.6138
"WashingtonCounty",0.7358,0,0.2642
"WayneCounty",0,0,1
"WeakleyCounty",0,0.3299,0.6701
"WhiteCounty",0,0.2183,0.7817
"WilliamsonCounty",0.6491,0.1571,0.1939
"WilsonCounty",0.3727,0.2426,0.3847
