"FAFZone","AndersonCounty","BedfordCounty","BentonCounty","BledsoeCounty","BlountCounty","BradleyCounty","CampbellCounty","CannonCounty","CarrollCounty","CarterCounty","CheathamCounty","ChesterCounty","ClaiborneCounty","ClayCounty","CockeCounty","CoffeeCounty","CrockettCounty","CumberlandCounty","DavidsonCounty","DecaturCounty","DeKalbCounty","DicksonCounty","DyerCounty","FayetteCounty","FentressCounty","FranklinCounty","GibsonCounty","GilesCounty","GraingerCounty","GreeneCounty","GrundyCounty","HamblenCounty","HamiltonCounty","HancockCounty","HardemanCounty","HardinCounty","HawkinsCounty","HaywoodCounty","HendersonCounty","HenryCounty","HickmanCounty","HoustonCounty","HumphreysCounty","JacksonCounty","JeffersonCounty","JohnsonCounty","KnoxCounty","LakeCounty","LauderdaleCounty","LawrenceCounty","LewisCounty","LincolnCounty","LoudonCounty","McMinnCounty","McNairyCounty","MaconCounty","MadisonCounty","MarionCounty","MarshallCounty","MauryCounty","MeigsCounty","MonroeCounty","MontgomeryCounty","MooreCounty","MorganCounty","ObionCounty","OvertonCounty","PerryCounty","PickettCounty","PolkCounty","PutnamCounty","RheaCounty","RoaneCounty","RobertsonCounty","RutherfordCounty","ScottCounty","SequatchieCounty","SevierCounty","ShelbyCounty","SmithCounty","StewartCounty","SullivanCounty","SumnerCounty","TiptonCounty","TrousdaleCounty","UnicoiCounty","UnionCounty","VanBurenCounty","WarrenCounty","WashingtonCounty","WayneCounty","WeakleyCounty","WhiteCounty","WilliamsonCounty","WilsonCounty"
"11",277.24,171.13,261.75,197.39,268.06,191.88,307.73,217.37,250.18,385.95,231.4,222.98,315.87,280.72,327.45,186.44,262.1,228.59,209.8,221,236.18,223.12,286.66,252.11,260.76,164.63,270.77,142.38,302.49,339.23,179.12,310.13,174.54,346.34,226.51,184.12,350.59,269.07,224.64,285.59,209.42,255.7,243.83,260.87,301.27,414.94,268.63,309.44,293.55,165.7,195.55,141.76,243.3,219.37,202.88,269.84,240.2,154.32,160.81,176.8,213.65,235.84,251.1,157.77,256.75,299.72,259.17,209.24,278.35,210.45,239.14,204.45,241,239.72,207.73,283.26,175.66,300.37,259.98,250.85,271.79,368.63,243.89,285.58,257.06,376.37,293.05,204.5,210.35,363.76,173.41,277.3,221.56,194.56,231.17
"12",515.3,413.7,436.15,445.5,506.1,429.95,545.8,467.3,421.35,604,467,375.7,553.9,525.4,546.3,447.15,414.85,477.65,445.4,401.85,485.6,458.75,439.4,389.8,509.8,403.3,423.5,378,540.5,577.3,427,548.2,412.6,584.4,371.75,373.7,588.65,421.8,395.8,448,445.05,491.3,457.7,505.7,539.3,633,506.65,462.15,459,403,431.15,384.35,481.35,457.4,355.6,505.85,392.9,402.9,396.45,412.4,451.7,473.9,486.7,400.35,494.8,452.45,505.3,424.9,524.5,448.5,485.3,442.5,479.05,475.35,447.45,525.1,423.8,538.4,401.9,495.3,485,606.7,478.3,434.7,494,582.5,531.1,452.6,466.8,599.7,409.3,448.5,467.7,430.2,468.1
"19",335.394545454545,238.496363636364,310.823636363636,265.767272727273,320.947272727273,248.818181818182,365.876363636364,279.690909090909,302.62,434.38,293.038181818182,269.609090909091,374.029090909091,339.721818181818,375.961818181818,250.86,308.741818181818,296.485454545455,271.376363636364,272.723636363636,296.812727272727,283.5,333.3,295.816363636364,329.498181818182,227.749090909091,317.409090909091,204.36,360.638181818182,394.609090909091,244.192727272727,368.281818181818,235.612727272727,404.487272727273,271.998181818182,237.474545454545,408.74,315.698181818182,276.132727272727,332.914545454545,267.967272727273,312.712727272727,296.738181818182,320.836363636364,359.432727272727,463.354545454545,326.776363636364,356.08,340.096363636364,219.629090909091,251.734545454545,208.003636363636,301.454545454545,277.521818181818,249.349090909091,327.654545454545,286.832727272727,224.914545454545,223.134545454545,236.805454545455,272.763636363636,290.321818181818,311.689090909091,224.096363636364,323.187272727273,346.54,323.345454545455,262.245454545455,342.52,263.394545454545,303.312727272727,268.194545454545,303.685454545455,301.294545454545,268.852727272727,351.963636363636,244.029090909091,358.529090909091,302.789090909091,310.569090909091,329.141818181818,426.105454545455,302.867272727273,327.525454545455,315.874545454545,419.536363636364,351.194545454545,269.694545454545,272.808181818181,418.085454545455,228.001818181818,329.74,284.136363636364,255.670909090909,289.981818181818
"20",1214.54137931034,1188.96206896552,1149.14827586207,1224.90344827586,1235.40344827586,1276.36551724138,1201.1275862069,1188.90689655172,1149.24137931034,1273.05862068966,1145.04827586207,1243.71379310345,1204.80344827586,1168.66896551724,1243.55172413793,1197.03103448276,1217.07586206897,1207.79655172414,1154.03448275862,1169.7,1192.61034482759,1145.13793103448,1200.26896551724,1249.76551724138,1185.20689655172,1214.54137931034,1213.24482758621,1202.64137931034,1226.58275862069,1247.15517241379,1221.03103448276,1227.57586206897,1250.24482758621,1223.12068965517,1252.77586206897,1260.94482758621,1237.05517241379,1230.40689655172,1167.30689655172,1133.9275862069,1186.1275862069,1156.41379310345,1163.98275862069,1171.23103448276,1244.37931034483,1292.04137931034,1224.16206896552,1204.78275862069,1213.51724137931,1210.30344827586,1193.61379310345,1212.53103448276,1243.48965517241,1263.17931034483,1258.06551724138,1163.29310344828,1230.28275862069,1224.00344827586,1190,1184.94827586207,1238.78275862069,1253.1275862069,1126.54827586207,1208.9724137931,1200.03793103448,1130.53103448276,1183.18275862069,1178.72413793103,1173.35172413793,1289.96206896552,1193.63793103448,1228.66551724138,1216.49310344828,1138.65862068966,1173.51379310345,1182.24482758621,1232.61379310345,1244.18275862069,1205.89310344828,1178.53448275862,1144.14827586207,1261.71034482759,1164.24482758621,1228.95172413793,1165.65172413793,1271.50344827586,1221.38275862069,1214.93793103448,1207.02413793103,1263.23103448276,1203.21034482759,1131.32413793103,1203.41724137931,1168.11379310345,1174.75862068966
"41",1864,1740.15,1625.45,1804.3,1872.7,1843.95,1881.85,1740.05,1598.55,1986.8,1681.8,1569.5,1911,1780.6,1928.3,1752.45,1562.4,1805.8,1691.875,1608.45,1753.9,1658.05,1560.2,1523.25,1815,1740.6,1580.9,1672.2,1903.35,1940.1,1789.1,1911,1826.6,1947.2,1553,1599.2,1951.45,1543.2,1591.1,1620.4,1649.1,1663.5,1638.25,1771,1902.15,2015.8,1869.5,1578.95,1535.6,1654.5,1644.95,1703.2,1859.35,1871.4,1576.8,1749.35,1564.3,1793.65,1703.35,1680.8,1853.1,1870,1686,1720.65,1828.45,1589,1793.7,1622.2,1812.9,1862.5,1773.7,1837.65,1834.25,1716.85,1716.55,1849.4,1799.05,1901.25,1486.65,1746.35,1650.65,1969.5,1721.8,1511.35,1736.5,1977.25,1893.9,1784.7,1757.9,1964.6,1631.8,1613,1784.3,1686.9,1719.1
"42",1815.1,1691.2,1576.55,1755.4,1823.8,1787.9,1832.95,1691.15,1549.65,1937.9,1632.9,1520.6,1862.1,1731.65,1879.4,1703.55,1513.5,1756.85,1642.95,1559.5,1705,1609.15,1511.25,1474.3,1766.1,1691.65,1531.95,1623.3,1854.4,1891.15,1740.2,1862.05,1770.55,1898.25,1504.1,1550.25,1902.5,1494.25,1542.2,1571.5,1600.2,1614.6,1589.3,1722.1,1853.2,1966.85,1820.55,1530.05,1486.7,1605.6,1596,1654.3,1810.45,1815.4,1527.85,1700.45,1515.35,1744.7,1654.4,1631.9,1804.2,1821.05,1637.1,1671.75,1779.5,1540.05,1744.8,1573.3,1763.95,1806.5,1724.75,1788.7,1785.35,1667.9,1667.65,1800.45,1750.1,1852.3,1437.75,1697.4,1601.7,1920.55,1672.85,1462.4,1687.55,1928.3,1844.95,1735.8,1709,1915.7,1582.85,1564.05,1735.4,1638,1670.15
"49",1788.54545454545,1664.69090909091,1550.00909090909,1728.86363636364,1797.26363636364,1770.43636363636,1806.40909090909,1664.60909090909,1523.10909090909,1911.36363636364,1606.37272727273,1494.04545454545,1835.55454545455,1705.13636363636,1852.86363636364,1677.00909090909,1486.98181818182,1730.35454545455,1616.43636363637,1533,1678.46363636364,1582.60909090909,1484.73636363636,1447.79090909091,1739.55454545455,1665.13636363636,1505.44545454545,1596.77272727273,1827.9,1864.63636363636,1713.64545454545,1835.53636363636,1753.07272727273,1871.73636363636,1477.58181818182,1523.73636363636,1876,1467.73636363636,1515.64545454545,1544.96363636364,1573.66363636364,1588.08181818182,1562.79090909091,1695.58181818182,1826.69090909091,1940.33636363636,1794.00909090909,1503.50909090909,1460.17272727273,1579.08181818182,1569.5,1627.76363636364,1783.90909090909,1797.91818181818,1501.35454545455,1673.90909090909,1488.85454545455,1718.19090909091,1627.89090909091,1605.36363636364,1777.64545454545,1794.53636363636,1610.58181818182,1645.20909090909,1753,1513.50909090909,1718.27272727273,1546.76363636364,1737.44545454545,1788.99090909091,1698.23636363636,1762.19090909091,1758.80909090909,1641.4,1641.10909090909,1773.94545454545,1723.57272727272,1825.79090909091,1411.20909090909,1670.89090909091,1575.19090909091,1894.03636363636,1646.35454545455,1435.9,1661.00909090909,1901.79090909091,1818.44545454545,1709.24545454545,1682.46363636364,1889.16363636364,1556.33636363636,1537.50909090909,1708.86363636364,1611.47272727273,1643.63636363636
"50",565.624666666667,441.683333333333,322.747333333333,505.922666666666,574.344666666667,549.304666666667,583.505333333334,441.592666666667,296.535333333333,688.434,383.59,273.642,612.804666666667,481.744666666667,629.934,453.998,260.484666666667,507.392666666667,393.516,309.983333333333,455.520666666667,359.604666666667,249.298,229.559333333333,516.607333333333,445.979333333333,274.758,377.467333333333,604.972666666667,641.705333333334,488.416666666667,612.611333333333,531.940666666667,648.814,258.604666666667,304.428666666667,653.074,248.315333333333,292.631333333333,316.964666666667,350.659333333333,361.898,339.775333333333,472.380666666667,603.764666666667,717.412666666667,571.098666666667,264.364666666667,237.759333333333,359.947333333333,346.483333333333,408.663333333333,561.005333333334,576.713333333334,282.147333333333,450.536666666667,265.83,493.538,404.876666666667,382.359333333333,553.374,570.546,381.593333333333,426.056666666667,530.044666666667,277.571333333333,495.332666666667,323.758,514.495333333333,567.864,475.286,537.965333333334,535.866,413.366,418.103333333333,551.023333333333,499.997333333333,602.866,193.306,447.938,346.011333333333,671.111333333333,422.962,217.495333333333,437.644666666667,678.866,595.523333333333,486.232666666667,459.458,666.234,336.935333333333,301.284666666667,485.902666666667,388.467333333333,420.683333333333
"61",2173.12,2049.3,1934.62,2113.42,2181.86,2160.2,2191.02,2049.22,1907.72,2295.92,1990.96,1878.62,2220.12,2089.72,2237.42,2061.6,1871.58,2114.92,2001.03,1917.6,2063.04,1967.22,1869.32,1832.4,2124.12,2049.72,1890.02,1981.36,2212.5,2249.22,2098.22,2220.12,2142.82,2256.32,1862.18,1908.32,2260.6,1852.32,1900.22,1929.54,1958.26,1972.68,1947.4,2080.16,2211.26,2324.92,2178.62,1888.12,1844.76,1963.66,1954.1,2012.36,2168.52,2187.66,1885.92,2058.52,1873.42,2102.76,2012.48,1989.94,2162.22,2179.12,1995.18,2029.82,2137.6,1898.12,2102.86,1931.36,2122.02,2178.74,2082.82,2146.8,2143.42,2026.02,2025.72,2158.52,2108.17,2210.4,1795.8,2055.5,1959.8,2278.62,2030.92,1820.5,2045.62,2286.4,2203.02,2093.82,2067.04,2273.74,1940.92,1922.12,2093.42,1996.06,2028.22
"62",2431.04285714286,2314.28571428571,2193.71428571429,2378.45714285714,2439.75714285714,2425.18571428571,2424.45714285714,2314.2,2178.17142857143,2534.24285714286,2247.27142857143,2206.71428571429,2430.07142857143,2315.7,2495.35714285714,2326.6,2177.3,2372.84285714286,2260.97142857143,2236.92857142857,2320.95714285714,2247.9,2157.61428571429,2176.11428571429,2352.65714285714,2353.34285714286,2187.54285714286,2317.17142857143,2463.3,2494.7,2363.21428571429,2464.8,2407.8,2458,2204.25714285714,2244.74285714286,2479.28571428571,2183.82857142857,2219.55714285714,2170.48571428571,2258.35714285714,2204.8,2225.24285714286,2330.77142857143,2469.18571428571,2563.21428571429,2436.5,2164.5,2165.87142857143,2299.41428571429,2273.42857142857,2342.5,2426.4,2435.17142857143,2222.35714285714,2284.5,2192.75714285714,2367.77142857143,2315.88571428571,2300.34285714286,2420.14285714286,2437,2219.02857142857,2344.8,2395.48571428571,2149.6,2360.77142857143,2250.71428571429,2334.57142857143,2443.74285714286,2340.71428571429,2404.68571428571,2401.3,2248.78571428571,2290.7,2394.54285714286,2373.15,2468.27142857143,2135.18571428571,2313.38571428571,2186.08571428571,2516.91428571429,2279.84285714286,2164.08571428571,2294.5,2531.88571428571,2455.38571428571,2358.84285714286,2332.07142857143,2519.24285714286,2276.14285714286,2150.8,2351.35714285714,2282.47142857143,2286.11428571429
