Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Bangor,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Bangor,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Portland,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Portland,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
