Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Bangor,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Portland,0,0,0,0,0,0,0,0,0,0,0,0,0
