"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AndersonCounty",164,654,95,676,322,344,1823,2193,134,279,256,314,8,438,1387,2232,82,1170,395,903
"AndrewsCounty",11,1979,97,883,397,333,419,382,48,197,201,245,0,199,623,261,63,310,212,268
"AngelinaCounty",287,289,152,1500,5188,940,4579,1483,505,788,329,846,813,1885,4072,9121,238,2877,737,1503
"AransasCounty",28,638,3,406,72,63,815,80,74,115,117,221,0,117,577,522,183,1063,276,252
"ArcherCounty",57,349,14,134,120,158,114,43,26,22,28,43,0,50,32,194,4,26,34,69
"ArmstrongCounty",10,4,1,16,0,1,35,8,1,23,4,1,36,1,17,83,9,13,5,42
"AtascosaCounty",325,1232,249,1067,364,578,1562,334,52,177,756,233,1,107,2026,1473,65,1022,273,643
"AustinCounty",129,113,103,966,1579,361,1580,280,59,287,104,230,18,224,1049,645,111,584,158,269
"BaileyCounty",644,8,72,203,240,139,178,20,45,76,0,28,1,15,194,181,9,227,36,83
"BanderaCounty",176,12,79,211,36,22,365,28,33,96,46,128,4,114,404,418,15,480,133,88
"BastropCounty",242,114,209,878,1350,286,2336,205,128,313,120,446,34,196,2743,1572,114,2028,428,724
"BaylorCounty",55,2,17,56,20,39,113,28,8,49,2,16,6,7,124,282,4,89,34,101
"BeeCounty",128,663,59,244,451,207,871,129,97,158,81,247,16,79,1424,979,60,797,304,636
"BellCounty",135,188,409,4546,6836,4306,12161,2661,1530,3835,1355,3600,682,3783,10873,23482,974,9620,2938,3713
"BexarCounty",1296,4161,5943,35757,33535,28448,88865,21781,22457,59282,13882,43839,10911,60177,77119,129252,11987,93155,22399,20853
"BlancoCounty",175,11,29,405,166,62,279,94,33,68,11,104,232,212,402,210,92,282,66,213
"BordenCounty",36,5,1,17,0,0,5,0,0,0,6,15,0,3,75,3,0,0,4,4
"BosqueCounty",415,44,54,260,552,82,258,269,27,136,17,80,39,53,585,631,12,211,72,141
"BowieCounty",107,76,253,1438,1667,2179,7084,1423,495,1437,658,894,546,1949,4596,7809,328,4803,1253,2215
