"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"BrazoriaCounty",436,1469,356,14531,13101,2840,11679,2449,527,3799,1595,4533,591,4385,12051,9298,1413,8933,2819,3408
"BrazosCounty",687,1714,481,4513,5404,2071,8732,694,1362,1569,1650,4168,187,3253,33525,9778,1323,10689,2299,4679
"BrewsterCounty",53,27,32,143,47,71,344,18,104,83,33,40,0,39,719,332,84,752,81,203
"BriscoeCounty",48,2,8,73,8,17,21,0,1,23,1,7,0,2,25,10,117,17,2,36
"BrooksCounty",58,124,1,90,0,6,249,27,1,55,9,42,0,169,342,293,19,207,39,100
"BrownCounty",83,142,108,738,2392,617,1614,167,98,386,115,190,8,525,1679,3321,102,1078,345,831
"BurlesonCounty",142,427,18,253,319,145,698,249,13,134,21,114,1,62,569,216,48,284,146,162
"BurnetCounty",79,82,156,1184,944,482,1841,267,212,320,216,352,8,707,1168,1392,191,1530,299,603
"CaldwellCounty",167,355,75,467,579,162,1464,258,65,243,80,108,1,338,1087,1682,22,767,149,335
"CalhounCounty",77,154,30,2279,3197,49,787,100,34,153,72,388,23,303,663,412,36,673,129,330
"CallahanCounty",21,85,12,200,169,102,332,52,7,64,27,38,0,13,436,252,17,133,80,123
"CameronCounty",634,158,1372,3572,5492,3764,16686,4153,1192,3049,1947,2794,260,8724,19348,34503,1250,12093,2578,6369
"CampCounty",585,21,26,216,164,431,480,48,13,114,17,47,31,220,582,536,16,234,67,205
"CarsonCounty",107,48,13,61,28,36,108,69,6,32,2,34,0,2,126,14,15,44,15,146
"CassCounty",206,57,174,285,1434,147,1025,159,52,237,58,148,43,113,1036,1289,6,500,175,279
"CastroCounty",942,9,3,48,62,120,204,177,5,58,17,99,0,13,156,189,3,86,84,131
"ChambersCounty",66,271,124,886,2620,317,802,630,24,159,760,480,1,480,1050,519,218,760,484,490
"CherokeeCounty",415,113,127,740,2487,658,1491,774,100,390,87,356,55,753,2018,2866,67,946,173,742
"ChildressCounty",67,0,46,91,9,8,266,17,26,79,26,43,0,10,133,196,9,287,56,238
"ClayCounty",93,27,18,92,69,40,166,33,3,20,8,22,0,2,247,156,0,68,46,61
"CochranCounty",103,3,1,1,11,44,69,13,1,14,0,3,0,2,28,84,0,6,13,21
"CokeCounty",9,19,8,62,4,15,77,5,3,23,8,5,0,38,30,129,0,21,12,86
"ColemanCounty",30,14,50,111,96,134,233,114,29,123,24,49,1,45,355,295,5,142,55,320
"CollinCounty",379,953,1722,14960,25714,15105,47184,2373,18333,32650,7637,35118,9954,26904,36243,40087,6364,34376,9190,7996
"CollingsworthCounty",66,4,49,33,15,16,40,9,9,40,1,27,0,15,101,193,20,39,17,61
"ColoradoCounty",232,237,54,495,1418,193,831,257,37,153,41,139,20,309,706,928,103,647,202,191
"ComalCounty",82,499,356,5130,3423,2118,6270,2219,506,795,499,1596,693,1833,4907,5523,1410,5735,1506,753
"ComancheCounty",622,21,64,68,155,200,501,112,91,138,28,84,30,29,470,591,9,224,69,225
"ConchoCounty",38,31,11,10,26,5,56,0,3,22,6,1,0,177,39,192,0,53,9,98
"CookeCounty",94,2732,145,519,3447,852,1757,943,110,431,80,306,3,362,1383,1215,71,1347,476,608
"CoryellCounty",45,2,58,812,377,289,1714,1002,174,421,179,1338,4,1122,4331,1454,66,1876,473,1041
"CottleCounty",46,0,1,11,0,2,40,2,1,17,0,11,0,2,35,52,0,19,12,79
"CraneCounty",1,525,109,17,26,21,102,150,6,18,20,10,0,24,85,162,17,69,12,91
"CrockettCounty",91,252,7,53,3,23,138,91,13,37,7,20,0,8,71,29,7,261,82,32
"CrosbyCounty",274,15,15,27,29,91,188,23,2,48,6,16,3,11,161,150,7,25,20,60
"CulbersonCounty",64,51,4,47,3,9,198,2,0,1,58,56,0,14,24,72,3,157,11,23
"DallamCounty",1118,17,44,271,616,401,231,120,68,68,13,69,0,36,431,47,57,258,105,147
"DallasCounty",880,9427,6734,78422,107243,111784,147357,69499,48155,119524,38815,141177,29312,150889,117962,172599,18394,126913,39659,37781
"DawsonCounty",459,218,31,163,115,142,626,157,31,113,18,67,0,81,435,293,38,295,100,474
"DeafSmithCounty",1284,20,86,367,1415,423,752,355,69,201,58,123,8,17,967,450,28,456,207,214
"DeltaCounty",19,1,8,30,3,16,33,0,5,14,6,26,1,13,193,771,1,12,14,66
"DentonCounty",452,683,1238,11284,13477,12378,27724,7027,2543,8217,3220,12505,2285,14050,27028,28004,3587,23678,5611,6679
"DeWittCounty",41,838,35,505,803,230,649,181,14,311,240,148,18,87,538,904,41,567,188,524
"DickensCounty",47,0,17,8,0,1,44,0,46,16,0,5,0,1,43,23,0,32,8,41
"DimmitCounty",222,1363,25,930,155,110,331,525,12,44,50,55,25,60,468,546,19,481,105,269
"DonleyCounty",55,4,11,18,27,16,108,5,6,24,4,20,0,2,401,116,14,93,32,82
"DuvalCounty",38,701,38,593,14,35,214,131,0,46,20,34,0,81,298,272,2,73,422,411
"EastlandCounty",160,839,37,768,547,112,649,315,29,143,452,161,74,58,839,958,18,430,172,300
"EctorCounty",81,9975,398,7037,5653,5878,7682,2667,474,1340,2358,2124,293,2121,5577,6147,514,6877,2949,1415
"EdwardsCounty",28,3,1,18,5,5,59,2,32,9,0,4,0,2,10,6,0,12,25,63
"EllisCounty",97,92,333,3148,10141,1314,5812,3484,480,838,446,870,199,2131,5438,3613,229,3603,1156,1531
"ElPasoCounty",1024,204,2606,14580,16805,12802,49233,15530,6729,9374,5823,11363,1099,26037,39789,44192,2153,36618,7087,13348
"ErathCounty",780,88,76,884,1536,448,1581,274,115,297,130,531,8,1203,2836,1543,160,1538,514,385
"FallsCounty",73,62,35,196,64,125,406,73,8,74,2,93,1,28,530,413,35,128,55,432
"FanninCounty",104,48,65,241,644,237,853,89,41,309,46,129,2,114,866,1511,78,404,141,456
"FayetteCounty",163,385,139,426,995,576,1307,225,123,397,224,213,103,81,480,1071,134,878,188,431
"FisherCounty",129,16,29,21,101,28,71,18,0,47,5,25,2,18,77,126,1,18,14,81
"FloydCounty",339,2,39,68,62,74,138,40,8,52,3,11,1,155,367,219,4,57,45,89
"FoardCounty",19,2,0,14,18,7,28,36,0,12,2,3,0,3,72,45,1,13,8,39
"FortBendCounty",693,4649,1097,11689,17436,7808,21493,3013,1771,4447,1847,9734,1114,8808,26941,24536,2630,18368,4741,2852
"FranklinCounty",64,19,28,130,82,54,181,1096,8,71,12,41,0,78,399,764,7,182,131,127
"FreestoneCounty",71,640,66,750,420,116,505,119,35,132,34,86,2,109,603,603,37,579,116,515
"FrioCounty",419,1323,107,156,50,202,512,467,36,163,53,79,1,553,703,720,8,468,80,373
"GainesCounty",697,1159,151,473,173,362,385,237,24,158,24,86,0,49,577,386,6,316,122,219
"GalvestonCounty",93,595,597,5973,6819,2244,10617,3264,703,4328,1671,4021,148,4550,21816,10065,2458,13803,2931,2588
"GarzaCounty",78,245,0,225,13,25,127,78,2,23,7,14,1,432,298,56,7,161,29,73
"GillespieCounty",74,146,158,863,922,252,1582,53,106,321,116,336,0,193,903,1722,164,1540,230,168
"GlasscockCounty",152,49,34,21,3,17,23,0,0,8,1,3,0,0,22,4,0,17,30,58
"GoliadCounty",47,62,272,56,9,93,116,52,4,11,8,48,0,19,293,123,11,134,17,54
"GonzalesCounty",834,369,151,246,1148,434,772,350,33,196,29,134,0,119,691,576,37,405,124,206
"GrayCounty",234,1557,45,457,1576,278,1096,223,61,183,131,202,37,210,912,787,65,620,274,402
"GraysonCounty",213,192,288,2494,5276,1102,5351,755,445,2433,444,1189,41,2412,4751,9222,516,4838,942,3261
"GreggCounty",45,6259,453,5979,10116,4587,8840,2388,827,1891,1049,3360,441,4172,6636,11577,532,6445,1844,1920
"GrimesCounty",132,120,338,416,2237,283,650,166,29,104,219,139,10,124,122,252,28,345,109,96
"GuadalupeCounty",257,992,361,2141,6278,1303,3536,875,172,500,434,919,396,882,4436,3324,436,3097,1062,1040
"HaleCounty",879,35,106,538,765,398,1544,1540,63,261,197,200,84,346,1438,1449,53,1090,366,587
"HallCounty",89,0,13,25,32,17,53,0,10,51,0,45,0,1,74,97,2,51,57,90
"HamiltonCounty",203,5,39,184,191,83,281,69,17,37,13,42,0,22,345,530,7,205,36,122
"HansfordCounty",357,314,49,105,41,111,164,57,2,110,6,61,2,4,310,211,1,71,68,81
"HardemanCounty",141,6,1,31,129,45,77,38,7,40,0,2,0,13,230,157,8,85,39,75
"HardinCounty",97,663,63,1605,801,436,2086,128,93,233,54,344,11,180,1704,2023,85,1278,349,357
"HarrisCounty",1408,102187,15655,166178,199625,146703,226635,106298,31772,75010,46724,187934,32313,183746,190713,263715,22468,184717,62084,55941
"HarrisonCounty",54,2795,420,1533,4036,1068,2274,473,130,899,426,701,3,652,1793,1860,63,1553,1028,620
"HartleyCounty",737,17,6,154,10,141,178,41,5,43,13,15,0,21,42,309,3,7,34,253
"HaskellCounty",152,78,6,21,17,6,298,30,8,41,2,45,0,141,201,197,2,105,58,101
"HaysCounty",115,107,299,3800,4000,1836,9774,1419,813,1015,863,2010,303,1761,9187,4597,472,7192,1758,1954
"HemphillCounty",89,626,126,131,40,260,148,206,11,61,57,50,21,7,221,88,23,75,47,70
"HendersonCounty",196,87,337,887,2103,395,2666,141,123,439,214,460,45,590,2232,2415,182,1757,339,643
"HidalgoCounty",4013,3088,1776,8141,7015,8222,36969,7092,2540,6567,2316,4897,538,12054,40215,58357,2514,20875,4015,9006
"HillCounty",158,171,143,1091,1012,348,1652,156,44,210,48,198,1,315,1080,1099,44,730,193,287
"HockleyCounty",367,2236,170,897,285,304,724,1068,53,259,41,131,2,120,1544,730,15,536,1050,357
"HoodCounty",162,3250,152,1118,720,472,2186,218,200,613,274,466,37,471,1566,1562,263,1518,486,346
"HopkinsCounty",215,96,96,595,1519,1193,1658,526,171,439,96,331,29,499,1104,1604,93,972,232,252
"HoustonCounty",58,146,95,172,571,200,620,143,67,132,33,129,0,48,744,622,25,327,141,900
"HowardCounty",132,1013,214,856,1303,323,1351,158,109,238,140,211,3,111,1144,2798,61,1084,309,548
"HudspethCounty",145,0,23,33,24,1,41,2,31,3,3,0,6,129,138,23,1,9,8,401
"HuntCounty",77,35,368,1049,6191,1059,3383,294,145,575,179,998,103,872,4993,4017,167,2129,441,744
"HutchinsonCounty",55,1780,116,1136,979,164,972,178,17,159,91,205,8,90,809,581,167,682,425,300
"IrionCounty",29,416,1,111,9,14,18,19,0,14,1,12,0,1,18,4,4,8,2,48
"JackCounty",22,758,20,216,55,63,110,331,6,67,25,75,0,118,249,135,4,149,33,94
"JacksonCounty",139,407,146,702,1263,210,380,44,77,112,20,112,1,47,491,408,25,248,136,126
"JasperCounty",112,175,178,952,1407,332,1299,210,58,286,76,196,33,194,1444,2032,67,834,168,653
"JeffDavisCounty",307,4,10,24,0,0,34,3,1,31,12,24,0,6,892,110,18,146,23,30
"JeffersonCounty",119,571,1293,13922,16929,4078,13289,4259,1239,2678,1635,5245,1092,5442,10466,17520,896,10123,3666,6200
"JimHoggCounty",74,46,13,23,67,6,193,34,4,41,203,0,0,47,53,137,8,63,18,38
"JimWellsCounty",274,5660,68,636,671,1155,1405,756,60,368,1041,373,249,274,1232,3063,89,1302,382,605
"JohnsonCounty",747,2308,290,3510,5945,1682,5015,2825,352,833,402,1070,100,1602,6146,4382,309,3162,1529,980
"JonesCounty",110,348,97,245,212,292,271,94,14,117,63,55,1,61,575,540,10,173,69,186
"KarnesCounty",43,736,95,135,241,216,388,246,6,127,65,160,26,275,502,406,1,440,108,529
"KaufmanCounty",55,69,239,2233,3799,1161,3828,1451,110,663,152,870,4,903,2844,3804,188,2645,697,707
"KendallCounty",93,116,26,1591,922,563,2263,70,90,581,124,960,59,452,524,1362,314,1156,479,562
"KenedyCounty",43,4,18,0,0,0,0,14,0,0,0,45,0,0,15,1,11,4,13,48
"KentCounty",20,1,0,1,0,1,20,0,0,17,2,3,0,1,26,77,3,1,8,78
"KerrCounty",148,45,117,1083,1010,270,2650,145,229,463,271,661,63,406,1804,3993,224,1988,585,386
"KimbleCounty",39,1,21,92,74,20,215,5,7,48,9,12,0,19,184,169,5,234,42,52
"KingCounty",3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,18
"KinneyCounty",21,4,107,11,3,8,36,2,0,5,42,0,0,3,12,14,5,14,89,33
"KlebergCounty",385,305,74,512,287,155,1204,196,91,233,163,204,40,351,3231,1756,41,1395,308,374
"KnoxCounty",93,138,12,71,10,100,129,25,2,31,4,2,0,1,56,186,16,27,31,56
"LamarCounty",181,20,221,1403,4269,387,2376,370,142,733,145,390,32,557,2267,3187,101,1624,420,544
"LambCounty",769,3,79,129,625,202,410,71,3,161,5,95,114,41,362,395,0,183,72,195
"LampasasCounty",31,27,24,464,614,182,611,35,34,76,47,94,0,92,260,594,5,349,148,208
"LaSalleCounty",156,1746,7,212,3,76,126,26,1,29,17,35,0,150,275,96,4,333,22,250
"LavacaCounty",77,105,6,258,1192,337,731,156,45,174,26,107,3,26,883,1055,16,309,144,636
"LeeCounty",135,670,159,1801,469,258,559,233,27,218,178,195,2,59,461,251,23,332,121,536
"LeonCounty",108,444,47,1128,566,222,569,72,17,163,53,114,0,34,441,166,2,364,145,314
"LibertyCounty",203,734,134,900,1656,480,2661,663,84,307,253,375,21,560,2059,1957,35,1395,360,580
"LimestoneCounty",33,527,230,210,988,171,890,58,44,243,128,66,1,345,632,1620,4,488,140,362
"LipscombCounty",106,161,2,76,335,123,69,9,9,54,7,39,0,3,44,76,0,12,27,84
"LiveOakCounty",56,1369,14,310,269,224,371,170,8,113,78,92,0,42,215,146,8,437,105,243
"LlanoCounty",30,18,64,367,102,287,406,21,21,308,38,103,0,87,399,419,889,440,118,249
"LovingCounty",0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19
"LubbockCounty",895,372,940,6543,4997,7129,17790,3967,3876,5799,2103,4642,1010,6111,26155,25147,1688,16136,4428,4464
"LynnCounty",251,6,98,35,31,37,107,0,48,59,1,12,0,2,222,153,2,20,21,64
"McCullochCounty",62,528,33,110,269,57,453,231,26,79,25,64,2,17,314,292,20,231,87,321
"McLennanCounty",164,258,691,6215,13626,4635,10328,2263,1271,4394,1290,2826,386,7341,13224,15089,955,9612,3047,4587
"McMullenCounty",47,181,0,8,17,26,65,45,0,1,18,3,0,1,7,12,0,20,3,59
"MadisonCounty",775,86,40,465,120,75,716,30,10,180,41,114,1,52,532,337,7,394,101,732
"MarionCounty",12,10,17,32,281,5,185,35,4,32,9,25,1,35,305,388,1,324,31,107
"MartinCounty",173,42,170,219,9,23,141,124,32,39,1,13,0,5,39,147,2,65,21,58
"MasonCounty",67,127,2,26,36,143,130,19,9,45,10,80,0,0,161,137,7,90,23,117
"MatagordaCounty",485,120,1213,239,332,160,1123,159,64,157,148,519,0,473,1245,1340,85,1071,465,320
"MaverickCounty",148,97,120,360,721,314,1968,686,57,279,141,226,0,142,3257,4523,887,1347,162,1513
"MedinaCounty",201,564,149,676,138,330,1032,209,63,211,45,363,1,518,1203,915,57,871,208,422
"MenardCounty",26,12,29,20,12,7,67,4,3,24,0,7,0,2,107,45,2,13,22,51
"MidlandCounty",194,23895,326,5308,4112,5652,8285,3892,939,2096,2322,4785,2564,3270,4992,8600,1075,6418,2543,1794
"MilamCounty",160,255,35,691,297,180,650,61,53,208,44,113,2,474,778,981,17,442,143,228
"MillsCounty",73,7,0,38,83,38,186,7,73,61,7,28,0,19,254,284,7,62,35,155
"MitchellCounty",72,302,38,50,44,66,234,65,12,38,24,22,0,14,294,375,1,113,18,213
"MontagueCounty",60,859,53,262,406,103,624,151,37,129,19,245,5,36,562,723,65,474,149,137
"MontgomeryCounty",226,5886,1023,11112,13088,7268,20042,3205,1473,5262,2768,10726,1090,10141,19734,17585,2643,18234,5609,3927
"MooreCounty",589,554,57,714,573,531,1134,339,52,192,95,131,12,222,1094,548,13,887,213,288
"MorrisCounty",34,21,3,185,1988,318,229,280,23,135,7,92,1,15,487,210,6,120,95,154
"MotleyCounty",21,1,0,9,9,7,45,0,0,3,0,3,0,3,14,14,13,11,9,23
"NacogdochesCounty",391,100,89,1088,3176,810,2515,164,128,607,255,466,38,1140,4010,3560,178,2335,506,551
"NavarroCounty",264,132,151,1126,2629,803,1869,533,135,453,181,266,47,575,2500,2351,85,966,328,461
"NewtonCounty",96,11,13,27,82,27,112,36,2,15,6,40,0,44,50,371,0,23,6,100
"NolanCounty",84,296,97,310,945,101,617,344,36,166,25,119,1,351,782,760,43,615,260,320
"NuecesCounty",443,6309,1371,14837,7676,5664,16285,6314,1671,4404,3127,5989,453,7641,15954,27960,2062,18161,5017,3919
"OchiltreeCounty",365,2349,51,425,73,483,466,171,61,105,34,70,3,54,58,323,55,292,131,191
"OldhamCounty",84,12,2,243,4,18,30,22,0,5,0,6,0,3,173,2,4,46,14,26
"OrangeCounty",25,445,306,1866,4846,692,2858,606,105,597,250,668,79,601,2532,1633,210,2149,502,707
"PaloPintoCounty",53,414,141,364,880,284,1235,133,29,140,98,167,29,239,787,984,158,865,261,176
"PanolaCounty",97,1508,106,2504,957,196,821,652,57,180,91,217,0,408,810,743,9,363,144,479
"ParkerCounty",441,3322,217,2591,3515,1038,4021,2386,322,620,274,1171,110,1174,4207,3186,253,2828,1118,1247
"ParmerCounty",1045,15,14,174,2488,170,208,101,19,76,2,43,22,41,452,311,11,27,92,77
"PecosCounty",164,777,79,275,27,59,610,610,23,202,32,73,61,12,285,319,24,631,95,450
"PolkCounty",152,142,99,532,1315,314,1652,207,164,320,109,247,126,183,907,1177,22,1037,253,1186
"PotterCounty",319,507,650,3768,12729,3533,10643,2625,1124,3404,1380,2471,804,3525,8337,13403,716,8313,2593,3039
"PresidioCounty",385,1,14,77,25,10,218,40,18,82,0,12,0,23,79,80,63,261,22,387
"RainsCounty",30,5,11,208,106,129,348,5,10,52,11,228,0,61,420,110,13,160,44,60
"RandallCounty",286,159,500,2339,1590,2346,6272,1112,475,1595,494,1549,223,1498,3456,3015,373,4188,1199,1249
"ReaganCounty",30,599,18,110,3,90,66,652,1,22,3,22,0,0,76,77,3,103,28,53
"RealCounty",30,6,4,23,28,5,76,4,5,11,5,8,0,18,96,135,11,103,10,52
"RedRiverCounty",83,59,25,111,322,87,299,59,9,58,13,28,0,22,459,490,8,59,25,194
"ReevesCounty",45,344,55,296,16,61,541,201,20,97,52,44,2,38,241,212,25,601,40,523
"RefugioCounty",76,572,6,274,8,69,222,62,1,35,73,57,0,14,302,248,1,302,43,150
"RobertsCounty",16,14,54,4,0,13,42,6,0,0,0,1,0,5,6,0,0,1,0,13
"RobertsonCounty",226,198,124,160,130,329,341,83,15,102,32,77,0,31,694,374,14,392,126,195
"RockwallCounty",17,26,50,1520,1205,873,4259,723,208,634,306,1281,50,1125,2833,4117,416,3575,1015,538
"RunnelsCounty",92,86,16,272,713,48,303,26,5,100,25,31,0,128,397,436,8,90,63,118
"RuskCounty",91,1009,401,1689,1532,322,1197,424,185,502,88,383,99,1009,1325,1683,26,814,317,597
"SabineCounty",37,80,21,84,301,28,255,6,9,58,10,32,0,4,473,413,0,120,50,121
"SanAugustineCounty",48,2,176,84,74,22,199,40,5,24,12,12,0,12,174,386,10,33,19,126
"SanJacintoCounty",8,16,27,116,153,83,246,24,3,49,36,74,0,49,411,122,7,119,47,58
"SanPatricioCounty",298,890,199,5456,1990,218,1896,394,115,306,170,567,36,548,2738,1401,196,1965,388,609
"SanSabaCounty",195,36,8,26,42,130,212,23,25,38,5,39,0,9,118,96,0,86,67,147
"SchleicherCounty",23,166,41,132,10,18,40,44,9,21,12,23,0,3,200,64,2,3,17,60
"ScurryCounty",113,2553,26,552,153,286,705,180,40,129,102,92,0,210,817,333,26,488,259,543
"ShackelfordCounty",26,771,8,50,192,61,110,18,7,29,19,11,1,7,56,78,15,61,18,61
"ShelbyCounty",373,651,32,526,1945,280,946,215,37,312,33,206,21,248,889,696,29,409,147,258
"ShermanCounty",398,3,1,20,26,15,91,22,2,21,1,4,0,2,181,71,1,27,13,39
"SmithCounty",1299,2894,382,3880,5725,4721,12248,3822,2460,2896,1187,3811,645,5241,8883,24588,1034,9179,3057,2593
"SomervellCounty",12,124,799,439,85,113,163,320,7,18,42,343,0,146,399,449,17,382,131,235
"StarrCounty",82,143,106,218,35,123,1381,151,19,251,22,157,1,201,3786,4806,9,621,159,1574
"StephensCounty",55,460,64,301,422,47,363,57,12,136,23,123,0,15,239,284,22,135,86,267
"SterlingCounty",75,72,37,45,1,9,33,15,0,37,16,20,0,6,33,45,0,74,11,21
"StonewallCounty",22,63,1,45,0,12,26,8,0,10,10,2,0,4,22,122,0,23,29,22
"SuttonCounty",86,620,5,156,35,574,128,75,4,39,5,23,0,30,120,97,13,137,35,125
"SwisherCounty",277,8,53,53,95,81,119,59,23,51,0,19,0,11,260,215,18,95,53,295
"TarrantCounty",684,9279,3237,44298,92498,47261,102674,60145,14258,40790,13667,39871,7023,62759,76945,102808,15922,83869,26391,25714
"TaylorCounty",112,1553,473,3764,2343,2614,6527,1258,1158,2647,723,2173,274,2734,5644,12372,805,5949,1735,2513
"TerrellCounty",16,6,4,0,0,0,14,0,0,1,0,2,0,1,10,1,0,2,0,39
"TerryCounty",460,461,27,97,185,224,450,17,22,90,6,84,28,144,507,543,5,298,86,195
"ThrockmortonCounty",35,62,0,27,13,20,9,15,2,9,0,10,0,7,65,41,0,9,7,48
"TitusCounty",57,287,277,488,6127,312,1853,177,84,460,75,163,58,486,1669,2113,50,1060,193,356
"TomGreenCounty",388,1662,398,2295,3092,1909,4848,709,898,1769,619,1468,138,2290,4676,9130,576,4791,1564,1633
"TravisCounty",293,2108,4668,35727,39466,28852,58480,9204,22565,27393,13740,71889,5057,49226,73524,78682,10700,63242,23626,52861
"TrinityCounty",38,3,20,90,177,63,294,27,6,66,27,48,0,18,304,309,139,244,62,144
"TylerCounty",165,60,44,57,142,75,701,108,34,95,34,71,1,95,715,518,31,243,63,161
"UpshurCounty",39,215,153,619,429,167,727,165,440,223,33,221,4,179,1312,735,22,611,74,197
"UptonCounty",32,293,21,167,4,169,45,110,3,15,5,12,0,4,59,161,7,54,20,162
"UvaldeCounty",584,122,87,242,469,394,1119,224,57,219,100,197,69,330,1035,1529,86,855,292,457
"ValVerdeCounty",90,64,100,474,2176,293,1567,539,130,460,151,252,1,644,1331,2743,120,1477,248,1441
"VanZandtCounty",448,147,79,1047,685,382,1399,233,82,233,110,271,4,211,1751,1059,82,1316,282,333
"VictoriaCounty",165,3681,486,2259,2465,1979,4791,1128,422,1125,1113,1181,236,1181,3321,6485,383,3537,1189,1366
"WalkerCounty",165,81,105,751,1077,260,2247,98,163,389,198,901,14,245,4058,2143,175,2117,440,9349
"WallerCounty",146,507,38,1365,3281,1105,1121,424,27,122,182,356,4,382,2688,1121,191,843,199,231
"WardCounty",3,1233,45,337,206,190,327,292,37,78,183,263,4,119,494,309,30,346,92,276
"WashingtonCounty",136,252,92,645,3443,961,1927,382,174,658,135,338,12,353,1630,2760,162,1163,274,312
"WebbCounty",134,1946,472,2225,804,2812,11564,13106,584,2590,994,2223,46,5905,13884,15105,1067,9201,1545,5373
"WhartonCounty",1614,1132,96,749,1729,571,1990,521,104,456,163,239,11,173,1912,1750,146,1026,319,2377
"WheelerCounty",114,451,0,430,6,53,284,88,8,66,19,59,0,33,709,301,10,330,25,113
"WichitaCounty",102,1286,201,2107,5002,1549,6755,1542,1036,1647,700,1444,54,2072,5139,9634,408,5013,1774,2291
"WilbargerCounty",131,146,231,95,816,58,504,97,129,157,49,66,17,23,789,1677,31,440,137,286
"WillacyCounty",388,35,35,41,13,54,396,193,151,48,19,42,0,648,423,399,12,253,73,137
"WilliamsonCounty",194,1183,1449,10391,11818,11437,19620,1428,1615,6624,1638,10656,392,10486,14047,14949,2423,15434,5364,5928
"WilsonCounty",75,308,109,730,316,102,1123,116,65,150,186,246,2,172,1463,1145,95,579,157,226
"WinklerCounty",24,798,3,351,1,100,195,114,8,50,20,16,0,15,249,46,13,90,59,113
"WiseCounty",82,4037,90,1668,2077,926,2289,1527,149,381,254,372,53,735,1711,3567,92,1507,378,444
"WoodCounty",160,172,174,468,1236,219,1320,153,148,285,55,940,1,96,843,1263,94,764,226,420
"YoakumCounty",224,1108,30,411,101,120,213,164,11,41,41,40,0,87,500,227,1,168,99,128
"YoungCounty",68,1212,73,305,1001,184,679,85,95,264,63,200,49,111,788,1170,34,492,156,881
"ZapataCounty",5,1032,61,600,18,18,259,364,19,82,55,26,0,90,116,265,6,130,31,295
"ZavalaCounty",176,182,25,113,46,0,153,7,9,43,23,29,1,89,567,501,2,181,68,156
