"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AlbanyCounty",172,34,624,7631,7774,7452,21659,7041,5701,12465,2974,15800,3679,9601,23986,37449,2387,13244,9065,41404
"AlleganyCounty",159,26,30,264,2538,137,1262,107,100,220,52,280,131,302,4090,1870,157,1324,453,1136
"BronxCounty",24,9,2044,10999,6924,11287,29837,7532,3211,4248,10143,4952,1064,8860,17446,107830,3559,17335,8518,2016
"BroomeCounty",160,35,1062,3309,8041,4319,9901,1538,2108,2045,1280,3226,793,5033,11383,17334,723,8114,3346,5727
"CattaraugusCounty",228,117,28,623,3566,720,3355,393,186,735,256,527,177,655,4365,3908,1390,2325,1087,3343
"CayugaCounty",851,4,99,1038,3782,855,3166,797,202,371,166,896,160,686,2691,3855,244,2089,981,2716
"ChautauquaCounty",523,158,204,1408,9342,1020,6064,1110,677,775,413,997,350,2124,5438,7702,646,4543,1870,3396
"ChemungCounty",40,331,133,1353,4647,1371,4501,1034,371,1077,339,782,225,1735,3837,6578,311,3021,1221,2845
"ChenangoCounty",89,3,28,467,5143,254,1807,327,166,1304,94,333,152,680,2177,2208,82,736,476,1117
"ClintonCounty",629,23,99,1001,3429,1012,4008,1366,408,327,356,490,59,1218,3922,5428,159,2914,877,3024
"ColumbiaCounty",825,28,21,946,1626,955,2533,661,233,505,177,608,384,429,2605,3907,241,1429,644,2312
"CortlandCounty",173,16,17,484,2571,297,2462,218,127,319,136,764,118,823,2423,2888,328,2328,820,1153
"DelawareCounty",119,128,61,486,3134,308,1362,119,388,344,86,190,32,267,2842,2074,107,1077,623,1547
"DutchessCounty",666,205,659,4923,10025,2193,13250,2517,1815,2269,1478,4039,1021,4335,16398,20331,1918,8410,3749,8304
"ErieCounty",759,292,1608,15606,43954,21019,55246,16350,8767,26490,6878,26033,15885,25824,51574,72596,7548,44264,20382,22420
"EssexCounty",112,110,23,544,1000,257,1328,160,175,195,116,326,148,152,1838,2152,1042,2081,435,1999
"FranklinCounty",246,12,38,381,403,232,1588,258,201,198,127,414,66,308,2426,3067,924,885,450,3876
"FultonCounty",14,27,68,494,1412,464,2431,1621,157,235,164,306,259,411,2193,3957,109,1209,835,873
"GeneseeCounty",843,43,55,942,2917,1276,2512,423,239,356,167,376,103,744,3045,3399,663,1882,861,1627
"GreeneCounty",69,2,26,464,862,644,1782,480,239,346,105,324,54,256,1549,1208,797,1160,447,2449
"HamiltonCounty",15,1,2,83,9,15,183,33,14,55,10,12,2,19,190,113,71,217,24,331
"HerkimerCounty",87,40,38,582,2820,905,1999,369,114,279,154,224,200,336,2588,2363,142,1383,530,1387
"JeffersonCounty",469,40,124,1587,2404,1012,5676,1076,536,690,564,890,253,1365,5054,6118,293,3609,1432,3145
"KingsCounty",30,29,4663,26136,21268,26918,72695,71396,11363,16006,16616,21601,3024,25392,203384,190262,7404,40522,26610,21888
"LewisCounty",335,6,104,207,1181,88,599,152,38,63,33,128,1,72,983,1112,29,468,178,549
"LivingstonCounty",570,267,10,947,2127,554,2373,331,234,373,130,336,58,509,2974,1964,129,2159,751,2491
"MadisonCounty",313,17,18,735,2884,539,2838,352,209,440,178,640,240,295,5063,3017,246,1960,729,670
"MonroeCounty",427,90,1121,12633,43127,14793,39596,8786,6218,12692,5692,25520,12131,24671,56575,57746,4745,28345,14854,13361
"MontgomeryCounty",168,58,6,459,3717,459,2329,1332,226,314,68,258,174,246,1581,4762,27,846,492,1093
"NassauCounty",172,17,4160,26922,17698,28273,80689,16386,15077,31356,10228,38619,7080,30402,69609,128567,12574,44683,29334,24033
"NewYorkCounty",118,29,6474,39243,26116,81054,166713,19924,172084,286339,93009,328008,63692,156581,118722,253408,75501,214260,98680,159395
"NiagaraCounty",593,1,599,2943,9262,1837,10643,2444,618,1347,673,2258,1318,3083,6792,10984,3669,6775,2400,3887
"OneidaCounty",220,154,436,2148,8591,2587,11004,4180,1625,6709,582,3630,639,3373,12336,22646,1038,11209,2949,7560
"OnondagaCounty",568,141,2459,9461,18786,14029,27707,10470,4546,11247,3283,14947,2746,12701,32963,40594,3440,19959,8707,10670
"OntarioCounty",617,67,34,2598,6393,1878,8306,1096,691,1284,352,1373,614,1469,6435,8042,922,4872,1755,2359
"OrangeCounty",895,61,541,4635,8172,7974,22560,6477,2441,2814,1389,5354,1073,6721,14304,21710,1883,9446,5295,6978
"OrleansCounty",807,43,19,301,2307,135,1011,264,107,588,48,152,2,362,1639,1371,87,737,282,1748
"OswegoCounty",181,53,1652,1182,3106,638,4095,523,186,690,182,943,59,868,6533,4667,210,3575,1090,2252
"OtsegoCounty",140,32,147,400,985,484,2849,224,257,929,248,623,108,325,4545,6094,706,2335,644,1586
"PutnamCounty",32,0,80,2301,1490,1076,2588,583,500,669,158,1271,69,1065,4021,4655,657,1793,1388,733
"QueensCounty",49,14,3140,44296,21474,24113,64545,64261,10574,18280,14671,15302,3014,31222,17212,133040,5930,43731,24268,5952
"RensselaerCounty",155,97,552,2667,3181,1088,5585,1289,1144,1625,507,2463,355,853,8627,9518,417,4193,1712,4144
"RichmondCounty",1,0,844,7571,1223,2001,14274,4455,1892,2006,1197,3729,683,4088,3929,26760,1170,7956,4786,831
"RocklandCounty",41,174,1186,6022,8629,4886,13798,2924,3056,2153,1749,5795,985,6103,13323,22057,1506,7316,4634,4764
"StLawrenceCounty",488,43,327,1040,2877,492,3743,613,323,561,229,582,601,680,6210,6791,144,2734,1018,2465
"SaratogaCounty",416,142,187,4484,7266,4295,10048,1793,903,4542,1302,4690,833,2770,9797,9060,2458,8069,2832,4198
"SchenectadyCounty",8,223,92,1959,5869,1296,7072,2197,1489,1718,576,6776,1516,1662,7240,12341,866,4092,1708,4201
"SchoharieCounty",141,18,139,381,298,214,1177,834,113,250,25,186,14,64,1589,1366,93,865,156,827
"SchuylerCounty",154,6,5,267,589,85,646,54,14,55,19,134,35,44,638,811,87,551,130,474
"SenecaCounty",142,7,139,204,2448,345,2183,367,37,169,122,251,147,285,932,991,88,891,234,1894
"SteubenCounty",414,67,169,545,5355,463,3561,905,325,1009,218,3914,1238,2369,4952,6109,455,2349,1268,2466
"SuffolkCounty",2527,175,1327,40487,55178,40127,76238,19618,12537,21584,7050,42861,9728,38741,75907,87990,9764,44722,24166,26649
"SullivanCounty",323,113,80,651,1463,495,2755,1183,202,522,403,471,370,648,3115,5820,532,1518,903,2638
"TiogaCounty",133,57,16,478,3451,510,1257,845,104,219,47,462,130,471,1710,1165,451,850,288,841
"TompkinsCounty",457,360,221,888,3476,547,3968,746,541,1089,516,2416,240,815,17783,6184,395,4020,1667,2346
"UlsterCounty",805,85,189,2220,3391,1709,7911,1738,1251,1325,829,1645,479,2484,8503,9462,695,6773,2108,4487
"WarrenCounty",77,116,231,1204,3243,769,4669,381,874,1297,302,1318,469,3122,2713,6849,989,4103,1476,1866
"WashingtonCounty",446,74,3,799,2911,375,1522,225,84,188,47,197,29,490,2688,1565,219,708,347,2218
"WayneCounty",1260,72,483,1193,5937,740,2969,382,374,2611,210,616,200,945,5065,2106,138,1650,692,3675
"WestchesterCounty",356,8,3247,23900,12949,14807,48794,11020,10271,17493,9706,27338,9672,21209,48405,68080,9769,27269,21402,20465
"WyomingCounty",929,11,17,335,1998,306,1547,512,110,201,118,296,182,1725,1167,1436,186,703,554,2430
"YatesCounty",247,2,1,307,1008,86,654,197,50,103,85,128,31,90,1343,1019,35,524,292,393
