"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AtlanticCounty",619,16,1170,4583,2015,3091,14355,2389,1055,2189,1466,4257,921,4986,12891,17507,1881,41307,4082,7343
"BergenCounty",214,43,1318,15780,32661,39501,56325,13176,10338,15810,7905,39310,17296,24668,37757,73609,8256,30774,13798,14383
"BurlingtonCounty",499,10,972,7783,15325,12467,24578,7159,3500,13961,3690,13549,3340,15073,17044,28550,2196,13434,6261,6986
"CamdenCounty",74,18,604,7701,13842,8180,24242,8415,3328,5251,2735,13323,3408,18898,22463,41024,2956,14770,6453,8438
"CapeMayCounty",224,45,269,2200,648,362,4904,452,206,929,737,1080,242,1106,3395,5224,1006,4873,1235,3338
"CumberlandCounty",2346,129,309,2336,8647,3068,6651,1896,404,934,397,1204,1004,1564,6661,10801,445,3035,1347,2763
"EssexCounty",30,15,1202,8810,17360,15284,29831,25536,6385,19827,6510,24021,7058,20299,49223,55174,4174,21987,12550,19578
"GloucesterCounty",1007,90,389,5782,7378,8494,17409,2990,967,2003,991,3909,433,5363,14719,11435,1423,8572,3289,4224
"HudsonCounty",49,88,1140,4883,8893,13213,25648,23310,8377,32651,4436,16912,2809,17392,23531,27220,2562,16050,5605,13278
"HunterdonCounty",552,59,122,2968,2756,2287,6268,527,958,2752,347,4667,1106,1650,5207,6824,1289,3319,1890,2455
"MercerCounty",182,13,850,6261,9349,7261,18915,4265,4502,14169,2245,24467,4618,12022,31474,38269,2903,11538,6993,35662
"MiddlesexCounty",173,57,1043,13328,30529,32868,43780,24842,10678,14986,5759,41671,8556,39655,43906,46496,3816,23578,13141,12868
"MonmouthCounty",766,46,1729,12570,9051,9095,37110,5051,6396,9989,3344,19485,2906,11050,26431,40050,7651,22459,10022,10917
"MorrisCounty",295,44,765,11096,24377,18475,29188,8681,5885,16810,5042,32829,8271,25196,22734,34397,4522,18427,9923,7551
"OceanCounty",146,127,1859,8739,4630,3837,25005,3330,1272,3409,2640,7611,552,6762,18514,32784,4894,12885,5540,7543
"PassaicCounty",148,119,1049,7339,18029,9070,26237,5460,2559,5015,2151,8157,4511,12012,22638,25166,1285,10287,6130,7974
"SalemCounty",448,0,1782,1207,2584,552,1819,1612,68,489,176,804,8,962,2563,2941,180,1274,472,1267
"SomersetCounty",118,413,347,5299,15194,12539,20163,3643,7436,11061,2361,19921,11558,14807,13890,23951,2623,10718,5393,4714
"SussexCounty",73,75,185,1853,2096,1127,5710,785,352,773,283,1812,1299,1490,6071,6091,1156,3280,1445,1771
"UnionCounty",36,13,1624,9526,20791,15940,29203,15679,5005,7512,2888,14508,3144,20477,23658,31880,2162,13414,10054,9922
"WarrenCounty",252,38,191,1192,3166,978,5147,1248,220,473,146,1258,1154,939,4342,5725,429,2319,1147,1547
