"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"BarnstableCounty",201,65,370,5558,2038,1806,12007,1544,1591,2004,1185,4423,315,3370,6647,17093,2400,11041,3523,4411
"BerkshireCounty",182,49,136,2782,4336,1151,7324,812,875,2051,386,2566,252,1834,8085,12260,1701,6453,2083,2084
"BristolCounty",1320,21,1130,10090,25312,11933,32136,7185,3474,4616,1747,6754,3728,11119,19642,43317,2763,19911,7396,7428
"DukesCounty",58,11,52,769,103,107,948,170,202,220,98,246,12,407,762,772,222,689,377,519
"EssexCounty",566,36,1205,12883,42867,11340,36910,4076,6668,9165,3404,18040,5591,15663,31912,62503,5363,26101,11559,11237
"FranklinCounty",445,13,139,1053,3642,660,2668,777,462,422,146,672,630,663,4496,3993,446,1971,698,1510
"HampdenCounty",168,58,1760,7307,19349,6688,22907,6254,2796,9292,2161,6182,2355,7722,22051,49350,3307,15255,6759,7281
"HampshireCounty",328,27,149,2378,2465,2027,6949,1017,827,1204,613,2211,625,1324,18950,10118,1091,6067,1927,2619
"MiddlesexCounty",1815,195,2069,35024,76840,38313,79906,18358,42612,26977,9675,122430,24959,50089,94807,116721,10984,58136,27655,23569
"NantucketCounty",48,0,18,767,80,58,656,189,82,68,126,203,27,456,346,566,261,644,241,192
"NorfolkCounty",255,87,582,18549,22793,18276,43478,6336,11122,24884,5903,23964,10915,18229,30627,53164,7352,27175,12434,10683
"PlymouthCounty",452,98,1381,10841,11158,8412,25571,4120,2371,5804,1509,7919,3638,7450,19790,31955,3562,17650,7700,7915
"SuffolkCounty",40,17,2102,12124,8875,10424,35803,25160,15297,67601,13026,73301,8557,33413,65064,133495,10716,60335,24076,44170
"WorcesterCounty",483,231,2443,14243,34759,13433,37608,9926,4906,13225,2392,16437,5163,13952,42782,68654,4574,24458,10041,12115
