"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",40,25,0,17,40,39,165,14,24,30,0,36,0,9,85,337,2,51,29,53
"BarnesCounty",79,5,55,355,615,294,507,125,67,160,26,177,0,102,651,846,65,385,161,222
"BensonCounty",23,1,0,76,182,97,35,23,12,67,35,15,0,0,530,107,364,64,2,329
"BillingsCounty",4,105,0,52,0,2,43,98,0,0,9,12,0,11,39,0,102,42,14,73
"BottineauCounty",67,412,62,104,144,163,256,102,9,105,10,72,5,63,334,211,35,206,24,168
"BowmanCounty",51,119,8,152,38,251,212,52,20,70,1,38,6,4,156,291,24,131,43,77
"BurkeCounty",0,85,25,62,0,58,64,154,5,37,5,15,10,12,96,23,8,47,19,164
"BurleighCounty",49,130,233,4195,1154,2410,7628,1379,812,2558,588,3499,1768,2502,4356,12311,813,5152,2177,4952
"CassCounty",285,37,171,7053,9840,8663,13927,4290,3393,7930,1653,5655,3426,6308,7507,16762,1804,10495,3842,2564
"CavalierCounty",19,2,33,123,15,179,166,118,78,107,2,17,0,0,129,216,7,81,60,100
"DickeyCounty",137,0,5,68,233,246,264,32,73,49,3,33,0,10,165,356,6,138,45,126
"DivideCounty",1,245,2,77,18,85,85,173,18,20,6,20,0,35,95,135,3,77,22,82
"DunnCounty",15,1062,5,499,126,71,169,375,1,19,49,110,0,35,163,95,24,152,43,163
"EddyCounty",20,14,0,23,49,63,64,7,16,29,3,20,0,0,116,196,20,31,24,40
"EmmonsCounty",58,3,24,51,4,87,102,17,36,52,3,17,0,4,173,196,10,54,18,67
"FosterCounty",24,2,36,69,310,138,233,30,37,56,11,32,0,20,100,254,33,140,18,113
"GoldenValleyCounty",27,13,4,17,2,115,78,73,6,30,0,14,0,0,101,133,3,19,35,79
"GrandForksCounty",319,197,292,2168,2222,1499,6884,1139,426,976,378,1595,167,1158,5345,7662,736,4316,1139,1217
"GrantCounty",16,1,0,22,53,47,35,13,4,32,0,9,0,13,76,175,0,34,13,119
"GriggsCounty",35,0,8,19,143,84,88,28,25,21,3,36,0,71,107,137,34,68,13,69
"HettingerCounty",14,0,30,32,25,79,52,19,6,41,0,40,0,7,104,108,4,39,19,72
"KidderCounty",117,3,2,11,7,40,56,0,62,48,1,27,0,2,101,68,7,7,16,59
"LaMoureCounty",77,3,35,39,69,278,73,25,36,104,5,8,15,2,261,130,18,75,50,92
"LoganCounty",18,0,0,27,9,137,34,13,4,28,2,11,0,0,80,140,2,43,21,50
"McHenryCounty",82,2,87,53,76,214,73,24,5,47,7,51,1,11,207,148,12,38,17,133
"McIntoshCounty",48,0,0,23,71,148,106,18,11,38,10,16,0,7,114,325,10,32,24,60
"McKenzieCounty",24,1942,45,2349,14,493,476,2140,8,106,174,301,1,104,292,289,361,637,294,212
"McLeanCounty",42,445,267,194,63,282,263,117,64,115,17,34,12,24,462,419,40,235,72,178
"MercerCounty",17,609,1104,703,27,101,432,107,130,127,18,55,0,48,305,463,51,255,62,201
"MortonCounty",88,67,138,963,874,582,1094,334,151,480,63,890,81,182,885,1602,261,932,415,548
"MountrailCounty",7,1659,28,1021,146,373,638,1562,156,93,73,240,24,87,379,240,16,337,101,1107
"NelsonCounty",57,0,6,20,34,106,84,19,5,68,5,13,1,12,135,225,0,84,55,84
"OliverCounty",13,193,133,122,31,20,0,120,0,9,0,27,0,0,54,27,25,5,3,35
"PembinaCounty",291,2,28,186,589,267,375,194,14,136,2,28,1,103,314,329,28,150,90,342
"PierceCounty",2,0,23,66,139,234,248,35,23,90,1,60,1,30,125,343,9,121,69,83
"RamseyCounty",56,15,51,257,222,254,928,63,139,296,46,95,79,155,806,838,66,727,122,340
"RansomCounty",59,4,2,53,291,156,224,9,9,73,8,53,0,39,211,506,8,140,62,95
"RenvilleCounty",41,136,0,41,50,126,46,5,2,29,8,15,0,24,149,89,3,26,14,59
"RichlandCounty",216,15,42,525,2007,433,809,198,61,126,62,197,24,140,1109,646,509,466,165,250
"RoletteCounty",11,54,0,120,184,83,459,10,59,90,78,14,0,57,692,647,448,140,22,1059
"SargentCounty",106,16,15,112,1542,135,109,51,10,44,2,23,0,7,176,75,18,54,54,75
"SheridanCounty",2,0,0,4,8,26,6,12,2,30,3,10,0,0,57,21,4,12,4,39
"SiouxCounty",12,0,0,21,11,14,68,0,4,0,37,5,0,4,421,97,334,41,80,418
"SlopeCounty",8,83,0,4,0,3,3,101,0,1,0,1,0,6,26,0,0,5,9,18
"StarkCounty",42,4900,124,1734,1342,1541,2074,2241,294,460,472,702,55,405,1115,1856,333,1662,676,597
"SteeleCounty",28,0,5,90,105,46,55,6,5,54,1,11,0,8,59,7,4,21,7,53
"StutsmanCounty",170,4,55,367,1133,673,1209,418,147,417,63,360,69,147,1435,2280,110,954,470,753
"TownerCounty",86,0,26,20,64,76,58,13,6,39,6,21,0,1,74,142,10,28,11,54
"TraillCounty",241,6,19,133,139,270,253,229,22,149,6,49,0,14,594,431,24,185,88,123
"WalshCounty",566,12,25,166,525,391,416,211,115,164,10,98,0,63,962,784,57,209,95,169
"WardCounty",40,1989,142,2391,659,1887,5422,2144,562,1538,618,1232,98,1234,2800,5022,420,3939,1282,926
"WellsCounty",28,13,4,50,15,222,159,14,22,77,8,29,0,9,180,403,14,104,41,87
"WilliamsCounty",133,14501,219,4464,534,2943,2342,3571,168,448,1511,1223,8,838,1242,1492,238,2318,660,604
