"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",41,481,73,467,503,341,1555,512,137,389,123,284,25,404,718,1589,640,1379,297,634
"AlcornCounty",43,0,145,460,2509,610,2234,348,122,325,206,237,31,1697,844,2260,59,1122,230,686
"AmiteCounty",149,7,15,35,283,28,201,161,12,21,4,99,0,9,161,173,12,28,32,159
"AttalaCounty",43,14,60,291,669,101,801,73,92,107,33,68,68,148,463,788,18,400,92,226
"BentonCounty",17,0,0,18,160,6,95,37,5,25,3,29,1,32,189,101,0,6,26,108
"BolivarCounty",435,2,24,312,1600,429,1988,395,99,261,104,184,77,406,2078,1892,42,1035,185,635
"CalhounCounty",318,0,43,61,1012,119,446,137,22,61,17,56,2,21,387,447,1,76,60,141
"CarrollCounty",64,2,1,139,25,29,98,36,7,28,7,29,2,19,210,109,1,11,8,179
"ChickasawCounty",123,1,46,125,2576,103,748,145,9,114,32,69,0,36,503,413,0,259,74,309
"ChoctawCounty",124,272,84,46,253,2,175,15,39,22,1,33,0,33,453,258,0,39,27,81
"ClaiborneCounty",35,2,771,59,100,24,147,31,12,54,1,162,0,68,696,752,20,143,25,173
"ClarkeCounty",98,220,27,113,463,28,313,69,32,45,4,69,16,37,448,417,10,181,36,262
"ClayCounty",158,9,72,197,559,262,875,370,46,120,45,110,186,86,105,751,154,475,134,302
"CoahomaCounty",486,0,138,184,655,422,1019,55,52,318,125,188,2,157,1314,2057,62,1138,171,423
"CopiahCounty",217,87,26,167,1664,68,920,528,60,118,76,92,24,203,1144,905,15,501,103,361
"CovingtonCounty",267,28,17,813,1444,99,483,343,32,109,36,47,0,38,466,835,15,359,102,302
"DeSotoCounty",112,35,184,2010,4218,3760,8772,6391,362,998,467,1015,61,4856,4037,5048,1023,7185,992,2250
"ForrestCounty",96,97,423,1394,3015,1344,4034,1564,264,1160,453,868,458,2324,2793,7756,504,3593,708,1613
"FranklinCounty",129,9,14,81,111,18,142,136,139,55,5,30,44,12,338,180,0,7,26,121
"GeorgeCounty",118,2,125,345,366,183,908,72,43,140,29,161,7,56,786,747,5,370,142,291
"GreeneCounty",166,11,16,96,109,21,144,13,17,27,9,31,0,17,319,285,2,85,57,569
"GrenadaCounty",60,2,25,142,2622,230,1272,175,72,256,76,181,17,1534,783,850,57,928,147,196
"HancockCounty",7,19,230,682,880,103,1393,180,97,212,149,1288,22,1102,1018,999,725,1679,167,1026
"HarrisonCounty",8,24,968,3856,3948,1611,11553,2048,1255,2300,1343,2860,936,5446,5403,12747,3034,18645,1815,3320
"HindsCounty",363,189,1044,5337,3919,3990,12212,3675,2354,5427,1902,5679,2655,7405,16804,28297,1191,9409,3182,15231
"HolmesCounty",134,0,22,75,479,33,393,28,24,58,36,70,11,119,884,470,8,101,197,321
"HumphreysCounty",234,0,9,72,522,57,242,23,28,128,24,12,63,21,309,999,2,80,35,176
"IssaquenaCounty",49,0,0,0,0,0,0,10,0,6,5,0,0,2,0,29,0,1,1,3
"ItawambaCounty",73,14,67,596,2008,142,631,270,41,115,26,48,0,45,771,607,12,480,58,157
"JacksonCounty",48,97,482,6882,13483,545,4542,832,771,1111,412,1918,421,2953,2843,5922,369,4151,1028,1573
"JasperCounty",119,107,29,148,1454,65,345,100,149,114,42,93,18,23,513,422,2,115,63,260
"JeffersonCounty",12,0,91,19,13,2,162,3,5,23,6,5,0,34,224,398,2,45,15,187
"JeffersonDavisCounty",33,5,31,242,30,19,233,13,13,28,5,22,1,19,330,363,3,80,26,36
"JonesCounty",257,2109,324,1498,7783,888,2832,895,265,548,469,610,393,704,2714,4622,152,1994,538,871
"KemperCounty",66,110,140,2822,291,25,151,23,5,41,8,17,0,131,487,293,0,118,7,197
"LafayetteCounty",76,6,135,480,1755,252,2567,144,269,452,321,995,50,734,4499,3711,112,3139,350,811
"LamarCounty",103,101,196,669,254,549,4695,312,261,676,266,741,98,1119,4158,3458,169,3194,426,594
"LauderdaleCounty",121,12,276,1237,2920,1393,5354,671,468,1009,414,833,563,2399,3215,7309,132,3839,767,1127
"LawrenceCounty",81,5,44,178,673,18,269,28,16,57,9,26,8,38,336,337,0,96,39,165
"LeakeCounty",197,12,102,187,90,95,767,43,29,128,13,64,0,335,554,703,15,472,41,232
"LeeCounty",75,1,254,1743,10687,1816,7405,1339,1425,1518,514,1351,1040,5776,2880,9371,425,4407,1169,1546
"LefloreCounty",626,6,182,537,2241,651,1698,236,176,289,163,370,138,234,1648,3565,140,1117,356,761
"LincolnCounty",282,148,39,661,1013,921,1782,1208,151,381,54,283,8,208,1242,1552,43,906,366,432
"LowndesCounty",100,41,355,1806,3794,811,3609,1464,311,546,496,503,48,1092,2904,3179,248,2361,790,788
"MadisonCounty",91,187,144,2066,7743,1729,7454,1436,2169,3236,754,3657,1569,4154,2382,4718,513,5211,1411,1541
"MarionCounty",108,286,42,829,534,200,1244,426,93,367,79,223,227,202,801,1286,21,515,145,584
"MarshallCounty",45,9,64,473,631,149,862,721,35,320,44,76,3,336,947,779,20,300,169,371
"MonroeCounty",28,49,63,1063,2797,200,1167,243,71,237,55,110,17,140,858,1496,29,596,112,474
"MontgomeryCounty",65,1,30,81,240,54,427,45,24,92,15,43,38,19,309,796,4,236,65,152
"NeshobaCounty",470,8,48,559,669,366,1607,167,77,235,59,115,120,93,1756,1103,291,1458,220,2109
"NewtonCounty",350,6,37,828,1150,38,691,110,44,87,44,56,57,137,1016,989,31,520,150,254
"NoxubeeCounty",124,0,17,75,710,90,299,120,8,68,5,24,15,24,251,316,8,142,38,155
"OktibbehaCounty",31,1,69,370,1454,377,2035,141,209,245,269,563,134,886,6543,2546,249,2705,280,850
"PanolaCounty",91,18,136,901,1726,472,1636,395,100,360,53,536,21,478,1176,1290,51,917,80,576
"PearlRiverCounty",25,80,77,337,561,327,1952,124,110,321,101,328,7,292,1734,1600,52,1132,204,297
"PerryCounty",59,67,9,62,569,13,215,50,18,47,5,16,15,12,317,332,0,74,31,179
"PikeCounty",286,57,126,654,2890,413,2334,553,178,402,218,218,186,312,1266,2468,75,1486,296,642
"PontotocCounty",38,0,78,282,6827,168,1127,516,41,234,37,241,2,320,869,779,26,573,123,967
