"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"PrentissCounty",65,0,84,300,1592,74,845,614,79,180,73,202,43,335,1196,832,13,520,95,253
"QuitmanCounty",89,17,17,5,20,16,101,24,4,76,12,17,0,72,221,313,1,34,31,95
"RankinCounty",269,692,248,3773,4265,4447,10510,4481,550,2627,902,1667,997,3896,4894,8793,399,6112,1330,2564
"ScottCounty",800,10,38,663,5130,169,1276,543,41,237,32,97,4,263,788,925,9,642,149,367
"SharkeyCounty",193,0,6,22,0,54,176,30,6,37,22,21,7,16,241,272,2,43,57,176
"SimpsonCounty",61,22,46,171,245,98,1038,68,42,253,54,115,4,286,133,2405,13,612,171,353
"SmithCounty",28,0,173,86,327,48,220,102,4,63,6,144,0,14,389,237,0,58,29,146
"StoneCounty",212,7,27,175,553,48,584,143,31,107,16,87,4,66,819,539,36,417,31,254
"SunflowerCounty",526,0,26,167,316,319,810,980,46,205,54,111,118,113,907,1480,55,458,296,1576
"TallahatchieCounty",190,0,13,22,66,39,240,120,13,55,33,58,1,1065,367,508,18,88,152,306
"TateCounty",101,8,15,77,595,94,831,147,219,140,38,113,23,140,1476,751,28,575,103,312
"TippahCounty",101,53,44,193,2231,146,691,152,60,137,52,99,13,273,871,672,7,305,62,264
"TishomingoCounty",67,0,71,227,1996,221,551,112,35,155,26,105,1,105,619,588,88,304,95,260
"TunicaCounty",433,1,8,104,342,88,415,26,22,83,67,116,3,631,520,269,60,7417,29,386
"UnionCounty",40,1,87,278,3283,222,1183,1568,73,221,55,110,68,179,794,1216,15,633,127,401
"WalthallCounty",44,31,22,155,422,92,294,140,33,63,27,30,3,31,459,390,4,169,86,155
"WarrenCounty",145,18,37,722,2239,396,2450,747,170,374,265,796,30,830,1412,2550,551,3637,383,859
"WashingtonCounty",521,19,35,402,1348,709,2600,706,263,400,237,540,123,762,1849,2931,303,1963,641,1080
"WayneCounty",199,208,36,398,569,168,848,134,48,114,33,103,143,82,780,709,7,445,68,233
"WebsterCounty",80,0,19,41,246,19,206,39,7,45,5,84,0,65,306,508,7,148,58,151
"WilkinsonCounty",68,0,16,51,141,53,239,40,7,42,13,24,0,196,303,327,3,65,27,155
"WinstonCounty",128,2,48,217,1005,236,784,122,46,87,25,95,102,109,651,786,5,480,91,191
"YalobushaCounty",18,4,19,94,1025,29,337,120,20,79,22,44,2,181,285,122,6,55,28,182
"YazooCounty",202,164,138,442,403,277,689,65,43,289,65,90,0,152,839,982,37,332,118,280
