,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.381695114773396
0-0-0-0-0-2,0,0,0,0,0,0.460396872109644
0-0-0-0-1-0,0,0,0,0,0.146038479018331,0
0-0-0-0-1-1,0,0,0,0,0.112179972731404,0.0622635163541579
0-0-0-0-1-2,0,0,0,0,0.00265111346765642,0.00298494912974018
0-0-0-0-2-0,0,0,0,0,0.454249356158158,0
0-0-0-0-2-1,0,0,0,0,0.00454476594455386,0.00126124611115782
0-0-0-0-2-2,0,0,0,0,0.00030298439630359,0.000168166148154377
0-0-0-1-0-0,0,0,0,0.105259020517255,0,0
0-0-0-1-0-1,0,0,0,0.0117915258234416,0,0.0252249222231565
0-0-0-1-0-2,0,0,0,0.00524722899143149,0,0.0225342638526865
0-0-0-1-1-0,0,0,0,0.0297736027041899,0.114755340099985,0
0-0-0-1-1-1,0,0,0,0.00233865262164924,0.00901378579003181,0.0050029429075927
0-0-0-1-1-2,0,0,0,7.8610172156277e-05,0.00030298439630359,0.000336332296308753
0-0-0-1-2-0,0,0,0,0.00220108482037576,0.0169671261930011,0
0-0-0-1-2-1,0,0,0,7.8610172156277e-05,0.000605968792607181,0.000168166148154377
0-0-0-2-0-0,0,0,0,0.186148887666064,0,0
0-0-0-2-0-1,0,0,0,0.00406807640908734,0,0.00420415370385941
0-0-0-2-0-2,0,0,0,0.00143463564185206,0,0.00298494912974018
0-0-0-2-1-0,0,0,0,0.00227969499253203,0.00416603544917437,0
0-0-0-2-1-1,0,0,0,0.000334093231664177,0.000605968792607181,0.000336332296308753
0-0-0-2-2-0,0,0,0,0.000117915258234416,0.000454476594455386,0
0-0-1-0-0-0,0,0,0.167373743244029,0,0,0
0-0-1-0-0-1,0,0,0.00267333062125879,0,0,0.00193391070377533
0-0-1-0-0-2,0,0,0.0021502876736212,0,0,0.00315311527789456
0-0-1-0-1-0,0,0,0.00383564828267566,0,0.00499924253900924,0
0-0-1-0-1-1,0,0,0.00127854942755855,0,0.00166641417966975,0.000924913814849071
0-0-1-0-1-2,0,0,0.000116231766141687,0,0.000151492198151795,0.000168166148154377
0-0-1-0-2-0,0,0,0.00836868716220143,0,0.0218148765338585,0
0-0-1-0-2-1,0,0,0.000116231766141687,0,0.00030298439630359,8.40830740771883e-05
0-0-1-1-0-0,0,0,0.0473644447027373,0.0160168225768414,0,0
0-0-1-1-0-1,0,0,0.00139478119370024,0.000471661032937662,0,0.00100899688892626
0-0-1-1-0-2,0,0,0.000232463532283373,7.8610172156277e-05,0,0.000336332296308753
0-0-1-1-1-0,0,0,0.0090079618759807,0.00304614417105573,0.0117406453567641,0
0-0-1-1-1-1,0,0,0.000697390596850119,0.000235830516468831,0.000908953188910771,0.00050449844446313
0-0-1-1-2-0,0,0,0.000871738246062649,0.000294788145586039,0.00227238297227693,0
0-0-1-2-0-0,0,0,0.0367873539838438,0.0250176872887352,0,0
0-0-1-2-0-1,0,0,0.000755506479920962,0.000550271205093939,0,0.000546539981501724
0-0-1-2-0-2,0,0,0.000116231766141687,7.8610172156277e-05,0,0.000168166148154377
0-0-1-2-1-0,0,0,0.000464927064566746,0.000334093231664177,0.000605968792607181,0
0-0-1-2-1-1,0,0,0.00017434764921253,0.000137567801273485,0.000227238297227693,0.000126124611115782
0-0-1-2-2-0,0,0,5.81158830708433e-05,3.93050860781385e-05,0.000151492198151795,0
0-0-2-0-0-0,0,0,0.229034695182193,0,0,0
0-0-2-0-0-1,0,0,0.000639274713779276,0,0,0.000210207685192971
0-0-2-0-0-2,0,0,0.000116231766141687,0,0,8.40830740771883e-05
0-0-2-0-1-0,0,0,0.000639274713779276,0,0.000378730495379488,0
0-0-2-0-1-1,0,0,0.000406811181495903,0,0.000227238297227693,0.000126124611115782
0-0-2-0-2-0,0,0,0.0021502876736212,0,0.00257536736858052,0
0-0-2-1-0-0,0,0,0.00970535247283083,0.00147394072793019,0,0
0-0-2-1-0-1,0,0,0.000523042947637589,7.8610172156277e-05,0,0.000168166148154377
0-0-2-1-1-0,0,0,0.00191782414133783,0.000314440688625108,0.00121193758521436,0
0-0-2-2-0-0,0,0,0.011506944848027,0.00381259334957944,0,0
0-0-2-2-0-1,0,0,0.000290579415354216,9.82627151953463e-05,0,8.40830740771883e-05
0-0-2-2-0-2,0,0,0.000523042947637589,0.000176872887351623,0,0.000294290759270159
0-0-2-2-1-0,0,0,0.00034869529842506,0.000117915258234416,0.000227238297227693,0
0-1-0-0-0-0,0,0.109309947736735,0,0,0,0
0-1-0-0-0-1,0,0.0010629816635663,0,0,0,0.00050449844446313
0-1-0-0-0-2,0,0.00186021791124103,0,0,0,0.00176574455562095
0-1-0-0-1-0,0,0.00274603596421295,0,0,0.00234812907135283,0
0-1-0-0-1-1,0,0.00159447249534946,0,0,0.00136342978336616,0.000756747666694694
0-1-0-0-1-2,0,8.8581805297192e-05,0,0,7.57460990758976e-05,8.40830740771883e-05
0-1-0-0-2-0,0,0.00469483568075117,0,0,0.00802908650204514,0
0-1-0-0-2-1,0,8.8581805297192e-05,0,0,0.000151492198151795,4.20415370385941e-05
0-1-0-1-0-0,0,0.0411905394631943,0,0.0091384325131672,0,0
0-1-0-1-0-1,0,0.00239170874302418,0,0.00053061866205487,0,0.00113512150004204
0-1-0-1-0-2,0,0.00088581805297192,0,0.000196525430390693,0,0.000840830740771883
0-1-0-1-1-0,0,0.0139959252369563,0,0.00310510180017294,0.0119678836539918,0
0-1-0-1-1-1,0,0.00044290902648596,0,9.82627151953463e-05,0.000378730495379488,0.000210207685192971
0-1-0-1-2-0,0,0.000531490831783152,0,0.000117915258234416,0.000908953188910771,0
0-1-0-2-0-0,0,0.134998671272921,0,0.0602153918717082,0,0
0-1-0-2-0-1,0,0.0011515634688635,0,0.00053061866205487,0,0.000546539981501724
0-1-0-2-0-2,0,0.000354327221188768,0,0.000157220344312554,0,0.000336332296308753
0-1-0-2-1-0,0,0.000354327221188768,0,0.000176872887351623,0.00030298439630359,0
0-1-0-2-1-2,0,8.8581805297192e-05,0,3.93050860781385e-05,7.57460990758976e-05,8.40830740771883e-05
0-1-0-2-2-0,0,0.000177163610594384,0,7.8610172156277e-05,0.00030298439630359,0
0-1-1-0-0-0,0,0.0146159978740367,0.00958912070668914,0,0,0
