"SCTG","PctEmpty","N"
1,0.282722659900122,12
2,0.445849269406281,204
3,0.263337555702027,25
4,0.468264035310167,32
5,0.144381250579314,20
6,0.207755228768538,7
7,0.273876691539348,32
8,0.209453973305391,3
9,0.220797674677544,0
10,0.345868222703136,4
11,0.406653723247503,5
12,0.411172574421609,51
13,0.382289317879428,7
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,2
18,0.30780628855648,4
19,0.307658966212607,9
20,0.319153846071907,3
21,0.163003296356002,0
22,0.499859353250036,25
23,0.304271450043541,10
24,0.259173648542417,6
25,0.430737531709114,3
26,0.295386305844635,11
27,0.207833893632727,1
28,0.216947168869503,5
29,0.142965266998763,1
30,0.150707615637309,1
31,0.43839983930891,34
32,0.217604044021483,6
33,0.180914769312975,30
34,0.289364811878142,23
35,0.159588441529491,1
36,0.182620704853705,35
37,0.179037995207116,3
38,0.253528170079209,0
39,0.198651658784435,5
40,0.240177561080142,155
41,0.285351580254037,36
43,0.219689019646554,10
99,0.377666020609811,8
