"County","Metropolitan","Town","Rural"
"AdairCounty",0,0,1
"AdamsCounty",0,0,1
"AllamakeeCounty",0,0.2604,0.7396
"AppanooseCounty",0,0.4175,0.5825
"AudubonCounty",0,0,1
"BentonCounty",0,0.1934,0.8066
"BlackHawkCounty",0.8652,0,0.1348
"BooneCounty",0.0073,0.4863,0.5063
"BremerCounty",0,0.3551,0.6449
"BuchananCounty",0,0.3146,0.6854
"BuenaVistaCounty",0,0.5609,0.4391
"ButlerCounty",0,0,1
"CalhounCounty",0,0,1
"CarrollCounty",0,0.4796,0.5204
"CassCounty",0,0.4637,0.5363
"CedarCounty",0,0.1658,0.8342
"CerroGordoCounty",0,0.7941,0.2059
"CherokeeCounty",0,0.3862,0.6138
"ChickasawCounty",0,0.2647,0.7353
"ClarkeCounty",0,0.519,0.481
"ClayCounty",0,0.6571,0.3429
"ClaytonCounty",0,0.034,0.966
"ClintonCounty",0,0.6777,0.3223
"CrawfordCounty",0,0.482,0.518
"DallasCounty",0.5309,0.1633,0.3059
"DavisCounty",0,0,1
"DecaturCounty",0,0,1
"DelawareCounty",0,0.2853,0.7147
"DesMoinesCounty",0,0.7326,0.2674
"DickinsonCounty",0,0.6495,0.3505
"DubuqueCounty",0.6916,0.0383,0.2702
"EmmetCounty",0,0.601,0.399
"FayetteCounty",0,0.2942,0.7058
"FloydCounty",0,0.4727,0.5273
"FranklinCounty",0,0.3976,0.6024
"FremontCounty",0,0,1
"GreeneCounty",0,0.4184,0.5816
"GrundyCounty",0,0,1
"GuthrieCounty",0,0,1
"HamiltonCounty",0,0.4952,0.5048
"HancockCounty",0,0.2998,0.7002
"HardinCounty",0,0.2892,0.7108
"HarrisonCounty",0,0.1888,0.8112
"HenryCounty",0,0.4287,0.5713
"HowardCounty",0,0.3701,0.6299
"HumboldtCounty",0,0.5342,0.4658
"IdaCounty",0,0,1
"IowaCounty",0,0.1782,0.8218
"JacksonCounty",0,0.4673,0.5327
"JasperCounty",0,0.4249,0.5751
"JeffersonCounty",0,0.6127,0.3873
"JohnsonCounty",0.8146,0,0.1854
"JonesCounty",0,0.4204,0.5796
"KeokukCounty",0,0,1
"KossuthCounty",0,0.3436,0.6564
"LeeCounty",0,0.5938,0.4062
"LinnCounty",0.842,0.0306,0.1275
"LouisaCounty",0,0,1
"LucasCounty",0,0.4375,0.5625
"LyonCounty",0,0,1
"MadisonCounty",0,0.3216,0.6784
"MahaskaCounty",0,0.5605,0.4395
"MarionCounty",0,0.5131,0.4869
"MarshallCounty",0,0.6607,0.3393
"MillsCounty",0,0.4043,0.5957
"MitchellCounty",0,0.328,0.672
"MononaCounty",0,0.288,0.712
"MonroeCounty",0,0.4483,0.5517
"MontgomeryCounty",0,0.5211,0.4789
"MuscatineCounty",0,0.7445,0.2555
"OBrienCounty",0,0.3373,0.6627
"OsceolaCounty",0,0.4163,0.5837
"PageCounty",0,0.6665,0.3335
"PaloAltoCounty",0,0.3851,0.6149
"PlymouthCounty",9e-04,0.3697,0.6294
"PocahontasCounty",0,0,1
"PolkCounty",0.943,0.0079,0.0491
"PottawattamieCounty",0.7358,0,0.2642
"PoweshiekCounty",0,0.4801,0.5199
"RinggoldCounty",0,0,1
"SacCounty",0,0,1
"ScottCounty",0.8649,0,0.1351
"ShelbyCounty",0,0.4055,0.5945
"SiouxCounty",0,0.4918,0.5082
"StoryCounty",0.6728,0.1578,0.1694
"TamaCounty",0,0.276,0.724
"TaylorCounty",0,0,1
"UnionCounty",0,0.6077,0.3923
"VanBurenCounty",0,0,1
"WapelloCounty",0,0.6953,0.3047
"WarrenCounty",0.1917,0.3888,0.4196
"WashingtonCounty",0,0.3054,0.6946
"WayneCounty",0,0,1
"WebsterCounty",0,0.6609,0.3391
"WinnebagoCounty",0,0.3388,0.6612
"WinneshiekCounty",0,0.4102,0.5898
"WoodburyCounty",0.8254,0,0.1746
"WorthCounty",0,0,1
"WrightCounty",0,0.432,0.568
