"SCTG","Payload","N"
1,15.8176528825359,18
2,10.4365592144035,24
3,8.61517994342645,25
4,9.29861721014522,16
5,14.5798107293027,12
6,5.69767937900227,10
7,10.6156327404063,35
8,12.0306373510098,11
9,12.5303662811142,2
10,12.7559630168912,5
11,14.1419019704799,10
12,15.9424324469147,51
13,14.57148120894,7
14,19.7343283246373,1
15,21.9759244651015,0
16,14.0428921341034,1
17,24.3515448152176,3
18,11.7399553387464,5
19,9.3205966594687,8
20,14.6935220971178,1
21,5.12434471305138,1
22,6.71408005512799,13
23,12.2174191704086,5
24,9.66549316294252,8
25,18.4607843730677,31
26,13.8694490421206,32
27,16.5382555630002,1
28,13.1552492378572,4
29,5.51350467372506,3
30,21.4343034756377,20
31,14.6544306588215,36
32,12.2402812906222,6
33,4.0061849404239,46
34,10.3568312174832,35
35,6.91185118160956,4
36,5.27531828695532,19
37,17.1134794135312,4
38,4.51852664992441,4
39,7.62575817312956,25
40,6.86035719346702,224
41,7.57614498735053,49
43,17.0604809475076,35
99,10.8934974922361,6
