"County","Metropolitan","Town","Rural"
"AlamanceCounty",0.7144,0,0.2856
"AlexanderCounty",0.1274,0.1448,0.7278
"AlleghanyCounty",0,0,1
"AnsonCounty",0,0.2149,0.7851
"AsheCounty",0,0.1514,0.8486
"AveryCounty",0,0.1122,0.8878
"BeaufortCounty",0,0.344,0.656
"BertieCounty",0,0.1676,0.8324
"BladenCounty",0,0.0877,0.9123
"BrunswickCounty",0.3715,0.1989,0.4296
"BuncombeCounty",0.7592,0,0.2408
"BurkeCounty",0.5735,0,0.4265
"CabarrusCounty",0.8064,0.0011,0.1925
"CaldwellCounty",0.6557,0,0.3443
"CamdenCounty",0,0.0045,0.9955
"CarteretCounty",0,0.674,0.326
"CaswellCounty",0,0.0081,0.9919
"CatawbaCounty",0.655,0.0421,0.303
"ChathamCounty",0.1026,0.2382,0.6592
"CherokeeCounty",0,0,1
"ChowanCounty",0,0.3238,0.6762
"ClayCounty",0,0,1
"ClevelandCounty",0.1139,0.3282,0.5579
"ColumbusCounty",0,0.1941,0.8059
"CravenCounty",0.4879,0.235,0.2771
"CumberlandCounty",0.8663,0,0.1337
"CurrituckCounty",0,0.0169,0.9831
"DareCounty",0,0.7104,0.2896
"DavidsonCounty",0.5262,0,0.4738
"DavieCounty",0.1712,0.1259,0.7029
"DuplinCounty",0,0.1354,0.8646
"DurhamCounty",0.9437,0,0.0563
"EdgecombeCounty",0.3068,0.2402,0.4531
"ForsythCounty",0.9265,0,0.0735
"FranklinCounty",0.0797,0.0672,0.8532
"GastonCounty",0.7712,0.0324,0.1965
"GatesCounty",0,0,1
"GrahamCounty",0,0,1
"GranvilleCounty",0.0161,0.4364,0.5475
"GreeneCounty",0,0,1
"GuilfordCounty",0.8731,0,0.1269
"HalifaxCounty",0,0.4529,0.5471
"HarnettCounty",0.1072,0.3336,0.5592
"HaywoodCounty",0.4456,0,0.5544
"HendersonCounty",0.6673,0,0.3327
"HertfordCounty",0,0.3136,0.6864
"HokeCounty",0.5685,0,0.4315
"HydeCounty",0,0,1
"IredellCounty",0.6209,0,0.3791
"JacksonCounty",0,0.2691,0.7309
"JohnstonCounty",0.2218,0.2579,0.5204
"JonesCounty",0,0,1
"LeeCounty",0,0.5724,0.4276
"LenoirCounty",0,0.5499,0.4501
"LincolnCounty",0.138,0.3165,0.5455
"McDowellCounty",0,0.297,0.703
"MaconCounty",0,0.1999,0.8001
"MadisonCounty",0.0938,0,0.9062
"MartinCounty",0,0.2188,0.7812
"MecklenburgCounty",0.9893,0,0.0107
"MitchellCounty",0,0.1736,0.8264
"MontgomeryCounty",0,0.2316,0.7684
"MooreCounty",0,0.4934,0.5066
"NashCounty",0.5244,0,0.4756
"NewHanoverCounty",0.9779,0,0.0221
"NorthamptonCounty",0,0.1063,0.8937
"OnslowCounty",0.593,0.1435,0.2635
"OrangeCounty",0.7147,0,0.2853
"PamlicoCounty",0,0,1
"PasquotankCounty",0,0.5868,0.4132
"PenderCounty",0.041,0.2714,0.6876
"PerquimansCounty",0,0,1
"PersonCounty",0,0.2448,0.7552
"PittCounty",0.7006,0.0451,0.2544
"PolkCounty",0,0.0773,0.9227
"RandolphCounty",0.1501,0.2874,0.5624
"RichmondCounty",0,0.5447,0.4553
"RobesonCounty",0.0038,0.3701,0.6261
"RockinghamCounty",0,0.3806,0.6194
"RowanCounty",0.6118,0,0.3882
"RutherfordCounty",0,0.3896,0.6104
"SampsonCounty",0,0.1504,0.8496
"ScotlandCounty",0,0.5161,0.4839
"StanlyCounty",0,0.3229,0.6771
"StokesCounty",0.243,0,0.757
"SurryCounty",0,0.3119,0.6881
"SwainCounty",0,0,1
"TransylvaniaCounty",0.0071,0.3965,0.5964
"TyrrellCounty",0,0,1
"UnionCounty",0.7271,0,0.2729
"VanceCounty",0,0.4592,0.5408
"WakeCounty",0.9247,0.0142,0.061
"WarrenCounty",0,0,1
"WashingtonCounty",0,0.3224,0.6776
"WataugaCounty",0,0.4456,0.5544
"WayneCounty",0.4979,0.0381,0.464
"WilkesCounty",0,0.2721,0.7279
"WilsonCounty",0.0079,0.6055,0.3866
"YadkinCounty",0,0.1532,0.8468
"YanceyCounty",0,0,1
