"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.140617845825365,0.859382154174635,3,15
2,0.638490742826597,0.361509257173403,18,6
3,0.375296181572248,0.624703818427752,14,11
4,0.411045518795267,0.588954481204734,7,9
5,0.152783921523668,0.847216078476332,3,9
6,0.127651364874755,0.872348635125244,6,4
7,0.315666250778473,0.684333749221527,14,21
8,0.0139935346910018,0.986006465308998,1,10
9,0.134342821827482,0.865657178172518,0,2
10,0.511086890555729,0.488913109444271,3,2
11,0.486858857880501,0.513141142119499,6,4
12,0.687326899402163,0.312673100597837,36,15
13,0.574043705293349,0.425956294706651,3,4
14,0.296984478905375,0.703015521094625,1,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,1,0
17,0.0512840369554983,0.948715963044502,0,3
18,0.595712731390873,0.404287268609127,5,0
19,0.458896381705954,0.541103618294046,7,1
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,1,0
22,0.712174482295329,0.287825517704671,11,2
23,0.220262195048898,0.779737804951102,2,3
24,0.143309869173441,0.856690130826559,1,7
25,0.0869015192983348,0.913098480701665,6,25
26,0.355779163738592,0.644220836261408,15,17
27,0.0664638925860683,0.933536107413932,0,1
28,0.13006920545436,0.86993079454564,1,3
29,0.499509853805331,0.500490146194669,3,0
30,0.0782537553092387,0.921746244690761,2,18
31,0.678688368471768,0.321311631528232,26,10
32,0.111509729259209,0.888490270740792,2,4
33,0.453135485153833,0.546864514846167,30,16
34,0.202293596737185,0.797706403262815,13,22
35,0.267488635666556,0.732511364333444,3,1
36,0.657587590356085,0.342412409643915,15,4
37,0.0687078468861626,0.931292153113837,1,3
38,0.301345390186715,0.698654609813286,1,3
39,0.195578165330914,0.804421834669086,8,17
40,0.474624857753838,0.525375142246162,140,84
41,0.682398190507467,0.317601809492533,42,7
43,0.0171987373149121,0.982801262685088,2,33
99,0.646446399835973,0.353553600164027,4,2
