"FAFZone","AlamanceCounty","AlexanderCounty","AlleghanyCounty","AnsonCounty","AsheCounty","AveryCounty","BeaufortCounty","BertieCounty","BladenCounty","BrunswickCounty","BuncombeCounty","BurkeCounty","CabarrusCounty","CaldwellCounty","CamdenCounty","CarteretCounty","CaswellCounty","CatawbaCounty","ChathamCounty","CherokeeCounty","ChowanCounty","ClayCounty","ClevelandCounty","ColumbusCounty","CravenCounty","CumberlandCounty","CurrituckCounty","DareCounty","DavidsonCounty","DavieCounty","DuplinCounty","DurhamCounty","EdgecombeCounty","ForsythCounty","FranklinCounty","GastonCounty","GatesCounty","GrahamCounty","GranvilleCounty","GreeneCounty","GuilfordCounty","HalifaxCounty","HarnettCounty","HaywoodCounty","HendersonCounty","HertfordCounty","HokeCounty","HydeCounty","IredellCounty","JacksonCounty","JohnstonCounty","JonesCounty","LeeCounty","LenoirCounty","LincolnCounty","McDowellCounty","MaconCounty","MadisonCounty","MartinCounty","MecklenburgCounty","MitchellCounty","MontgomeryCounty","MooreCounty","NashCounty","NewHanoverCounty","NorthamptonCounty","OnslowCounty","OrangeCounty","PamlicoCounty","PasquotankCounty","PenderCounty","PerquimansCounty","PersonCounty","PittCounty","PolkCounty","RandolphCounty","RichmondCounty","RobesonCounty","RockinghamCounty","RowanCounty","RutherfordCounty","SampsonCounty","ScotlandCounty","StanlyCounty","StokesCounty","SurryCounty","SwainCounty","TransylvaniaCounty","TyrrellCounty","UnionCounty","VanceCounty","WakeCounty","WarrenCounty","WashingtonCounty","WataugaCounty","WayneCounty","WilkesCounty","WilsonCounty","YadkinCounty","YanceyCounty"
"63",2496.2,2414.7,2418.5,2443.4,2389.3,2355.6,2638.9,2647.2,2522.8,2556.5,2327.6,2384.3,2406.4,2398.9,2695.6,2656.8,2519.6,2398,2488.7,2239.9,2662.7,2252.9,2354.9,2524.5,2652.2,2527,2707,2723.2,2445.9,2441.4,2580.9,2526.85,2589.7,2463.3,2566.5,2367.3,2672.3,2267.3,2554.7,2613.3,2474.6,2603.5,2524.3,2304.2,2328,2655.7,2505.3,2695.8,2414.9,2297,2547.9,2642.7,2504.9,2605.7,2381,2360.3,2274.4,2301.2,2620.5,2389.25,2345.5,2450.9,2485.5,2572.7,2568.85,2624.9,2612.6,2516.9,2673.1,2687.2,2583.6,2672.3,2540.2,2606.9,2336.9,2459.4,2469.2,2495.4,2506.4,2420.7,2353,2554.4,2489.9,2429.1,2487.6,2449.5,2284.2,2313.8,2686.5,2416.4,2564.8,2523.9,2584,2654.2,2369.1,2583,2407.3,2571.1,2453.6,2329.4
"64",2779.9,2687.18333333333,2671.78333333333,2761.63333333333,2642.51666666667,2616.96666666667,2945.06666666667,2944.95,2854.93333333333,2888.59166666667,2592.325,2648.95833333333,2724.61666666667,2663.59166666667,2985.95833333333,2978.24166666667,2796.375,2670.09166666667,2799.13333333333,2518.70833333333,2960.48333333333,2531.75,2664.73333333333,2856.6,2944.35833333333,2844.46666666667,2992.11666666666,3019.54166666667,2734.6,2715.31666666667,2912.93333333333,2810.52916666667,2887.525,2732.03333333333,2850.225,2685.43333333333,2953.35,2531.93333333333,2838.425,2903.45,2753.63333333333,2893.5,2843.74166666667,2568.91666666667,2605.65833333333,2936.43333333333,2823.44166666667,3001.99166666667,2695.775,2594.25,2860.125,2934.93333333333,2815.29166666667,2909.93333333333,2683.25,2624.95833333333,2564.75833333333,2565.85833333333,2918.3,2707.37916666666,2610.21666666667,2769.05833333333,2807.61666666667,2870.5,2900.94583333334,2903.14166666667,2959.125,2800.55833333333,2965.325,2981.40833333333,2941.85833333333,2972.53333333333,2816.94166666667,2913.125,2622.49166666667,2763.85,2787.35833333333,2829.05,2767.50833333333,2721.3,2636.89166666667,2900.15833333333,2808.11666666667,2747.23333333333,2749.26666666667,2707.225,2555.975,2619.11666666667,2984.29166666667,2734.59166666667,2848.48333333333,2831.18333333333,2867.7,2951.98333333333,2630.55833333333,2887.2,2668.66666666667,2877.325,2701.89166666667,2594.075
"65",2640.3,2544.2,2540.2,2618.65,2511,2477.25,2805.5,2805.35,2712.9,2746.6,2449.35,2506,2581.65,2520.6,2853.85,2838.65,2663.7,2527.1,2659.55,2375.75,2820.85,2388.8,2521.75,2714.6,2804.75,2702.05,2865.2,2881.35,2591.6,2572.3,2773.35,2670.925,2747.9,2593.2,2710.65,2542.45,2816.4,2388.95,2698.8,2763.85,2614.05,2753.9,2704.15,2425.9,2462.65,2799.8,2680.45,2862.4,2552.8,2451.25,2720.5,2795.35,2675.7,2770.35,2540.25,2482,2421.8,2422.85,2778.7,2564.4,2467.2,2626.05,2664.65,2730.9,2758.95,2769,2819.5,2660.95,2825.7,2845.4,2802.25,2830.5,2684.25,2773.5,2479.5,2620.05,2644.35,2685.5,2630.6,2578.3,2493.9,2760.55,2665.15,2604.25,2613.25,2571.2,2413,2476.1,2844.7,2591.6,2708.85,2691.6,2728.1,2812.35,2490.85,2747.6,2528.95,2737.7,2557.15,2451.1
"69",2728.9370967742,2643.94838709678,2610.35483870968,2716.94516129032,2581.08709677419,2565.96129032258,2893.4,2893.55483870968,2814.89032258065,2854.86129032258,2548.80322580645,2605.43225806451,2679.93870967742,2620.04032258064,2925.18870967742,2926.08387096774,2736.25806451613,2626.86612903226,2747.33225806452,2479.2064516129,2909.06774193549,2492.23548387097,2620.31612903226,2818.97741935484,2893.13548387097,2796.68709677419,2930.20967741936,2966.25806451613,2690.84193548387,2672.04677419354,2860.44193548387,2759.58387096774,2836.14193548387,2680.5064516129,2799.29677419355,2640.74516129032,2898.86935483871,2488.40967741935,2787.47580645161,2852.3,2702.85161290323,2842.34193548387,2791.64838709677,2525.38870967742,2562.27741935484,2881.53548387097,2778.74838709678,2950.30645161291,2652.27419354839,2550.23225806452,2808.26129032258,2883.72258064516,2763.46774193548,2858.33870967742,2639.07096774194,2581.43225806451,2524.87258064516,2522.33225806452,2866.89032258065,2662.69354838709,2566.67096774193,2724.36451612903,2762.81290322581,2819.09032258065,2863.32419354838,2844.94838709678,2906.15483870968,2749.61612903226,2914.10806451613,2923.82903225807,2888.5064516129,2924.32903225807,2756.83225806452,2861.45483870968,2578.83870967742,2718.13548387097,2742.66774193548,2785.16451612903,2713.61935483871,2677.16129032258,2593.29677419355,2847.21290322581,2763.43870967742,2702.54516129032,2694.19677419355,2651.69677419355,2512.76774193548,2574.83709677419,2932.87419354839,2689.87903225807,2797.52580645161,2779.46451612903,2816.73387096775,2900.56774193549,2579.55483870968,2835.57258064517,2617.66129032258,2825.65645161291,2659.07096774194,2550.53225806452
"81",1637.11666666667,1559,1504.84583333334,1633.44583333334,1475.57916666667,1472.44583333334,1802.27916666666,1802.14583333334,1735.33333333333,1780.47916666666,1464.14583333334,1520.77916666666,1596.44583333334,1535.40833333333,1821.6375,1835.44583333334,1632.80833333333,1541.90833333333,1656.34583333334,1397.64583333334,1817.67916666666,1410.70833333333,1536.54583333333,1741.40416666666,1801.55416666666,1710.17916666666,1822.04583333333,1872.5,1606.41666666667,1587.1375,1770.14583333334,1667.74583333333,1744.74583333333,1586.89583333334,1707.44583333334,1557.24583333333,1802.5375,1403.74583333333,1695.6375,1760.64583333334,1610.84583333334,1750.725,1700.94583333334,1440.74166666667,1477.47916666666,1784.725,1695.24583333333,1859.20833333333,1567.6,1466.0625,1717.34166666667,1792.14583333334,1672.5,1767.14583333334,1555.0625,1496.77916666666,1443.71666666667,1437.65416666666,1775.525,1579.19583333334,1482.03333333333,1640.8625,1679.44583333334,1727.725,1785.75416666667,1743.93333333333,1816.34166666667,1657.75416666667,1822.5375,1825.34583333334,1799.05416666666,1837,1653.3625,1770.34166666667,1494.30833333333,1633.625,1659.15416666666,1703.725,1616.625,1593.125,1508.725,1757.35416666666,1679.94583333334,1619.04583333333,1595.74583333333,1553.725,1427.80416666666,1490.94583333334,1841.5,1606.40833333333,1705.67916666666,1688.39583333334,1724.90833333333,1809.17916666666,1486.04583333333,1744.40833333333,1524.14583333334,1734.5375,1574.54583333333,1465.89583333334
"89",1717.96442307692,1639.13942307692,1587.75961538462,1713.58557692308,1558.50576923077,1555.22403846154,1883.1375,1883.02788461539,1811.89519230769,1854.19134615384,1544.28846153846,1600.91826923077,1676.57596153846,1615.54519230769,1903.47115384616,1916.30673076923,1715.38076923077,1622.04519230769,1737.19903846154,1476.83269230769,1898.54134615385,1489.87788461539,1616.6875,1816.87596153846,1882.41826923077,1791.21826923077,1904.3,1953.375,1686.55288461538,1667.2625,1851.00769230769,1748.60576923076,1825.59134615384,1668.04326923077,1788.29519230769,1637.38942307692,1883.7923076923,1483.88942307692,1776.48173076923,1841.52788461539,1691.7076923077,1831.57211538462,1781.80480769231,1520.86442307692,1557.62788461539,1866.71442307692,1775.40480769231,1940.05480769231,1647.73942307692,1546.21057692308,1798.18365384616,1872.99134615384,1753.35865384615,1848.00769230769,1635.21057692308,1576.91826923077,1522.88942307692,1517.8125,1856.37211538461,1659.3375,1562.15865384616,1721.01826923077,1759.57596153846,1808.57211538462,1861.22403846154,1826.87980769231,1897.18365384616,1738.63557692308,1903.38365384616,1907.08076923077,1879.91826923077,1916.92596153846,1735.95,1851.18365384616,1574.44711538462,1713.92211538462,1739.3125,1783.39326923077,1698.50865384616,1673.24903846154,1588.85288461538,1838.22019230769,1760.07596153846,1699.1875,1677.2923076923,1635.25384615385,1507.93557692308,1571.06442307692,1922.35673076923,1686.54519230769,1786.54134615385,1769.24326923077,1805.76442307692,1890.04134615385,1568.80865384616,1825.26442307692,1606.92692307692,1815.38365384616,1653.42596153846,1546.02403846154
"91",645.066666666667,746.3,697.5,786.533333333333,718.7,775.1,599.433333333333,556.316666666667,715.7,755.333333333333,811.3,777.3,749.6,756.8,516.4,669.333333333333,654.1,755.466666666667,651.633333333333,914.9,545.733333333333,907.966666666667,795.266666666667,741.433333333333,635.433333333333,679.3,514.633333333333,565.033333333333,714.766666666667,714.7,675.233333333333,614.3,600.133333333333,694.166666666667,597.033333333333,789.3,531.6,907.8,591.733333333333,633.333333333333,692.4,561.833333333333,673.933333333333,833.766666666667,831.8,538.383333333333,703.233333333333,597.1,736,859.1,634.433333333333,673.933333333333,661.433333333333,648.933333333333,768.6,801.733333333333,876.7,804.8,580.5,772.85,792.3,744.766666666667,684.366666666667,592.3,725.533333333333,560.4,669.9,629.733333333333,641.333333333333,520.133333333333,704.133333333333,531.733333333333,595.933333333333,634.1,833.066666666667,708.033333333333,712.233333333333,713.933333333333,663.266666666667,733.766666666667,811.466666666667,672.133333333333,721.133333333333,752.466666666667,680.966666666667,691.033333333333,871.3,845.266666666667,574.433333333333,795.533333333333,574.533333333333,619,569.766666666667,561.333333333333,744.233333333333,635.133333333333,731,610.4,711.9,807.5
"92",604.533333333333,703.366666666667,654.566666666667,743.666666666667,675.766666666667,732.166666666667,558.866666666667,515.783333333334,675.166666666667,714.766666666667,768.366666666667,734.366666666667,706.666666666667,713.933333333333,475.866666666667,628.766666666667,611.233333333333,712.566666666667,611.1,871.966666666667,505.166666666667,865.066666666667,752.366666666667,700.866666666667,594.866666666667,638.766666666667,474.066666666667,524.466666666667,671.866666666667,671.766666666667,634.666666666667,573.766666666667,559.566666666667,651.266666666667,556.466666666667,746.366666666667,491.066666666667,864.866666666667,551.166666666667,592.766666666667,649.466666666667,521.266666666667,633.366666666667,790.866666666667,788.866666666667,497.816666666667,662.666666666667,556.566666666667,693.066666666667,816.166666666667,593.866666666667,633.366666666667,620.866666666667,608.366666666667,725.666666666667,758.833333333333,833.766666666667,761.866666666667,539.966666666667,729.916666666667,749.433333333333,701.866666666667,643.766666666667,551.766666666667,684.966666666667,519.866666666667,629.366666666667,589.166666666667,600.766666666667,479.566666666667,663.566666666667,491.166666666667,555.366666666667,593.566666666667,790.166666666667,665.166666666667,671.666666666667,673.466666666667,620.366666666667,690.866666666667,768.566666666667,631.566666666667,680.566666666667,709.566666666667,638.066666666667,648.166666666667,828.366666666667,802.366666666667,533.866666666667,752.6,533.966666666667,578.466666666667,529.266666666667,520.766666666667,701.333333333333,594.6,688.066666666667,569.866666666667,668.966666666667,764.566666666667
"99",665.45,767.5,718.65,807.75,739.85,796.25,619.75,576.7,736.05,775.75,832.45,798.45,770.75,778.05,536.75,689.65,675.35,776.65,672.05,936.05,566.05,929.15,816.45,761.8,655.75,699.65,534.95,585.4,735.95,735.85,695.55,634.65,620.45,715.35,617.35,810.5,551.95,928.95,612.05,653.65,713.55,582.15,694.25,854.95,852.95,558.7,723.55,617.45,757.25,880.25,654.75,694.25,681.8,669.25,789.75,822.95,897.85,825.95,600.85,794,813.55,765.95,704.75,612.65,745.9,580.75,690.25,650.05,661.65,540.45,724.45,552.1,616.25,654.45,854.25,729.25,732.55,734.35,684.45,754.95,832.65,692.45,741.45,773.65,702.15,712.25,892.45,866.45,594.8,816.75,594.85,639.35,590.15,581.65,765.45,655.55,752.15,630.75,733.05,828.65
"101",395.2,492.1,452.95,491.875,474.15,530.55,333.55,290.425,461.025,480.025,566.75,519.85,464.4,512.25,250.55,403.45,362.1,498,401.75,670.35,279.85,663.4,539.4,486.775,369.55,424.625,248.75,299.15,424.75,443.7,400.975,364.4,331.675,413.25,347.15,501.7,265.7,663.25,341.8,358.525,399,307.175,419.275,589.25,587.25,272.5,448.575,331.2,478.55,614.55,379.775,397.05,415.725,371.225,507.55,544.3,632.15,560.25,314.6,485.25,547.75,453.8,438.65,337.625,450.225,294.525,416.45,379.85,375.45,254.25,428.825,265.85,346.05,348.625,575.5,417.05,466.525,459.325,379.4,448.55,554,417.475,466.475,461.45,423.45,446.5,626.75,600.75,308.55,502.95,324.65,369.1,319.85,295.45,499.7,380.5,486.45,355.775,467.35,562.95
"109",376.35,487.05,464.1,462.55,485.4,541.7,280.9,237.75,422.85,421.15,567.15,511.55,466.65,510.95,197.9,350.8,369.9,489.7,384.95,673.75,227.2,666.75,532.65,448.55,316.9,386.45,196.1,246.5,426.95,445.95,343.15,345.55,279.65,425.7,313.55,503.95,213.1,666.65,323.05,300.15,401.25,268.95,381.05,592.65,584.85,219.85,410.35,278.6,470.25,617.95,341.55,336.6,386.45,309.95,495.65,535.95,635.55,571.5,261.9,487.5,559,434.35,409.35,299.35,391.35,245.15,351.4,361.05,322.8,201.6,369.95,213.2,343.85,279.55,567.05,419.25,437.25,421.05,388.3,450.75,545.65,379.25,428.25,455.45,421.7,457.7,630.15,599.05,255.9,505.15,305.85,346.45,289.05,242.8,511.65,342.25,479.75,317.55,452.35,574.2
