"FAFZone","AlamanceCounty","AlexanderCounty","AlleghanyCounty","AnsonCounty","AsheCounty","AveryCounty","BeaufortCounty","BertieCounty","BladenCounty","BrunswickCounty","BuncombeCounty","BurkeCounty","CabarrusCounty","CaldwellCounty","CamdenCounty","CarteretCounty","CaswellCounty","CatawbaCounty","ChathamCounty","CherokeeCounty","ChowanCounty","ClayCounty","ClevelandCounty","ColumbusCounty","CravenCounty","CumberlandCounty","CurrituckCounty","DareCounty","DavidsonCounty","DavieCounty","DuplinCounty","DurhamCounty","EdgecombeCounty","ForsythCounty","FranklinCounty","GastonCounty","GatesCounty","GrahamCounty","GranvilleCounty","GreeneCounty","GuilfordCounty","HalifaxCounty","HarnettCounty","HaywoodCounty","HendersonCounty","HertfordCounty","HokeCounty","HydeCounty","IredellCounty","JacksonCounty","JohnstonCounty","JonesCounty","LeeCounty","LenoirCounty","LincolnCounty","McDowellCounty","MaconCounty","MadisonCounty","MartinCounty","MecklenburgCounty","MitchellCounty","MontgomeryCounty","MooreCounty","NashCounty","NewHanoverCounty","NorthamptonCounty","OnslowCounty","OrangeCounty","PamlicoCounty","PasquotankCounty","PenderCounty","PerquimansCounty","PersonCounty","PittCounty","PolkCounty","RandolphCounty","RichmondCounty","RobesonCounty","RockinghamCounty","RowanCounty","RutherfordCounty","SampsonCounty","ScotlandCounty","StanlyCounty","StokesCounty","SurryCounty","SwainCounty","TransylvaniaCounty","TyrrellCounty","UnionCounty","VanceCounty","WakeCounty","WarrenCounty","WashingtonCounty","WataugaCounty","WayneCounty","WilkesCounty","WilsonCounty","YadkinCounty","YanceyCounty"
"11",514.26,428.31,475.7,461.5,445.84,411.37,660.7,665.22,541.69,575.37,359.72,396.6,424.48,423.54,713.69,675.63,537.67,411.58,506.79,252.4,680.74,265.43,373,543.37,671.04,545.89,725.07,741.22,463.97,455.17,599.82,544.905,607.79,476.97,584.58,385.29,690.37,287.92,572.77,632.13,492.69,621.57,548.43,324.55,342.14,673.77,523.59,717.62,432.9,306.56,565.97,661.62,522.96,624.59,399.02,383.9,284.46,360.27,638.57,407.25,407.29,468.92,503.58,590.77,587.73,642.97,631.5,534.92,692,705.29,602.52,690.37,558.22,628.73,354.97,477.42,487.23,514.28,519.48,438.77,371.07,573.32,508.27,447.1,500.91,483.37,296.74,327.12,704.55,434.47,582.84,541.94,602.06,672.24,425.38,601.88,452.3,589.17,467.3,391.15
"12",681.6,600.1,665.75,628.85,642.45,596.05,832.6,842.55,692.4,726.1,538.45,570.4,591.8,600.4,891.05,826.35,705,583.4,674.15,441.45,858.1,454.4,540.35,694.1,821.75,696.6,902.4,918.55,631.3,626.8,750.55,712.25,775.15,648.7,751.95,552.65,857.7,477,740.1,782.85,660.05,788.9,720.35,501.2,513.4,845.55,672.15,889.5,600.25,482.4,742.35,812.3,690.3,775.3,566.35,560.5,459.8,558,815.9,574.6,587.4,636.3,670.95,758.1,738.45,810.3,782.2,702.3,842.7,882.65,753.25,867.7,725.55,800.6,522.3,644.8,654.55,665,691.8,606.1,538.4,724,656.8,614.45,673.05,656.5,485.8,499.15,881.9,601.8,750.2,709.3,769.4,849.6,611.7,752.6,628.25,768.85,638.95,571.3
"19",544.714545454545,460.345454545455,510.898181818182,496.332727272727,484.123636363636,444.142727272727,695.330909090909,702.992727272727,570.312727272727,603.98,389.887272727273,428.294545454545,459.327272727273,454.689090909091,751.489090909091,703.6,568.112727272727,443.578181818182,541.494545454545,286.32,718.52,299.307272727273,407.681818181818,571.992727272727,692.634545454545,574.507272727273,762.850909090909,779.003636363636,494.836363636364,487.381818181818,628.396363636364,575.35,640.667272727273,509.247272727273,615.045454545455,420.136363636364,720.838181818182,321.838181818182,603.232727272727,653.729090909091,522.305454545454,653.203636363636,583.876363636364,355.290909090909,374.801818181818,706.401818181818,548.538181818182,752.241818181818,462.238181818182,337.527272727273,605.614545454545,683.209090909091,557.652727272727,648.812727272727,432.054545454545,414.638181818182,315.543636363636,398.94,676.345454545455,442.083636363637,437.203636363636,503.750909090909,538.492727272727,623.636363636364,616.340909090909,673.427272727273,660.334545454545,565.376363636364,713.596363636364,743.076363636364,631.150909090909,728.16,588.678181818182,663.372727272727,385.138181818182,510.656363636364,522.052727272727,542.887272727273,551.274545454545,471.923636363636,401.152727272727,601.932727272727,533.214545454545,481.932727272727,532.863636363636,515.414545454545,330.663636363636,358.9,742.325454545455,469.285454545455,613.289090909091,576.403636363636,632.516363636364,710.02,458.91,626.192727272727,483.285454545455,629.62,499.507272727273,421.069090909091
"20",1369.31034482759,1332.02068965517,1307.42413793103,1409.63793103448,1292.24137931034,1290.2,1477.52413793103,1477.44827586207,1445.57931034483,1481.52068965517,1298.71724137931,1335.81034482759,1369.73793103448,1318.91724137931,1483.18620689655,1499.26206896552,1366.48275862069,1349.65517241379,1381.91724137931,1292.16551724138,1481.81034482759,1304.23793103448,1346.14827586207,1464.88620689655,1477.05517241379,1417.17931034483,1483.46896551724,1516.51379310345,1351.75517241379,1345.34482758621,1456.48275862069,1389.3775862069,1439.8275862069,1336.4,1415.38965517241,1359.71379310345,1470.67586206897,1269.82068965517,1407.64827586207,1450.25862068966,1352.11379310345,1459.42068965517,1411.14137931034,1283.36206896552,1307.43793103448,1466.14482758621,1414.94482758621,1514.80689655172,1344.13448275862,1299.96206896552,1421.86551724138,1470.88620689655,1392.48965517241,1454.51724137931,1358.2724137931,1320.08620689655,1311.47931034483,1268.91034482759,1459.98965517241,1374.09310344828,1297.96896551724,1379.80344827586,1402.2275862069,1428.6724137931,1489.45517241379,1458.48620689655,1486.73103448276,1382.84137931034,1490.79310344828,1485.6275862069,1475.41724137931,1493.25517241379,1379.96206896552,1456.58965517241,1318.46206896552,1367.01724137931,1409.17931034483,1440.20344827586,1355.87931034483,1360.86206896552,1327.90344827586,1448.09655172414,1418.27931034483,1400.2,1342.21724137931,1314.6724137931,1285.56551724138,1316.25172413793,1503.21379310345,1391.91379310345,1414.23103448276,1402.9,1426.83448275862,1482.04482758621,1299.1,1439.61034482759,1324.0724137931,1433.13793103448,1328.33103448276,1287.39310344828
"41",2164.8,2076,2075.95,2127.6,2046.7,2012.95,2318.75,2322.8,2209.5,2243.2,1985.05,2041.7,2090.6,2056.3,2371.3,2344.25,2188.2,2059.1,2170.7,1904.35,2338.35,1917.4,2034.9,2211.2,2325,2213.7,2382.65,2398.8,2115.3,2103.4,2267.6,2195.45,2265.4,2124.8,2235.15,2051.4,2340.95,1924.65,2223.3,2285.1,2140.9,2275.25,2210.75,1961.65,1991.9,2324.3,2189.4,2375.65,2080.35,1970.65,2230.75,2315.6,2186.85,2284.6,2057.15,2017.7,1944.65,1958.6,2296.15,2073.35,2002.9,2135.05,2171.65,2248.35,2255.55,2293.5,2299.3,2185.5,2346,2362.9,2270.3,2347.95,2208.75,2286.75,2004.75,2136.3,2153.3,2182.1,2165.05,2096.05,2020,2241.1,2174.1,2113.2,2147,2106.9,1945.15,1991.5,2362.15,2100.55,2233.4,2204.3,2252.6,2329.85,2026.55,2261.85,2064.65,2251,2101.9,1986.8
"42",2104.7,2023.2,2027,2051.9,1997.75,1964.05,2247.35,2255.65,2131.3,2164.95,1936.15,1992.75,2014.9,2007.4,2304.1,2265.25,2128.1,2006.5,2097.2,1848.3,2271.15,1861.35,1963.4,2132.95,2260.65,2135.5,2315.5,2331.65,2054.4,2049.9,2189.4,2135.325,2198.2,2071.8,2175,1975.75,2280.8,1875.75,2163.2,2221.75,2083.1,2212,2132.75,1912.7,1936.5,2264.2,2113.75,2304.3,2023.3,1905.45,2156.4,2251.2,2113.4,2214.2,1989.45,1968.75,1882.9,1909.65,2229,1997.675,1954,2059.35,2094,2181.2,2177.35,2233.4,2221.1,2125.35,2281.6,2295.7,2192.1,2280.8,2148.65,2215.4,1945.4,2067.85,2077.65,2103.9,2114.85,2029.2,1961.5,2162.9,2098.4,2037.55,2096.1,2058,1892.7,1922.25,2294.95,2024.9,2173.25,2132.35,2192.5,2262.65,1977.6,2191.5,2015.75,2179.6,2062.05,1937.85
"49",2092.41818181818,2001.60909090909,2000.5,2057.66363636364,1971.23636363636,1937.50909090909,2249.40909090909,2252.33636363636,2148.27272727273,2181.91818181818,1909.60909090909,1966.23636363636,2020.66363636364,1980.86363636364,2300.82727272727,2274.61818181818,2115.80909090909,1984.67272727273,2100.55454545455,1830.84545454545,2267.86363636364,1843.88181818182,1964.59090909091,2149.94545454545,2253.77272727273,2145.60909090909,2312.19090909091,2328.36363636364,2043.13636363636,2029.24545454545,2204.54545454545,2123.05,2194.92727272727,2050.49090909091,2162.75454545455,1981.47272727273,2268.53636363636,1849.20909090909,2150.94545454545,2213.6,2067.86363636364,2203.72727272727,2141.02727272727,1886.19090909091,1918.22727272727,2251.91818181818,2119.47272727273,2306.31818181818,2007.13636363636,1899.65454545455,2162.28181818182,2244.36363636364,2116.70909090909,2214.99090909091,1986.5,1942.23636363636,1873.46363636364,1883.13636363636,2225.69090909091,2003.41818181819,1927.47272727273,2065.09090909091,2101.89090909091,2177.89090909091,2194.28181818181,2221.12727272727,2244.13636363636,2113.07272727273,2274.74545454545,2292.42727272727,2222.05454545455,2277.50909090909,2136.37272727273,2217.46363636364,1932.16363636364,2065.68181818182,2083.39090909091,2120.82727272727,2089.93636363636,2025.32727272727,1947.18181818182,2187.17272727273,2104.16363636364,2043.27272727273,2072.09090909091,2031.46363636364,1870.66363636364,1921.59090909091,2291.67272727273,2030.62727272727,2160.99090909091,2135.10909090909,2180.21818181818,2259.36363636364,1951.1,2191.44545454545,1989.20909090909,2181.65454545455,2023.98181818182,1911.33636363636
"50",873.941333333333,779.489333333333,777.574,848.006,748.314,714.59,1037.02266666667,1037.688,939.930666666667,975.3,685.958666666667,741.601333333333,810.994,756.84,1086.176,1066.954,897.344666666667,762.436,890.112,609.790666666667,1053.20666666667,622.821333333333,752.071333333333,942.126666666667,1037.27466666667,930.538666666666,1097.55466666667,1113.694,825.110666666667,807.521333333333,1000.182,904.582,980.265333333333,828.496,944.281333333333,771.81,1050.076,624.872666666666,932.474666666667,996.897333333333,848.133333333333,986.970666666667,932.719333333333,661.989333333333,697.566,1033.46,909.815333333333,1093.932,787.413333333333,683.955333333334,950.912,1027.85333333333,906.26,1001.58,772.059333333333,718.167333333334,654.49,660.205333333334,1011.04266666667,793.759333333333,704.560666666667,855.421333333333,893.422,963.245333333333,986.471333333333,1002.668,1043.85733333333,894.61,1058.24533333333,1077.76533333333,1021.062,1062.86,917.908666666666,1005.076,713.280666666667,851.715333333334,873.724,911.356,866.337333333333,809.855333333333,727.858666666667,982.195333333334,894.494,833.611333333333,848.868,807.923333333333,648.128,708.069333333333,1077.016,820.954666666667,942.524,923.018666666667,961.744666666666,1044.70666666667,728.174,978.835333333333,765.973333333333,969.276,794.522666666667,688.412666666667
"61",2485.12,2389.02,2385.1,2463.52,2355.82,2322.1,2650.32,2650.22,2555.94,2589.6,2294.22,2350.82,2426.5,2365.42,2698.72,2683.52,2508.54,2371.92,2504.4,2220.6,2665.72,2233.62,2366.6,2557.6,2649.62,2548.08,2710.06,2726.22,2436.46,2417.2,2615.94,2515.78,2592.8,2438.06,2555.5,2387.32,2661.26,2233.82,2543.7,2608.72,2458.9,2598.74,2549.02,2270.76,2307.52,2644.66,2525.32,2707.22,2397.62,2296.12,2565.4,2640.2,2520.52,2615.22,2385.12,2326.82,2266.62,2267.72,2623.54,2409.25,2312.06,2470.92,2509.5,2575.74,2601.95,2613.86,2659.2,2505.82,2670.58,2690.3,2639.6,2675.4,2529.12,2618.4,2324.34,2464.92,2489.22,2528.5,2475.46,2423.16,2338.74,2600.4,2510,2449.1,2458.1,2416.04,2257.82,2320.98,2689.52,2436.42,2553.72,2536.42,2572.92,2657.22,2335.7,2592.42,2373.82,2582.58,2402.02,2295.92
"62",2725.04285714286,2646.91428571429,2592.78571428571,2721.4,2563.5,2560.4,2890.21428571429,2890.1,2823.27142857143,2868.41428571429,2552.1,2608.71428571429,2684.38571428571,2623.35714285714,2909.58571428571,2923.4,2720.74285714286,2629.85714285714,2744.28571428571,2485.6,2905.61428571429,2498.64285714286,2624.48571428571,2829.34285714286,2889.5,2798.11428571429,2909.98571428571,2960.41428571429,2694.37142857143,2675.08571428571,2858.1,2755.68571428572,2832.68571428571,2674.8,2795.38571428571,2645.2,2890.47142857143,2491.7,2783.58571428571,2848.6,2698.78571428571,2838.67142857143,2788.9,2528.68571428571,2565.41428571429,2872.67142857143,2783.2,2947.14285714286,2655.54285714286,2554,2805.27142857143,2880.08571428571,2760.41428571429,2855.1,2643,2584.71428571429,2531.65714285714,2525.6,2863.45714285714,2667.13571428571,2569.97142857143,2728.8,2767.38571428571,2815.67142857143,2873.67857142858,2831.87142857143,2904.27142857143,2745.7,2910.47142857143,2913.28571428571,2887,2924.91428571429,2741.3,2858.27142857143,2582.24285714286,2721.57142857143,2747.1,2791.67142857143,2704.57142857143,2681.07142857143,2596.67142857143,2845.3,2767.88571428571,2706.98571428571,2683.7,2641.67142857143,2515.71428571429,2578.88571428571,2929.41428571429,2694.35714285714,2793.61428571429,2776.3,2812.85714285714,2897.11428571429,2573.98571428571,2832.35714285714,2612.1,2822.47142857143,2662.48571428571,2553.8
