Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,BristolBristol,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,BristolBristol,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,BristolBristol,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,BristolBristol,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Charlottesville,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Charlottesville,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Charlottesville,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Charlottesville,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Harrisonburg,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Harrisonburg,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Kingsport,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Kingsport,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Kingsport,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Kingsport,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Richmond,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Richmond,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Roanoke,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Roanoke,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,VirginiaBeach,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,VirginiaBeach,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,VirginiaBeach,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,VirginiaBeach,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Washington,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Washington,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Winchester,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Winchester,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0
