Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,BristolBristol,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,BristolBristol,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,BristolBristol,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,BristolBristol,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Charlottesville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Charlottesville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Charlottesville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Charlottesville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Kingsport,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Kingsport,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Kingsport,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Kingsport,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,VirginiaBeach,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,VirginiaBeach,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,VirginiaBeach,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,VirginiaBeach,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0
