"County","Metropolitan","Town"
"AllenCounty",0,3.058048303824
"AndersonCounty",0,1.977520621214
"AtchisonCounty",0,6.008243647172
"BarberCounty",0,0
"BartonCounty",0,7.744148972724
"BourbonCounty",0,4.184292007642
"BrownCounty",0,2.157599366218
"ButlerCounty",7.239036436652,14.281342321244
"ChaseCounty",0,0
"ChautauquaCounty",0,0
"CherokeeCounty",0,7.939357124598
"CheyenneCounty",0,0
"ClarkCounty",0,0
"ClayCounty",0,2.165481638548
"CloudCounty",0,2.496246341602
"CoffeyCounty",0,1.601726386308
"ComancheCounty",0,0
"CowleyCounty",0,15.470698644084
"CrawfordCounty",0,13.128678815872
"DecaturCounty",0,0
"DickinsonCounty",0,3.387374390826
"DoniphanCounty",3.240192308426,0
"DouglasCounty",30.443177831102,4.563606334482
"EdwardsCounty",0,0
"ElkCounty",0,0
"EllisCounty",0,10.206660038178
"EllsworthCounty",0,1.308417052172
"FinneyCounty",0,12.86503833162
"FordCounty",0,10.768138833026
"FranklinCounty",0,5.390520215678
"GearyCounty",0,18.422267352246
"GoveCounty",0,0
"GrahamCounty",0,0
"GrantCounty",0,2.417047554954
"GrayCounty",0,0
"GreeleyCounty",0,0
"GreenwoodCounty",0,1.475420839048
"HamiltonCounty",0,0
"HarperCounty",0,0
"HarveyCounty",0,11.92525641107
"HaskellCounty",0,0
"HodgemanCounty",0,0
"JacksonCounty",0,1.466398793614
"JeffersonCounty",0.235233415704,0
"JewellCounty",0,0
"JohnsonCounty",198.731938031936,5.859427195006
"KearnyCounty",0,0
"KingmanCounty",0,1.85454250099
"KiowaCounty",0,0
"LabetteCounty",0,5.473756084838
"LaneCounty",0,0
"LeavenworthCounty",0,25.495005410376
"LincolnCounty",0,0
"LinnCounty",0,0
"LoganCounty",0,0
"LyonCounty",0,11.08891314683
"McPhersonCounty",0,8.450142657356
"MarionCounty",0,1.144750730984
"MarshallCounty",0,1.508178891034
"MeadeCounty",0,0
"MiamiCounty",0,8.781627826742
"MitchellCounty",0,1.80093996033
"MontgomeryCounty",0,11.822788415188
"MorrisCounty",0,0
"MortonCounty",0,0
"NemahaCounty",0,1.488467225628
"NeoshoCounty",0,5.321045021798
"NessCounty",0,0
"NortonCounty",0,1.356403739242
"OsageCounty",0,1.856629768402
"OsborneCounty",0,0
"OttawaCounty",0,0
"PawneeCounty",0,2.727566999638
"PhillipsCounty",0,1.647277928064
"PottawatomieCounty",2.655821139896,2.980343731916
"PrattCounty",0,2.749896436604
"RawlinsCounty",0,0
"RenoCounty",0,21.579620704368
"RepublicCounty",0,0
"RiceCounty",0,1.742209212906
"RileyCounty",18.057873937196,4.073613938832
"RooksCounty",0,0
"RushCounty",0,0
"RussellCounty",0,2.064661526002
"SalineCounty",0,22.932039484868
"ScottCounty",0,1.512403233016
"SedgwickCounty",206.829477284914,0
"SewardCounty",0,9.247206220728
"ShawneeCounty",79.351129369732,0
"SheridanCounty",0,0
"ShermanCounty",0,2.701790444016
"SmithCounty",0,0
"StaffordCounty",0,0
"StantonCounty",0,0
"StevensCounty",0,1.648555539582
"SumnerCounty",0.671871920382,3.965355571256
"ThomasCounty",0,2.993022935494
"TregoCounty",0,0
"WabaunseeCounty",0,0
"WallaceCounty",0,0
"WashingtonCounty",0,0
"WichitaCounty",0,0
"WilsonCounty",0,1.42917971912
"WoodsonCounty",0,0
"WyandotteCounty",79.499188289774,0
