"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.118911763544663,0.881088236455337,5,27
2,0.572192156081742,0.427807843918258,176,119
3,0.306074080572264,0.693925919427736,10,12
4,0.537505451659519,0.462494548340481,25,17
5,0,1,0,17
6,0.192501294148437,0.807498705851563,6,2
7,0.142556052376303,0.857443947623697,5,12
8,0.233455388714992,0.766544611285008,1,5
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,1
11,0.532061763030145,0.467938236969855,8,0
12,0.470240800238422,0.529759199761578,28,21
13,0.66059563853941,0.33940436146059,7,3
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,1,1
17,0.0512840369554983,0.948715963044502,0,1
18,0.362549142146142,0.637450857853858,4,8
19,0.458896381705954,0.541103618294046,4,3
20,0.153884141884506,0.846115858115494,3,1
21,0.48565728180227,0.51434271819773,0,0
22,0.399867754016793,0.600132245983207,15,14
23,0.220262195048898,0.779737804951102,3,1
24,0.143309869173441,0.856690130826559,2,2
25,0.172627570488467,0.827372429511533,2,0
26,0.720624895868982,0.279375104131018,10,1
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,1,4
29,0.499509853805331,0.500490146194669,4,0
30,0.122154702334916,0.877845297665084,0,8
31,0.669802885624261,0.330197114375739,28,7
32,0.111509729259209,0.888490270740792,2,4
33,0.359242706481247,0.640757293518753,18,15
34,0.042912112835007,0.957087887164993,6,39
35,0.267488635666556,0.732511364333444,0,2
36,0.530333692466634,0.469666307533366,9,6
37,0.0687078468861626,0.931292153113837,1,1
38,0.301345390186715,0.698654609813286,1,0
39,0.187779510082017,0.812220489917983,3,5
40,0.293160538421788,0.706839461578212,79,65
41,0.774161246214962,0.225838753785038,46,6
43,0.0189599707098586,0.981040029290141,2,43
99,0.834992292556183,0.165007707443817,13,2
