"FAFZone","AllenCounty","AndersonCounty","AtchisonCounty","BarberCounty","BartonCounty","BourbonCounty","BrownCounty","ButlerCounty","ChaseCounty","ChautauquaCounty","CherokeeCounty","CheyenneCounty","ClarkCounty","ClayCounty","CloudCounty","CoffeyCounty","ComancheCounty","CowleyCounty","CrawfordCounty","DecaturCounty","DickinsonCounty","DoniphanCounty","DouglasCounty","EdwardsCounty","ElkCounty","EllisCounty","EllsworthCounty","FinneyCounty","FordCounty","FranklinCounty","GearyCounty","GoveCounty","GrahamCounty","GrantCounty","GrayCounty","GreeleyCounty","GreenwoodCounty","HamiltonCounty","HarperCounty","HarveyCounty","HaskellCounty","HodgemanCounty","JacksonCounty","JeffersonCounty","JewellCounty","JohnsonCounty","KearnyCounty","KingmanCounty","KiowaCounty","LabetteCounty","LaneCounty","LeavenworthCounty","LincolnCounty","LinnCounty","LoganCounty","LyonCounty","McPhersonCounty","MarionCounty","MarshallCounty","MeadeCounty","MiamiCounty","MitchellCounty","MontgomeryCounty","MorrisCounty","MortonCounty","NemahaCounty","NeoshoCounty","NessCounty","NortonCounty","OsageCounty","OsborneCounty","OttawaCounty","PawneeCounty","PhillipsCounty","PottawatomieCounty","PrattCounty","RawlinsCounty","RenoCounty","RepublicCounty","RiceCounty","RileyCounty","RooksCounty","RushCounty","RussellCounty","SalineCounty","ScottCounty","SedgwickCounty","SewardCounty","ShawneeCounty","SheridanCounty","ShermanCounty","SmithCounty","StaffordCounty","StantonCounty","StevensCounty","SumnerCounty","ThomasCounty","TregoCounty","WabaunseeCounty","WallaceCounty","WashingtonCounty","WichitaCounty","WilsonCounty","WoodsonCounty","WyandotteCounty"
"11",702.23,716.34,796.61,876.92,957.52,668.28,833.98,785.57,824.43,748.01,639.21,1169.44,947.28,895.63,949.72,758.71,917.62,795.23,650.54,1124.8,885.35,807.07,772.26,965.8,771.5,996.82,948.6,1040.13,979.96,741.86,858.51,1070.75,1052.6,1048.4,1010.71,1127.46,758.2,1097.23,847.11,868.83,1024.43,1011.95,824.43,781.38,973.43,742.4,1070.13,869.8,946.3,666.2,1058.32,765.23,946.54,697.15,1102.76,793.8,895.84,847.06,887.66,980.65,710.38,975.64,692.12,820.97,1047.97,858.23,690.45,1029.19,1084.11,765.8,999.31,923.52,975.19,1059.33,849.93,914.9,1132.51,891.02,944.64,921.67,860.48,1031.01,990.92,973.15,918.63,1082.25,843.5,996.07,795.48,1078.31,1140.73,1019.54,939.2,1072.61,1024.85,813.17,1101.09,1037.12,840.64,1134.73,911.67,1107.36,708.15,729.12,741.78
"12",829.7,843.85,918.85,943,1023.6,795.75,956.25,898.55,935.65,814.05,757.45,1259.4,1016.55,1017.9,1039.65,870.15,1004.9,861.3,766.95,1214.75,1007.6,929.35,882.65,1031.85,837.55,1086.75,1012.35,1109.4,1049.25,872.85,980.75,1160.75,1142.55,1117.65,1079.95,1192.1,873.15,1166.5,913.15,934.9,1093.75,1077.35,946.7,903.65,1081.95,852.85,1139.4,935.85,1034.4,782.65,1130.35,887.5,1036.5,824.65,1192.75,924.85,961.95,938.45,1009.9,1049.95,850.95,1065.6,806.6,952.5,1117.25,980.45,806.85,1105.6,1174.05,896.85,1089.25,1013.5,1041.25,1149.3,972.15,980.95,1222.45,957.1,1061.85,987.75,982.75,1120.95,1053.75,1063.1,990.65,1145.35,909.55,1065.35,917.75,1168.25,1230.7,1109.5,1005.25,1141.9,1094.15,879.25,1191.05,1127.05,962.9,1224.65,1037.3,1170.45,824.55,845.5,864.05
"19",745.758181818182,763.181818181818,835.076363636364,918.394545454545,999.66,711.8,872.46,834.470909090909,867.814545454546,789.465454545454,682.729090909091,1209.15818181818,988.018181818182,934.814545454546,989.44,800.338181818182,961.312727272727,836.696363636364,694.081818181818,1164.51454545455,924.54,845.547272727273,808.769090909091,1007.24545454545,812.947272727273,1036.53090909091,988.452727272727,1081.29818181818,1020.70545454545,785.236363636364,897.68,1110.47272727273,1092.30909090909,1089.14909090909,1051.44909090909,1168.94909090909,802.492727272727,1138.4,888.572727272727,910.898181818182,1065.18545454545,1052.70181818182,863.627272727273,820.572727272727,1016.09636363636,778.925454545455,1111.29818181818,911.247272727273,988.574545454545,709.716363636364,1098.62909090909,804.409090909091,986.274545454545,741.536363636364,1142.48363636364,837.196363636364,937.234545454545,890.409090909091,926.12,1021.4,759.34,1015.35454545455,735.863636363636,865.374545454545,1088.71818181818,896.696363636364,733.98,1069.76,1123.82909090909,809.203636363636,1039.01454545455,963.238181818182,1017.28545454545,1099.04545454545,889.107272727273,956.36,1172.21818181818,932.474545454545,983.496363636364,963.363636363636,899.661818181818,1070.71636363636,1031.47818181818,1012.87090909091,960.192727272727,1122.12363636364,884.954545454545,1036.81272727273,834.660909090909,1118.02,1180.44727272727,1059.27454545455,980.652727272727,1113.35454545455,1065.59454545455,854.638181818182,1140.80181818182,1076.82909090909,879.821818181818,1174.44,953.467272727273,1147.22727272727,751.683636363636,772.643636363636,780.267272727273
"20",965.841379310345,949.389655172414,879.427586206897,1107.41034482759,1049,962.044827586207,860.81724137931,1140.55862068966,1131.9,1189.33793103448,994.896551724138,897.293103448276,1078.11724137931,1058.84827586207,1049.70344827586,931.958620689655,1089.36551724138,1158.7,982,940.024137931034,1096.58275862069,877.11724137931,918.572413793103,1060.50689655172,1178.4275862069,1010.27586206897,1056.25517241379,1009.59310344828,1048.24482758621,933.093103448276,1102.69655172414,973.020689655172,976.079310344828,991.572413793103,1038.86551724138,939.486206896552,950.872413793103,960.272413793104,1129.63448275862,1117.01724137931,1032.11379310345,1033.25517241379,873.3,895.706896551724,1006.42068965517,907.334482758621,977.793103448276,1111.67931034483,1076.58275862069,995.803448275862,996.772413793104,897.148275862069,1060.15862068966,947.251724137931,959.596551724138,926.706896551724,1094.49310344828,1114.25517241379,858.703448275862,1058.85517241379,925.096551724138,1019.51724137931,980.01724137931,1118.54482758621,1005.5275862069,857.924137931034,982.220689655172,1011.72068965517,954.286206896552,914.237931034483,1007.5275862069,1048.52413793103,1046.96551724138,969.596551724138,880.344827586207,1085.16206896552,920.565517241379,1095.84482758621,1035.40344827586,1073.33793103448,882.5,989.08275862069,1027.22413793103,1031.73448275862,1073.86896551724,986.993103448276,1131.18275862069,1028.26896551724,893.282758620689,964.724137931035,918.886206896552,987.444827586207,1068.26206896552,976.731034482759,1008.99655172414,1151.7,942.631034482759,994.610344827586,900.196551724138,937.093103448276,1055.16206896552,955.424137931034,963.744827586207,944.327586206897,902.734482758621
"41",1235.3,1259.65,1332.95,978.25,998.6,1258.75,1349.25,1168.25,1215.35,1165.1,1201.75,1014.225,903.95,1128.3,1114.35,1268.05,932.85,1136.15,1224.05,1083.25,1110.45,1351.25,1305.05,951.95,1186.15,1014.75,1032.45,897.4,915.15,1281.75,1119.75,984.45,1027.45,864.95,901.65,903.25,1215.65,886.4,1034.75,1043.65,864.75,940.35,1311.65,1305.35,1115.15,1320.75,896.55,1000.05,934.2,1199.05,949.85,1341.7,1061.95,1287.65,973.9,1231.75,1045.05,1078.3,1197.8,866.15,1311.55,1091.35,1176.7,1125.05,814.15,1209.25,1216.45,968.65,1102.15,1263.65,1085.65,1088.2,972.35,1127.65,1168.6,960.95,1050.65,1008.45,1136.55,1023.2,1142.55,1048.95,989.15,1044.75,1076.85,949.75,1036.95,836.15,1280.45,1055.45,985.5,1159.45,989.35,846.95,838.35,1120.55,1021.75,999.3,1159.35,927.225,1160.2,927.55,1206.15,1235.1,1333.05
"42",1219.45,1243.75,1317.1,994.5,1014.85,1242.9,1333.4,1152.4,1199.55,1149.25,1185.85,1030.45,920.2,1144.55,1130.65,1252.25,949.05,1120.25,1208.2,1099.5,1126.65,1335.35,1289.2,968.2,1170.3,1031.05,1048.75,913.65,931.4,1265.95,1136,1000.65,1043.7,881.2,917.95,919.5,1199.825,902.65,1018.95,1059.9,880.95,956.625,1295.75,1289.55,1131.4,1304.9,912.75,1016.3,950.45,1183.25,966.05,1325.85,1078.15,1271.775,990.125,1215.85,1061.3,1094.55,1214.05,882.375,1295.7,1107.6,1160.85,1141.3,830.375,1225.45,1200.6,984.85,1118.4,1247.825,1101.9,1104.45,988.65,1143.9,1184.85,977.25,1066.95,1024.7,1152.85,1039.45,1158.8,1065.25,1005.35,1061,1093.1,965.95,1053.25,852.4,1264.6,1071.7,1001.75,1175.7,1005.625,863.25,854.575,1104.7,1038,1015.55,1175.55,943.5,1176.45,943.825,1190.325,1219.25,1317.15
"49",1184.71363636364,1209.02272727272,1282.35,930.586363636364,950.913636363636,1208.15909090909,1298.65909090909,1117.64090909091,1164.79545454545,1114.50454545454,1151.13181818182,957.222727272728,856.25,1080.61363636363,1066.71363636364,1217.49545454546,885.136363636364,1085.52272727272,1173.44090909091,1022.82272727272,1062.75,1300.62272727273,1254.44090909091,904.286363636364,1135.56818181819,964.368181818181,984.795454545455,849.736363636364,867.45909090909,1231.18636363637,1072.08636363636,931.604545454546,972.577272727272,817.25909090909,854.004545454545,844.154545454546,1165.08636363637,827.590909090909,984.195454545455,995.977272727273,817.05,892.686363636363,1261.02272727272,1254.79545454545,1061.37727272727,1270.14090909091,839.363636363636,952.386363636364,886.531818181818,1148.48636363637,893.263636363636,1291.10454545455,1014.25,1237.04090909091,914.536363636363,1181.12272727273,997.386363636364,1030.61363636363,1150.11363636363,818.45909090909,1260.96818181819,1039.63181818182,1126.11363636364,1077.35909090909,766.45909090909,1161.5409090909,1165.85,920.940909090909,1041.69545454546,1213.08636363637,1032.07727272727,1040.51363636363,924.713636363636,1067.19545454546,1120.91363636364,913.313636363637,990.236363636362,960.777272727272,1088.91363636364,975.531818181818,1094.85909090909,995.731818181818,941.440909090909,994.568181818182,1029.18636363637,890.654545454546,989.295454545455,788.45909090909,1229.85,995.050000000002,925.068181818182,1098.99545454546,941.686363636363,799.313636363637,790.659090909091,1069.96818181819,961.295454545455,948.113636363636,1111.63181818182,867.9,1112.53181818181,868.486363636363,1155.58636363637,1184.50454545454,1282.43181818181
"50",367.145333333333,381.932,458.128,493.966666666667,564.253333333333,333.476,495.509333333333,438.218666666667,469.933333333333,358.032,298.697333333333,799,561.910666666667,548.764,579.286666666667,405.909333333333,533.868,405.062666666667,308.413333333333,754.357333333333,518.750666666667,468.593333333333,421.922666666667,572.521333333333,380.165333333333,626.378666666667,557.881333333333,648.390666666667,587.105333333333,402.697333333333,513.578666666667,700.309333333333,682.150666666667,659.258666666667,619.928,724.22,409.872,705.488,463.233333333333,474.806666666667,636.629333333333,614.817333333333,483.522666666667,442.992,621.233333333333,392.384,678.390666666667,483.134666666667,555.290666666667,323.14,656.869333333333,425.222666666667,576.113333333333,362.358666666667,732.32,442.582666666667,501.814666666667,481.344,546.721333333333,595.926666666667,385.084,605.2,343.877333333333,485.105333333333,665.612,517.673333333333,348.292,628.950666666667,713.674666666667,430.793333333333,628.857333333333,553.090666666667,581.928,688.896,507.964,524.365333333333,762.062666666667,497.754666666667,594.489333333333,528.401333333333,518.294666666667,660.562666666667,595.461333333333,602.710666666667,533.682666666667,677.561333333333,449.954666666667,614.401333333333,453.812666666666,707.86,770.293333333333,649.110666666667,545.932,685.310666666667,641.697333333333,426.784,730.64,666.674666666667,495.482666666667,764.288,571.76,702.673333333333,363.682666666667,384.966666666667,403.316
"61",1563.46,1587.8,1606.52,1306.42,1389.96,1586.92,1616.52,1496.42,1534.54,1493.26,1529.9,1202.42,1232.12,1501.86,1487.96,1596.24,1260.98,1464.3,1552.22,1310.52,1484,1624.8,1584.62,1280.12,1514.32,1352.24,1422.42,1225.58,1243.32,1606.4,1493.32,1295.4,1315.76,1193.12,1229.82,1237.18,1543.82,1214.58,1362.94,1371.82,1192.9,1268.52,1578.88,1578.96,1415.68,1619.62,1224.68,1328.22,1262.36,1527.22,1331.64,1621.26,1428.4,1615.8,1274.9,1559.9,1454.8,1485.58,1510.32,1194.3,1629.24,1414.36,1504.86,1517.52,1142.3,1582.8,1544.62,1354.46,1329.4,1579.8,1388.26,1461.76,1300.54,1354.9,1542.14,1289.16,1238.3,1336.62,1447.14,1424.6,1516.12,1355.42,1378.12,1385.02,1449.32,1304.48,1365.12,1164.32,1552.72,1282.72,1212.76,1386.72,1317.52,1175.16,1166.52,1448.72,1249,1328.34,1532.88,1240.54,1482.06,1261.48,1534.32,1563.26,1612.6
"62",1771.97142857143,1774.68571428571,1660.6,1637.1,1547.97142857143,1794,1628.9,1687.7,1674.48571428571,1762.17142857143,1837.45714285714,1302.4,1572.52857142857,1567.38571428571,1553.44285714286,1746.04285714286,1609.58571428571,1715.38571428571,1824.48571428571,1386.01428571429,1620.58571428571,1664.38571428571,1721.18571428571,1565.51428571429,1745.5,1488.85714285714,1559.04285714286,1487.8,1546.8,1749.8,1629.91428571429,1431.98571428571,1441.07142857143,1460.3,1532.48571428571,1380.8,1727.04285714286,1412.54285714286,1671.04285714286,1651.77142857143,1522.18571428571,1523.94285714286,1647.75714285714,1681.97142857143,1487.38571428571,1710.5,1439.27142857143,1643.61428571429,1590.07142857143,1806.57142857143,1468.25714285714,1694.97142857143,1564.98571428571,1771.44285714286,1411.5,1699.67142857143,1617.38571428571,1647.57142857143,1589,1535.75714285714,1737.61428571429,1507.37142857143,1788.85714285714,1654.1,1470.01428571429,1609.47142857143,1788.2,1491.07142857143,1407.78571428571,1719,1489.07142857143,1551.61428571429,1544.85714285714,1431.17142857143,1631.4,1603.15714285714,1356.34285714286,1619.47142857143,1531.6,1585.1,1604.6,1460.9,1514.7,1521.6,1585.91428571429,1453.3,1673.38571428571,1496.21428571429,1689.3,1419.34285714286,1349.37142857143,1458.4,1577.37142857143,1437.65714285714,1478.44285714286,1704.7,1385.6,1464.94285714286,1669.48571428571,1377.15714285714,1561.77142857143,1405.11428571429,1761.84285714286,1746.47142857143,1703.48571428571
