"County","Metropolitan","Town","Rural"
"AllenCounty",0,0.4285,0.5715
"AndersonCounty",0,0.4118,0.5882
"AtchisonCounty",0,0.6585,0.3415
"BarberCounty",0,0,1
"BartonCounty",0,0.6824,0.3176
"BourbonCounty",0,0.5203,0.4797
"BrownCounty",0,0.3156,0.6844
"ButlerCounty",0.1744,0.4208,0.4047
"ChaseCounty",0,0,1
"ChautauquaCounty",0,0,1
"CherokeeCounty",0,0.5094,0.4906
"CheyenneCounty",0,0,1
"ClarkCounty",0,0,1
"ClayCounty",0,0.5046,0.4954
"CloudCounty",0,0.5602,0.4398
"CoffeyCounty",0,0.291,0.709
"ComancheCounty",0,0,1
"CowleyCounty",0,0.69,0.31
"CrawfordCounty",0,0.6507,0.3493
"DecaturCounty",0,0,1
"DickinsonCounty",0,0.3571,0.6429
"DoniphanCounty",0.298,0,0.702
"DouglasCounty",0.7945,0.0954,0.1101
"EdwardsCounty",0,0,1
"ElkCounty",0,0,1
"EllisCounty",0,0.7444,0.2556
"EllsworthCounty",0,0.459,0.541
"FinneyCounty",0,0.8142,0.1858
"FordCounty",0,0.807,0.193
"FranklinCounty",0,0.479,0.521
"GearyCounty",0,0.8833,0.1167
"GoveCounty",0,0,1
"GrahamCounty",0,0,1
"GrantCounty",0,0.802,0.198
"GrayCounty",0,0,1
"GreeleyCounty",0,0,1
"GreenwoodCounty",0,0.3874,0.6126
"HamiltonCounty",0,0,1
"HarperCounty",0,0,1
"HarveyCounty",0,0.6908,0.3092
"HaskellCounty",0,0,1
"HodgemanCounty",0,0,1
"JacksonCounty",0,0.241,0.759
"JeffersonCounty",0.0118,0,0.9882
"JewellCounty",0,0,1
"JohnsonCounty",0.9474,0.0143,0.0383
"KearnyCounty",0,0,1
"KingmanCounty",0,0.379,0.621
"KiowaCounty",0,0,1
"LabetteCounty",0,0.4766,0.5234
"LaneCounty",0,0,1
"LeavenworthCounty",0,0.7094,0.2906
"LincolnCounty",0,0,1
"LinnCounty",0,0,1
"LoganCounty",0,0,1
"LyonCounty",0,0.737,0.263
"McPhersonCounty",0,0.565,0.435
"MarionCounty",0,0.2224,0.7776
"MarshallCounty",0,0.2903,0.7097
"MeadeCounty",0,0,1
"MiamiCounty",0,0.4905,0.5095
"MitchellCounty",0,0.517,0.483
"MontgomeryCounty",0,0.5658,0.4342
"MorrisCounty",0,0,1
"MortonCounty",0,0,1
"NemahaCounty",0,0.2476,0.7524
"NeoshoCounty",0,0.5486,0.4514
"NessCounty",0,0,1
"NortonCounty",0,0.5101,0.4899
"OsageCounty",0,0.1647,0.8353
"OsborneCounty",0,0,1
"OttawaCounty",0,0,1
"PawneeCounty",0,0.6832,0.3168
"PhillipsCounty",0,0.4624,0.5376
"PottawatomieCounty",0.0828,0.328,0.5892
"PrattCounty",0,0.6779,0.3221
"RawlinsCounty",0,0,1
"RenoCounty",0,0.687,0.313
"RepublicCounty",0,0,1
"RiceCounty",0,0.3622,0.6378
"RileyCounty",0.7429,0.1186,0.1385
"RooksCounty",0,0,1
"RushCounty",0,0,1
"RussellCounty",0,0.5894,0.4106
"SalineCounty",0,0.8541,0.1459
"ScottCounty",0,0.7389,0.2611
"SedgwickCounty",0.9234,0,0.0766
"SewardCounty",0,0.8857,0.1143
"ShawneeCounty",0.8418,0,0.1582
"SheridanCounty",0,0,1
"ShermanCounty",0,0.7576,0.2424
"SmithCounty",0,0,1
"StaffordCounty",0,0,1
"StantonCounty",0,0,1
"StevensCounty",0,0.6876,0.3124
"SumnerCounty",0.0489,0.3225,0.6285
"ThomasCounty",0,0.6915,0.3085
"TregoCounty",0,0,1
"WabaunseeCounty",0,0,1
"WallaceCounty",0,0,1
"WashingtonCounty",0,0,1
"WichitaCounty",0,0,1
"WilsonCounty",0,0.2731,0.7269
"WoodsonCounty",0,0,1
"WyandotteCounty",0.9394,0,0.0606
