Value,Area,Fwy,Art,Other
BusVmt,KansasCity,,,
TruckVmt,KansasCity,,,
BusVmt,Lawrence,,,
TruckVmt,Lawrence,,,
BusVmt,StJoseph,,,
TruckVmt,StJoseph,,,
BusVmt,Topeka,,,
TruckVmt,Topeka,,,
BusVmt,Wichita,,,
TruckVmt,Wichita,,,
