,Auto,LightTruck
0,0.00662773859214765,0.0227449792528857
1,0.0800580105703871,0.109833980729733
2,0.153673564003543,0.196592145074271
3,0.227459529198537,0.282099545105645
4,0.301204266269727,0.365037301378148
5,0.374469407160329,0.444059925919163
6,0.44660077434348,0.518078476142563
7,0.51672598860386,0.586328167228153
8,0.583857505815946,0.648325230333666
9,0.64711933116753,0.70388913169664
10,0.705775056544468,0.753100369443635
11,0.759198127694759,0.796244579942931
12,0.806865302826019,0.833715243314141
13,0.848411165419309,0.865911181938824
14,0.883651454245364,0.893180983893228
15,0.912655743874206,0.915889869252662
16,0.935757139099273,0.934414295907475
17,0.953498425762502,0.949142690107698
18,0.966586359115268,0.960545749237445
19,0.975844813345477,0.969178004221371
20,0.982149902000647,0.975654115746281
21,0.986332534430859,0.980567345874652
22,0.989102413600781,0.984413412916593
23,0.991002615650653,0.987542718673805
24,0.992401564383118,0.990144430184121
25,0.993526870840655,0.992307079034735
26,0.994508003483521,0.994091132790111
27,0.995422245290759,0.995562734350729
28,0.996313555749597,0.996797089823898
29,0.997200330128178,0.997868169528111
30,0.998089840067323,0.99883787202896
31,0.998983822844216,0.999749581378758
32,1,1
