"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.086059391936973,0.913940608063027,7,38
2,0.402069661549743,0.597930338450257,136,151
3,0.409111301906033,0.590888698093967,16,17
4,0.372174818532222,0.627825181467778,19,16
5,0,1,0,17
6,0.192501294148437,0.807498705851563,1,3
7,0.133944871466619,0.866055128533381,5,21
8,0.233455388714992,0.766544611285008,0,2
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,1,2
11,0.532061763030145,0.467938236969855,3,1
12,0.461688402699087,0.538311597300913,36,20
13,0.574043705293349,0.425956294706651,1,3
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,5
18,0.210841564810894,0.789158435189106,5,5
19,0.458896381705954,0.541103618294046,7,2
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,0,0
22,0.702483480399006,0.297516519600994,26,8
23,0.220262195048898,0.779737804951102,6,2
24,0.143309869173441,0.856690130826559,2,3
25,0.172627570488467,0.827372429511533,4,5
26,0.217145767612358,0.782854232387643,12,22
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,0,1
29,0.499509853805331,0.500490146194669,0,0
30,0.122154702334916,0.877845297665084,2,1
31,0.674594801529445,0.325405198470555,31,8
32,0.111509729259209,0.888490270740792,0,5
33,0.768662161068024,0.231337838931976,19,5
34,0.00368389864519823,0.996316101354802,1,25
35,0.267488635666556,0.732511364333444,2,1
36,0.293822407273345,0.706177592726655,3,6
37,0.0687078468861626,0.931292153113837,0,0
38,0.301345390186715,0.698654609813286,1,0
39,0.187779510082017,0.812220489917983,1,3
40,0.251090780552678,0.748909219447322,82,74
41,0.878189821736786,0.121810178263214,20,1
43,0.00633768429756713,0.993662315702433,1,11
99,0.841984859151332,0.158015140848668,13,2
