"County","Metropolitan","Town","Rural"
"AuroraCounty",0,0,1
"BeadleCounty",0,0.7263,0.2737
"BennettCounty",0,0,1
"BonHommeCounty",0,0,1
"BrookingsCounty",0,0.7033,0.2967
"BrownCounty",0,0.7111,0.2889
"BruleCounty",0,0,1
"BuffaloCounty",0,0,1
"ButteCounty",0,0.5183,0.4817
"CampbellCounty",0,0,1
"CharlesMixCounty",0,0,1
"ClarkCounty",0,0,1
"ClayCounty",0,0.7568,0.2432
"CodingtonCounty",0,0.7754,0.2246
"CorsonCounty",0,0,1
"CusterCounty",0,0,1
"DavisonCounty",0,0.7668,0.2332
"DayCounty",0,0,1
"DeuelCounty",0,0,1
"DeweyCounty",0,0.3592,0.6408
"DouglasCounty",0,0,1
"EdmundsCounty",0,0,1
"FallRiverCounty",0,0.5004,0.4996
"FaulkCounty",0,0,1
"GrantCounty",0,0.4463,0.5537
"GregoryCounty",0,0,1
"HaakonCounty",0,0,1
"HamlinCounty",0,0,1
"HandCounty",0,0,1
"HansonCounty",0,0,1
"HardingCounty",0,0,1
"HughesCounty",0,0.7473,0.2527
"HutchinsonCounty",0,0,1
"HydeCounty",0,0,1
"JacksonCounty",0,0,1
"JerauldCounty",0,0,1
"JonesCounty",0,0,1
"KingsburyCounty",0,0,1
"LakeCounty",0,0.5513,0.4488
"LawrenceCounty",0,0.6312,0.3688
"LincolnCounty",0.4947,0.2127,0.2927
"LymanCounty",0,0,1
"McCookCounty",0,0,1
"McPhersonCounty",0,0,1
"MarshallCounty",0,0,1
"MeadeCounty",0.2486,0.3714,0.38
"MelletteCounty",0,0,1
"MinerCounty",0,0,1
"MinnehahaCounty",0.7943,0.0694,0.1364
"MoodyCounty",0,0,1
"PenningtonCounty",0.7422,0.0497,0.208
"PerkinsCounty",0,0,1
"PotterCounty",0,0,1
"RobertsCounty",0,0,1
"SanbornCounty",0,0,1
"ShannonCounty",0,0.2002,0.7998
"SpinkCounty",0,0,1
"StanleyCounty",0,0.5748,0.4252
"SullyCounty",0,0,1
"ToddCounty",0,0,1
"TrippCounty",0,0.5151,0.4849
"TurnerCounty",0,0,1
"UnionCounty",0.3861,0,0.6139
"WalworthCounty",0,0.6357,0.3643
"YanktonCounty",0,0.6523,0.3477
"ZiebachCounty",0,0.2645,0.7355
