,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.00261249021866306,0.0101309760726883,0.0173039255713265,0.0168489553193921,0.0130194988396334,0.021364850653773
1,0.0021740488300261,0.0101023333436319,0.0169897096236633,0.0152752048877624,0.0106652908230077,0.0168447899706799
2,0.00205650081840591,0.011223458305726,0.0185597982702698,0.0155016480355264,0.0097426159769207,0.0146768019350723
3,0.00202747201623921,0.0121030954284634,0.0196111036475257,0.0154568454203321,0.00895062045145999,0.0128799101288904
4,0.00210824769553119,0.0127894386609089,0.0201431059563976,0.0150997084965125,0.00823795214918554,0.011348173475891
5,0.00230094442045395,0.0133205285881382,0.0201890787443771,0.0144459358939801,0.00755571063948751,0.00997369770258451
6,0.00258815735680957,0.0136968163604742,0.0197895591847596,0.0135531649121572,0.00687521750496975,0.00869252272460581
7,0.00293812574155111,0.0138968896766701,0.0190040294582101,0.0124974385924815,0.00618188564007692,0.00747327724009956
8,0.0033112604140329,0.0138912614004638,0.0179083832268402,0.011349673432953,0.0054737656970825,0.00631404359841811
9,0.00366570309537864,0.0136575480545393,0.0165874482123051,0.0101618129145254,0.00475945027602955,0.00523398846064923
10,0.00396134276083952,0.0131922118542505,0.0151246600805861,0.00896530846070898,0.0040553652115626,0.00426135777615264
11,0.00416283073536138,0.0125146609869935,0.013592247790692,0.0077787847392049,0.0033827934926803,0.00342178703476003
12,0.00424270625234223,0.0116631498610787,0.0120455211611027,0.00661846920261054,0.00276454808626161,0.00272991845229791
13,0.00418501535168002,0.0106853045714716,0.010522973513594,0.00550554997704453,0.00222119563433809,0.0021856771513622
14,0.00398857294270835,0.00962796801559757,0.00905118598590497,0.00446765169347362,0.00176708757144787,0.00177487534604629
15,0.00366829861233337,0.00853062599850896,0.00765144054311855,0.00353494124489643,0.00140699529602127,0.00147280464104774
16,0.00325340512169809,0.00742427920286511,0.00634457976477447,0.00273345643682779,0.00113450855444867,0.00124931221479822
17,0.00278243579262988,0.00633463497632271,0.00515206012985599,0.0020786906346417,0.000933174182375943,0.00107417633066996
18,0.00229642748590668,0.00528641056524385,0.00409333975831975,0.00157169574192282,0.000780510901911487,0.000921917293842615
19,0.00183211300939982,0.00430543820745487,0.00318156544393591,0.00119875996881717,0.000653864009700027,0.0007753176775911
20,0.00141686854883861,0.00341706611457947,0.00242015143245951,0.000934590329443651,0.000536157237174762,0.000627014612721185
21,0.00106631545526316,0.0026417950323216,0.00180206859321872,0.000748021422161901,0.00041947627346853,0.000478792094822056
22,0.000784609610299172,0.00199073450589254,0.00131210259819636,0.000608651060621019,0.000305233033403863,0.000338740353917247
23,0.000566831551876632,0.00146344053353883,0.000930900564860797,0.000492579434454726,0.000201063047048079,0.000217103625486936
24,0.000402585061452585,0.00104923871500259,0.000639025725085821,0.000385733109900302,0.000115938354650134,0.000122103689283091
25,0.000279806845723312,0.000731253280714529,0.000419611006363986,0.000284059985435676,5.56090998761186e-05,5.70444738595111e-05
26,0.000187826300493886,0.000491155531213058,0.000259141142707081,0.000190920222631058,2.01556292883646e-05,1.95193237879605e-05
27,0.00011897358777557,0.000312696255598401,0.000146813277442717,0.000112879006705098,4.35315538501761e-06,2.74509364924445e-06
28,6.85592551633309e-05,0.000183119738413852,7.33627322976133e-05,5.54816426764822e-05,2.58330752945635e-07,-1.74449186451379e-06
29,3.37017707059726e-05,9.2812682123961e-05,3.01017350201132e-05,2.03423514132135e-05,5.17795247857483e-07,-1.27631825521596e-06
30,1.1946659484568e-05,3.43515534023487e-05,8.44481098272444e-06,4.1418951569769e-06,7.76443536119492e-07,-2.45152637375393e-07
31,4.65982696052064e-07,1.49871317853116e-06,1.15754479112318e-07,-1.53088418458749e-07,1.06802159591841e-07,2.5837542855242e-08
32,0,0,0,0,0,0
