"County","Metropolitan","Town"
"AuroraCounty",0,0
"BeadleCounty",0,7.1925590223
"BennettCounty",0,0
"BonHommeCounty",0,0
"BrookingsCounty",0,9.48275778448
"BrownCounty",0,12.742310791594
"BruleCounty",0,0
"BuffaloCounty",0,0
"ButteCounty",0,2.643127264442
"CampbellCounty",0,0
"CharlesMixCounty",0,0
"ClarkCounty",0,0
"ClayCounty",0,3.456068114258
"CodingtonCounty",0,13.367323056644
"CorsonCounty",0,0
"CusterCounty",0,0
"DavisonCounty",0,6.830660212272
"DayCounty",0,0
"DeuelCounty",0,0
"DeweyCounty",0,0.680592034052
"DouglasCounty",0,0
"EdmundsCounty",0,0
"FallRiverCounty",0,2.109406114578
"FaulkCounty",0,0
"GrantCounty",0,2.09157051879
"GregoryCounty",0,0
"HaakonCounty",0,0
"HamlinCounty",0,0
"HandCounty",0,0
"HansonCounty",0,0
"HardingCounty",0,0
"HughesCounty",0,9.47503574448
"HutchinsonCounty",0,0
"HydeCounty",0,0
"JacksonCounty",0,0
"JerauldCounty",0,0
"JonesCounty",0,0
"KingsburyCounty",0,0
"LakeCounty",0,2.833264352648
"LawrenceCounty",0,8.232047537228
"LincolnCounty",11.03809247108,3.947766694646
"LymanCounty",0,0
"McCookCounty",0,0
"McPhersonCounty",0,0
"MarshallCounty",0,0
"MeadeCounty",5.480882369452,5.08292858246
"MelletteCounty",0,0
"MinerCounty",0,0
"MinnehahaCounty",53.13328194175,4.76425736625
"MoodyCounty",0,0
"PenningtonCounty",36.772349846776,6.706250811934
"PerkinsCounty",0,0
"PotterCounty",0,0
"RobertsCounty",0,0
"SanbornCounty",0,0
"ShannonCounty",0,1.11831548535
"SpinkCounty",0,0
"StanleyCounty",0,1.81456549991
"SullyCounty",0,0
"ToddCounty",0,0
"TrippCounty",0,1.748716576014
"TurnerCounty",0,0
"UnionCounty",5.635689966352,0
"WalworthCounty",0,1.71633729009
"YanktonCounty",0,5.501836124992
"ZiebachCounty",0,0.692638802554
