"FAFZone","AuroraCounty","BeadleCounty","BennettCounty","BonHommeCounty","BrookingsCounty","BrownCounty","BruleCounty","BuffaloCounty","ButteCounty","CampbellCounty","CharlesMixCounty","ClarkCounty","ClayCounty","CodingtonCounty","CorsonCounty","CusterCounty","DavisonCounty","DayCounty","DeuelCounty","DeweyCounty","DouglasCounty","EdmundsCounty","FallRiverCounty","FaulkCounty","GrantCounty","GregoryCounty","HaakonCounty","HamlinCounty","HandCounty","HansonCounty","HardingCounty","HughesCounty","HutchinsonCounty","HydeCounty","JacksonCounty","JerauldCounty","JonesCounty","KingsburyCounty","LakeCounty","LawrenceCounty","LincolnCounty","LymanCounty","McCookCounty","McPhersonCounty","MarshallCounty","MeadeCounty","MelletteCounty","MinerCounty","MinnehahaCounty","MoodyCounty","PenningtonCounty","PerkinsCounty","PotterCounty","RobertsCounty","SanbornCounty","ShannonCounty","SpinkCounty","StanleyCounty","SullyCounty","ToddCounty","TrippCounty","TurnerCounty","UnionCounty","WalworthCounty","YanktonCounty","ZiebachCounty"
"11",1195.07,1227.53,1324.06,1109.33,1156.81,1303.35,1223.37,1257.66,1509.06,1400.72,1155.36,1233.14,1061.97,1205.57,1460.64,1486.3,1171.56,1256.17,1187.53,1440.26,1158.64,1341.28,1447.11,1316.57,1223.16,1188.19,1370.16,1197.21,1273.07,1156.23,1563.75,1334.48,1139.01,1298.69,1362.64,1221.47,1308.57,1192.4,1149.56,1488.65,1087.06,1261.78,1136.75,1362.24,1284.53,1498.96,1333.92,1171.56,1104.36,1137.05,1445.97,1515.25,1356.34,1251.71,1195.64,1368.17,1268.33,1330.59,1340.445,1277.09,1223.69,1099.86,1059.45,1387.05,1085.76,1441.21
"12",1317.35,1349.75,1446.3,1231.55,1279.05,1425.55,1345.6,1379.9,1631.3,1522.95,1277.6,1355.35,1184.25,1327.85,1582.85,1608.55,1293.8,1378.45,1309.75,1562.5,1280.85,1463.55,1569.35,1438.85,1345.4,1310.45,1492.45,1319.45,1395.35,1278.45,1686,1456.75,1261.25,1420.9,1484.85,1343.75,1430.85,1314.65,1271.8,1610.9,1209.3,1384.05,1259,1484.45,1406.75,1621.2,1456.15,1293.75,1226.6,1259.25,1568.25,1637.5,1478.6,1373.95,1317.85,1490.45,1390.55,1452.85,1462.7,1399.35,1345.95,1222.1,1181.65,1509.25,1208,1563.45
"19",1233.54545454545,1265.98545454545,1362.51818181818,1147.79636363636,1195.28727272727,1341.80727272727,1261.84909090909,1296.13272727273,1547.51818181818,1439.18727272727,1193.81454545455,1271.60363636364,1100.44727272727,1244.04545454545,1499.10363636364,1524.77636363636,1210.03636363636,1294.65818181818,1225.98545454545,1478.73090909091,1197.09454545455,1379.76181818182,1485.57636363636,1355.05636363636,1261.61818181818,1226.66545454545,1408.64909090909,1235.67454545455,1311.54545454545,1194.69636363636,1602.21272727273,1372.96,1177.48181818182,1337.15545454546,1401.09454545455,1259.94727272727,1347.05636363636,1230.87818181818,1188.01818181818,1527.11454545455,1125.51818181818,1300.26181818182,1175.21272727273,1400.70727272727,1322.98545454545,1537.42181818182,1372.38909090909,1210.01454545455,1142.81636363636,1175.50545454545,1484.44727272727,1553.71272727273,1394.81909090909,1290.17454545455,1234.10363636364,1406.65818181818,1306.79636363636,1369.06727272727,1378.91909090909,1315.56727272727,1262.16545454545,1138.33454545455,1097.90545454545,1425.50545454545,1124.23272727273,1479.67454545455
"20",611.041379310345,512.565517241379,779.724137931035,648.975862068966,567.686206896552,453.520689655172,592.243103448276,576.934482758621,615.634482758621,410.358620689655,636.812068965517,504.358620689655,698.741379310345,541.593103448276,456.893103448276,669.358620689655,611.420689655172,486.544827586207,552.486206896552,490.668965517241,615.731034482759,452.051724137931,686.593103448276,474.789655172414,531.437931034483,621.08275862069,549.289655172414,550.837931034483,497.965517241379,621.18275862069,426.244827586207,474.424137931034,638.610344827586,482.81724137931,736.134482758621,599.710344827586,770.137931034483,534.410344827586,578.924137931034,655.18275862069,678.78275862069,577.037931034483,634.627586206897,435.565517241379,470.565517241379,677.910344827586,782.062068965517,619,662.727586206896,586.179310344828,682.746551724138,441.827586206897,450.479310344828,504.158620689655,599.103448275862,730.781034482759,486.910344827586,546.234482758621,458.927586206897,799.08275862069,598.7,685.186206896552,701.434482758621,425.631034482759,664.403448275862,494.037931034483
"41",1413.6,1468.3,1223.7,1402.55,1558.9,1541.2,1384.9,1394.3,1285.25,1480.5,1373.7,1529.55,1456.4,1607.7,1443.15,1209.05,1437,1573.2,1589.6,1405.05,1392.9,1498.3,1198.85,1474.2,1625.25,1338.7,1318.3,1565.9,1439.9,1451.9,1344.1,1384.5,1427.4,1420.1,1274.85,1429.05,1325.3,1505.3,1525.25,1238,1489.15,1353.8,1481.55,1516.45,1601.4,1280,1296.6,1486.55,1506.45,1539.1,1256.85,1384.75,1434.7,1653.8,1451.65,1200.8,1498.6,1357.05,1404.4,1276.2,1315.45,1473.05,1470,1463.4,1430.65,1376.6
"42",1474.95,1529.65,1285.15,1463.95,1620.3,1602.55,1446.3,1455.7,1347.1,1541.85,1435.15,1590.95,1517.75,1669.05,1504.95,1270.95,1498.4,1634.6,1651,1466.45,1454.3,1559.75,1260.7,1535.65,1686.65,1400.15,1379.65,1627.3,1501.25,1513.325,1405.95,1445.85,1488.825,1481.55,1336.25,1490.45,1386.75,1566.75,1586.65,1299.85,1550.55,1415.2,1542.95,1577.85,1662.75,1341.85,1358,1547.95,1567.85,1600.55,1318.65,1446.6,1496.1,1715.2,1513.05,1262.2,1560.025,1418.45,1465.8,1337.6,1376.85,1534.45,1531.45,1524.85,1492.05,1438.45
"49",1364.42272727273,1418.56818181818,1174.59545454545,1353.39545454546,1509.75909090909,1474.77727272727,1335.72272727273,1344.57727272727,1204.17727272728,1409.55,1324.59545454545,1469.00454545454,1407.21363636364,1538.72272727273,1366.75909090909,1139.43181818182,1387.86818181818,1510.38636363637,1540.45,1331.76363636364,1343.74090909091,1430.67727272728,1129.18636363637,1407.50454545454,1576.09545454545,1289.59545454545,1261.29090909091,1516.74090909091,1390.16818181819,1402.77727272727,1263.0409090909,1325.52272727272,1378.27727272727,1370.45,1223.17727272728,1379.35909090909,1273.91363636364,1455.62272727273,1476.09545454545,1163.20454545455,1439.99545454546,1304.07727272727,1432.39545454546,1446.21363636364,1533.05909090909,1206.72272727273,1247.45,1437.40909090909,1457.29545454545,1489.99545454546,1191.86363636364,1307.35,1367.06818181818,1604.63181818182,1401.95,1151.62272727273,1438.1590909091,1298.48636363637,1345.42272727273,1227.05909090909,1266.30454545454,1423.90909090909,1420.88636363637,1392.90454545455,1381.50454545454,1300.23181818182
"50",856.593333333333,889.037333333333,981.202666666667,770.845333333333,818.337333333333,964.86,884.893333333333,919.186666666667,1170.57866666667,1062.23466666667,816.868,894.661333333333,723.496,867.093333333333,1122.156,1142.25866666667,833.089333333333,917.705333333333,849.037333333333,1101.78666666667,820.144,1002.804,1102.41333333333,978.108,884.678666666667,847.505333333333,1031.696,858.724,934.593333333333,817.746666666667,1225.27333333333,996.009333333333,800.528,960.207333333334,1024.14666666667,882.996,970.108,853.924,811.078666666667,1150.172,748.578666666667,923.306666666667,798.273333333333,1023.75466666667,946.037333333333,1160.47866666667,989.772,833.068,765.868,798.556,1107.492,1176.77333333333,1017.86866666667,913.224,857.161333333333,1026.52,929.845333333333,992.118666666667,1001.96666666667,935.390666666667,883.005333333333,761.388,720.957333333333,1048.55733333333,747.288,1102.72666666667
"61",1578.4,1630.1,1388.54,1567.36,1723.72,1623.7,1549.72,1556.12,1313.72,1546.4,1538.54,1631.66,1621.2,1663.6,1488.8,1279.34,1601.82,1663,1754.42,1462.28,1557.72,1576.22,1269.12,1555.52,1790.06,1503.52,1440.08,1730.72,1601.7,1616.72,1372.54,1495.4,1592.22,1581.92,1425.82,1590.86,1477.72,1667.12,1690.06,1289.38,1653.96,1515.62,1646.36,1584.88,1676.9,1336.96,1461.42,1651.38,1671.26,1703.92,1344.35,1426.72,1512.62,1818.62,1613.46,1365.61,1601.22,1470.06,1515.32,1441.02,1480.26,1637.88,1634.84,1530.82,1595.5,1422.26
"62",1547.58571428571,1594.98571428571,1318.61428571429,1575.87142857143,1691.51428571429,1588.58571428571,1518.9,1521,1278.6,1511.28571428571,1547.07142857143,1596.57142857143,1629.68571428571,1628.48571428571,1453.68571428571,1244.25714285714,1571.04285714286,1627.88571428571,1722.2,1427.17142857143,1493.9,1541.11428571429,1234,1520.44285714286,1668.08571428571,1457.15714285714,1404.98571428571,1664.88571428571,1566.58571428571,1585.94285714286,1337.47142857143,1460.28571428571,1528.44285714286,1546.85714285714,1390.71428571429,1555.77142857143,1442.61428571429,1632.04285714286,1650.17142857143,1254.27142857143,1662.47142857143,1480.5,1606.47142857143,1549.77142857143,1641.78571428571,1301.87142857143,1391.61428571429,1620.58571428571,1640.65714285714,1671.75714285714,1309.23571428571,1391.6,1477.51428571429,1670.9,1578.37142857143,1303.28571428571,1566.11428571429,1434.97142857143,1480.2,1372.41428571429,1416.47142857143,1646.38571428571,1643.35714285714,1495.68571428571,1603.98571428571,1387.15714285714
