Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Abilene,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Abilene,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Abilene,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Abilene,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarillo,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarillo,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarillo,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarillo,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
CollegeStationBryan,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
CollegeStationBryan,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
CollegeStationBryan,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
CollegeStationBryan,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
CorpusChristi,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
CorpusChristi,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
CorpusChristi,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
CorpusChristi,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
DallasFortWorthArlington,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
DallasFortWorthArlington,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
DallasFortWorthArlington,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
DallasFortWorthArlington,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Killeen,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Killeen,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Killeen,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Killeen,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Laredo,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Laredo,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
