County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
DonleyCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
DuvalCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
EastlandCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
EctorCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
EdwardsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
EllisCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ElPasoCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
ErathCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FallsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FanninCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FayetteCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FisherCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FloydCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
FoardCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FortBendCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FranklinCounty,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999,1.3208237999999999
FreestoneCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FrioCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
GainesCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
GalvestonCounty,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998,1.1583383349999998
GarzaCounty,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999,1.3903720499999999
GillespieCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
GlasscockCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
GoliadCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
GonzalesCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
GrayCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
GraysonCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
GreggCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
GrimesCounty,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001,1.1593128750000001
GuadalupeCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HaleCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
HallCounty,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675
HamiltonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HansfordCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
HardemanCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HardinCounty,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
HarrisCounty,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043
HarrisonCounty,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043
HartleyCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
HaskellCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HaysCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HemphillCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
HendersonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HidalgoCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HillCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HockleyCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
HoodCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HopkinsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HoustonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HowardCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HudspethCounty,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305
HuntCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
HutchinsonCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
IrionCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JackCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JacksonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JasperCounty,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555
JeffDavisCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JeffersonCounty,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
JimHoggCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JimWellsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JohnsonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JonesCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KarnesCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KaufmanCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KendallCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KenedyCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KentCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KerrCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KimbleCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KingCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KinneyCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KlebergCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
KnoxCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LamarCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LambCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
LampasasCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LaSalleCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LavacaCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LeeCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LeonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LibertyCounty,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998,1.0839188999999998
LimestoneCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LipscombCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
LiveOakCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LlanoCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LovingCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LubbockCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
LynnCounty,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998,1.4946944249999998
McCullochCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
McLennanCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
McMullenCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MadisonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MarionCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
MartinCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MasonCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MatagordaCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MaverickCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MedinaCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MenardCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MidlandCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MilamCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MillsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MitchellCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MontagueCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
MontgomeryCounty,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331
MooreCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
MorrisCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
MotleyCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
NacogdochesCounty,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492
NavarroCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
NewtonCounty,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555
NolanCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
NuecesCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
OchiltreeCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
OldhamCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
OrangeCounty,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
PaloPintoCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
PanolaCounty,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014
ParkerCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ParmerCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
PecosCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
PolkCounty,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
PotterCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
PresidioCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RainsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RandallCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
ReaganCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RealCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RedRiverCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ReevesCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RefugioCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RobertsCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
RobertsonCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
RockwallCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RunnelsCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RuskCounty,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877
SabineCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SanAugustineCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SanJacintoCounty,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
SanPatricioCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SanSabaCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SchleicherCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ScurryCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ShackelfordCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ShelbyCounty,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852
ShermanCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
SmithCounty,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005
SomervellCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
StarrCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
StephensCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SterlingCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
StonewallCounty,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
