County,Metropolitan,Town
AndersonCounty,1,1
AndrewsCounty,1,1
AngelinaCounty,1,1
AransasCounty,1,1
ArcherCounty,1,1
ArmstrongCounty,1,1
AtascosaCounty,1,1
AustinCounty,1,1
BaileyCounty,1,1
BanderaCounty,1,1
BastropCounty,1,1
BaylorCounty,1,1
BeeCounty,1,1
BellCounty,1,1
BexarCounty,1,1
BlancoCounty,1,1
BordenCounty,1,1
BosqueCounty,1,1
BowieCounty,1,1
BrazoriaCounty,1,1
BrazosCounty,1,1
BrewsterCounty,1,1
BriscoeCounty,1,1
BrooksCounty,1,1
BrownCounty,1,1
BurlesonCounty,1,1
BurnetCounty,1,1
CaldwellCounty,1,1
CalhounCounty,1,1
CallahanCounty,1,1
CameronCounty,1,1
CampCounty,1,1
CarsonCounty,1,1
CassCounty,1,1
CastroCounty,1,1
ChambersCounty,1,1
CherokeeCounty,1,1
ChildressCounty,1,1
ClayCounty,1,1
CochranCounty,1,1
CokeCounty,1,1
ColemanCounty,1,1
CollinCounty,1,1
CollingsworthCounty,1,1
ColoradoCounty,1,1
ComalCounty,1,1
ComancheCounty,1,1
ConchoCounty,1,1
CookeCounty,1,1
CoryellCounty,1,1
CottleCounty,1,1
CraneCounty,1,1
CrockettCounty,1,1
CrosbyCounty,1,1
CulbersonCounty,1,1
DallamCounty,1,1
DallasCounty,1,1
DawsonCounty,1,1
DeWittCounty,1,1
DeafSmithCounty,1,1
DeltaCounty,1,1
DentonCounty,1,1
DickensCounty,1,1
DimmitCounty,1,1
DonleyCounty,1,1
DuvalCounty,1,1
EastlandCounty,1,1
EctorCounty,1,1
EdwardsCounty,1,1
ElPasoCounty,1,1
EllisCounty,1,1
ErathCounty,1,1
FallsCounty,1,1
FanninCounty,1,1
FayetteCounty,1,1
FisherCounty,1,1
FloydCounty,1,1
FoardCounty,1,1
FortBendCounty,1,1
FranklinCounty,1,1
FreestoneCounty,1,1
FrioCounty,1,1
GainesCounty,1,1
GalvestonCounty,1,1
GarzaCounty,1,1
GillespieCounty,1,1
GlasscockCounty,1,1
GoliadCounty,1,1
GonzalesCounty,1,1
GrayCounty,1,1
GraysonCounty,1,1
GreggCounty,1,1
GrimesCounty,1,1
GuadalupeCounty,1,1
HaleCounty,1,1
HallCounty,1,1
HamiltonCounty,1,1
HansfordCounty,1,1
HardemanCounty,1,1
HardinCounty,1,1
HarrisCounty,1,1
HarrisonCounty,1,1
HartleyCounty,1,1
HaskellCounty,1,1
HaysCounty,1,1
HemphillCounty,1,1
HendersonCounty,1,1
HidalgoCounty,1,1
HillCounty,1,1
HockleyCounty,1,1
HoodCounty,1,1
HopkinsCounty,1,1
HoustonCounty,1,1
HowardCounty,1,1
HudspethCounty,1,1
HuntCounty,1,1
HutchinsonCounty,1,1
IrionCounty,1,1
JackCounty,1,1
JacksonCounty,1,1
JasperCounty,1,1
JeffDavisCounty,1,1
JeffersonCounty,1,1
JimHoggCounty,1,1
JimWellsCounty,1,1
JohnsonCounty,1,1
JonesCounty,1,1
KarnesCounty,1,1
KaufmanCounty,1,1
KendallCounty,1,1
