Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,BaltimoreColumbiaTowson,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,BaltimoreColumbiaTowson,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,BaltimoreColumbiaTowson,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,BaltimoreColumbiaTowson,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,BaltimoreColumbiaTowson,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
PkgCost,CaliforniaLexington,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,CaliforniaLexington,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,CaliforniaLexington,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,CaliforniaLexington,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,CaliforniaLexington,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
PkgCost,Cumberland,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,Cumberland,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Cumberland,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,Cumberland,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
PkgCost,Hagerstown,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,Hagerstown,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Hagerstown,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,Hagerstown,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
PkgCost,PhiladelphiaCamdenWilmington,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,PhiladelphiaCamdenWilmington,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,PhiladelphiaCamdenWilmington,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,PhiladelphiaCamdenWilmington,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,PhiladelphiaCamdenWilmington,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
PkgCost,Salisbury,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,Salisbury,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Salisbury,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,Salisbury,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
PkgCost,WashingtonArlingtonAlexandria,0,0,0,0,5,5,5,5,5,5,5,5,5
PropCashOut,WashingtonArlingtonAlexandria,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropOthChrgd,WashingtonArlingtonAlexandria,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,WashingtonArlingtonAlexandria,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PropWrkPkg,WashingtonArlingtonAlexandria,0,0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
