Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,RapidCity,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,RapidCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,RapidCity,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,RapidCity,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,SiouxCity,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,SiouxCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,SiouxCity,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,SiouxCity,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,SiouxFalls,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,SiouxFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,SiouxFalls,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,SiouxFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
