Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
RapidCity,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
RapidCity,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
RapidCity,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
RapidCity,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxFalls,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxFalls,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxFalls,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxFalls,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
