County,Metropolitan,Town
BarnstableCounty,1,1
BerkshireCounty,1,1
BristolCounty,1,1
DukesCounty,1,1
EssexCounty,1,1
FranklinCounty,1,1
HampdenCounty,1,1
HampshireCounty,1,1
MiddlesexCounty,1,1
NantucketCounty,1,1
NorfolkCounty,1,1
PlymouthCounty,1,1
SuffolkCounty,1,1
WorcesterCounty,1,1
