Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Boston,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
