"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AutaugaCounty",96,75,126,443,1327,221,2021,278,95,303,156,289,73,239,1459,1346,78,1706,424,693
"BaldwinCounty",601,78,652,3281,3662,2323,12025,1269,396,1720,1876,2235,388,2871,5874,7816,1143,11847,1738,3652
"BarbourCounty",162,169,92,174,2591,154,844,625,25,200,70,132,7,218,567,732,59,643,155,722
"BibbCounty",158,4,47,791,316,139,474,153,22,69,36,79,14,43,468,553,10,251,111,421
"BlountCounty",57,9,113,362,1247,439,1185,216,84,214,38,230,22,240,1057,903,66,654,359,487
"BullockCounty",420,0,20,64,1067,10,204,50,25,51,30,21,0,69,248,473,34,115,11,301
"ButlerCounty",179,3,104,230,1083,172,899,406,98,137,45,178,4,589,576,884,72,680,102,344
"CalhounCounty",163,7,301,914,5931,1613,5808,918,738,955,411,1163,170,2953,4246,6328,221,4605,1086,2220
"ChambersCounty",214,11,146,206,1419,124,1089,490,83,162,58,206,197,747,674,1003,30,750,173,485
"CherokeeCounty",236,0,137,125,1154,182,797,72,25,107,58,120,6,161,562,653,8,394,77,221
"ChiltonCounty",269,14,150,689,1971,389,1387,255,74,247,31,142,14,282,885,681,16,751,227,499
"ChoctawCounty",237,63,44,245,930,41,378,154,20,70,8,60,0,29,332,398,22,121,93,128
"ClarkeCounty",302,91,160,145,1880,138,1325,163,52,366,56,109,25,158,697,1004,12,625,156,692
"ClayCounty",46,0,69,106,1848,26,300,112,21,92,46,41,0,47,384,459,2,99,57,205
"CleburneCounty",57,0,16,451,386,44,302,51,15,55,13,27,3,12,286,195,0,171,38,161
"CoffeeCounty",415,0,104,427,3615,364,2162,280,108,371,179,560,93,712,1342,2012,168,1315,432,725
"ColbertCounty",57,110,242,1473,5282,905,2854,417,92,806,144,377,28,1334,1913,2952,181,1663,488,1075
"ConecuhCounty",166,7,62,93,703,165,235,495,21,36,10,21,0,68,246,306,4,279,49,266
"CoosaCounty",35,10,27,34,449,36,91,30,1,5,2,27,8,3,252,101,138,18,32,73
"CovingtonCounty",155,41,742,631,2390,578,1759,287,99,315,89,258,25,789,1050,1672,49,833,224,568
"CrenshawCounty",104,0,31,98,1179,279,227,128,14,112,27,39,0,36,280,532,1,159,189,293
"CullmanCounty",403,13,236,1478,5081,1103,3714,2362,185,672,211,666,269,906,2478,3689,106,2182,576,1515
"DaleCounty",83,4,119,587,4485,180,1091,821,55,354,200,570,288,429,1604,1315,21,1087,229,540
"DallasCounty",134,32,113,331,2855,252,1700,91,85,248,170,300,77,393,1535,2127,54,953,440,991
"DeKalbCounty",267,11,263,692,7100,702,2146,1077,153,454,138,407,39,427,1829,2266,50,1436,301,972
"ElmoreCounty",144,55,142,872,2460,269,3306,193,163,460,183,500,54,385,2254,2113,1322,1904,402,1480
"EscambiaCounty",199,246,149,538,2112,250,1489,342,61,471,87,188,64,192,1039,1231,245,1636,268,1588
"EtowahCounty",29,45,264,1036,5272,962,4696,994,342,944,311,785,103,3611,3129,7136,222,3540,823,1858
"FayetteCounty",139,335,41,102,706,67,564,167,35,151,19,37,13,29,459,683,3,236,67,237
"FranklinCounty",94,57,122,277,4009,206,892,304,49,345,55,165,35,91,1103,919,21,550,145,378
"GenevaCounty",226,0,91,164,743,311,701,188,2,156,47,131,27,60,514,631,5,239,100,346
"GreeneCounty",51,3,20,46,433,10,173,40,11,25,6,11,0,21,248,243,125,75,49,183
"HaleCounty",199,0,25,200,503,18,311,76,24,52,18,30,0,34,501,413,10,105,41,255
"HenryCounty",378,0,47,171,408,113,306,232,8,85,13,142,19,71,359,433,4,188,54,282
"HoustonCounty",129,21,1000,1929,3544,2585,7730,1744,794,1097,481,1230,144,2647,3226,10212,370,4864,1200,2082
"JacksonCounty",58,13,192,486,5447,685,2277,422,105,384,107,332,35,455,1404,1671,53,1109,193,800
"JeffersonCounty",55,1433,5973,15951,25034,19652,42281,11578,7798,24502,5432,19404,6222,22194,27824,59458,3977,29448,10562,16770
"LamarCounty",111,2,36,92,851,46,323,324,16,121,26,58,1,164,208,350,7,180,44,199
"LauderdaleCounty",181,6,320,1387,4063,1364,4856,306,355,1003,382,952,165,1379,2386,4572,211,3698,755,1370
"LawrenceCounty",149,1,123,227,518,141,830,78,5,119,18,88,2,138,669,628,21,477,85,410
"LeeCounty",330,63,282,1636,6486,1206,6546,2056,470,1061,795,1722,230,4797,9127,6474,658,6548,1064,1335
"LimestoneCounty",398,9,270,2092,3177,849,3327,497,288,382,139,711,72,623,2978,1786,91,1795,540,881
"LowndesCounty",86,31,13,90,934,76,138,124,16,70,3,16,0,14,373,130,5,54,14,154
"MaconCounty",75,5,91,71,320,51,389,95,12,45,55,58,14,195,1102,1146,65,543,79,354
"MadisonCounty",238,64,677,5274,20467,5036,20389,2610,2375,3271,2093,30819,816,14300,12487,21424,2038,15732,3705,7403
"MarengoCounty",413,2,142,346,1646,133,832,199,43,190,63,79,10,346,695,1241,35,380,135,327
"MarionCounty",89,15,139,201,3326,346,951,200,55,340,67,92,28,407,814,1189,13,578,180,424
"MarshallCounty",134,40,397,1008,9564,1374,4870,1076,552,861,425,671,362,1177,2592,3965,122,3161,585,1383
"MobileCounty",653,609,1369,10452,18750,8245,21934,8822,2227,5136,3181,9638,937,12607,15427,23514,1168,15532,5510,6990
"MonroeCounty",241,7,61,123,1242,554,784,656,62,130,44,58,39,215,722,737,32,378,132,317
"MontgomeryCounty",95,29,777,4177,14134,4802,13114,4568,1914,4294,1601,7126,935,10752,8813,15766,1975,11005,3728,19065
"MorganCounty",113,67,331,3266,12780,1866,5460,1267,238,1277,424,1629,696,3478,3558,5108,308,4207,982,1629
"PerryCounty",46,0,16,49,352,16,196,27,4,56,11,34,4,17,556,249,1,127,11,278
"PickensCounty",224,1,36,66,853,38,397,46,37,90,28,39,46,26,405,521,4,101,156,272
"PikeCounty",176,2,69,485,2470,549,1386,1659,170,367,132,157,110,301,1904,1216,32,1329,253,896
"RandolphCounty",69,32,39,142,1041,101,638,189,37,153,28,61,2,163,736,643,11,322,81,280
"RussellCounty",88,29,97,679,2417,282,1483,385,78,605,251,213,39,255,1513,1052,48,1328,277,830
"StClairCounty",44,10,100,1251,2753,1411,3017,450,145,514,95,682,175,745,1685,1656,99,1970,583,1000
"ShelbyCounty",186,426,2260,4843,5360,5976,11000,1429,1338,11508,1200,5928,2143,4790,6422,7343,1645,7448,2261,2429
"SumterCounty",74,13,16,237,382,70,341,112,12,64,29,42,23,126,923,312,9,274,33,244
"TalladegaCounty",89,403,275,857,9797,701,2694,1352,207,507,195,441,83,2230,3035,3067,175,1855,433,1196
