County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,10711,5225,9732,24686,10036,15260
AnneArundelCounty,104083,34655,71653,187457,79861,90042
BaltimoreCounty,148015,53653,110878,258054,114184,146718
Baltimorecity,110476,36624,115495,225310,74357,84090
CalvertCounty,17197,6556,10938,29875,15608,15424
CarolineCounty,7313,2499,3913,11634,5326,5963
CarrollCounty,29587,11627,21331,52511,28644,32199
CecilCounty,22685,7753,16169,35814,17863,18218
CharlesCounty,35099,12620,22173,56971,24910,22582
DorchesterCounty,6227,1961,3537,10578,5576,7123
FrederickCounty,48725,18570,36338,83883,38234,41901
GarrettCounty,4741,1964,3582,8943,4883,6589
HarfordCounty,48068,16732,33494,82847,38913,44799
HowardCounty,61468,21643,38483,106144,45224,48393
KentCounty,2915,1388,2281,5410,3616,5890
MontgomeryCounty,200010,64803,127248,366538,140489,166511
PrinceGeorgesCounty,162343,59565,145949,300441,113319,120884
QueenAnnesCounty,9217,3305,5103,16686,8828,10465
SomersetCounty,3675,2844,5595,7839,3522,4426
StMarysCounty,25327,8885,16467,40959,16954,16563
TalbotCounty,6077,2146,3649,10675,6210,12092
WashingtonCounty,29648,10730,20933,51547,22606,27633
WicomicoCounty,18979,9874,17702,30751,13725,18172
WorcesterCounty,7843,2892,5202,14943,10487,15034
