County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,10836,5153,10754,24250,9861,14297
AnneArundelCounty,103402,33899,72175,193006,73122,76851
BaltimoreCounty,147443,53855,115041,264120,111909,131086
Baltimorecity,109719,37819,124951,212064,74753,77943
CalvertCounty,17400,6740,10351,31770,13139,12252
CarolineCounty,7109,2124,4007,11422,4731,5106
CarrollCounty,30277,12336,19679,56733,24847,26624
CecilCounty,20872,7323,13694,35786,15139,14693
CharlesCounty,31970,12112,19361,56648,19570,17640
DorchesterCounty,6014,1772,3711,10474,5147,6334
FrederickCounty,47146,17788,30671,85977,32662,33108
GarrettCounty,4865,2060,3328,9466,4605,5876
HarfordCounty,47508,17989,31384,85948,35149,37776
HowardCounty,60029,20654,34957,108296,40010,38262
KentCounty,2943,1334,2589,5531,3214,5087
MontgomeryCounty,195535,60121,123977,361752,133237,141176
PrinceGeorgesCounty,164628,59702,145884,305087,106320,100575
QueenAnnesCounty,9139,3125,4811,16901,7559,8714
SomersetCounty,3710,2474,5470,8025,3412,3958
StMarysCounty,23787,8058,15351,39535,13810,13355
TalbotCounty,6061,1944,3725,11001,5951,10520
WashingtonCounty,28476,9799,19109,52410,20240,23967
WicomicoCounty,18369,9137,16744,30440,13046,15213
WorcesterCounty,7648,2635,5120,15416,9040,13346
