County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,10440,5275,9363,25539,9399,16384
AnneArundelCounty,103236,35241,71220,185567,77042,104443
BaltimoreCounty,147841,56335,108110,260609,105748,166309
Baltimorecity,110340,37450,107128,242430,66348,91202
CalvertCounty,17861,5822,10370,29855,15290,19151
CarolineCounty,7487,2725,4172,12101,5246,7118
CarrollCounty,30748,10230,19952,51731,27907,38885
CecilCounty,25006,7841,17232,37231,18682,22505
CharlesCounty,38462,13124,23080,59021,27876,29086
DorchesterCounty,6177,2286,3530,11098,5368,8189
FrederickCounty,53075,17449,38558,86818,38679,52368
GarrettCounty,4737,1921,3519,9060,4639,7422
HarfordCounty,49820,16546,32120,84849,37137,53176
HowardCounty,63088,21177,38766,108416,44450,59102
KentCounty,2751,1423,2197,5388,3472,6963
MontgomeryCounty,206431,66064,129924,376288,137205,193991
PrinceGeorgesCounty,162654,57777,141822,306709,110772,141917
QueenAnnesCounty,9737,3269,5375,17375,8856,12743
SomersetCounty,3644,2909,5790,8163,3235,4911
StMarysCounty,27183,9568,17654,44189,17717,20889
TalbotCounty,6155,2126,3617,10723,5827,13602
WashingtonCounty,31217,11207,23053,52296,22808,32167
WicomicoCounty,19866,9845,18331,32154,12849,21356
WorcesterCounty,8009,2936,5369,14781,10633,17220
