County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,9922,5168,9602,27451,8955,17154
AnneArundelCounty,107726,36652,77493,191456,69814,130048
BaltimoreCounty,152596,57542,111856,277343,97950,192592
Baltimorecity,104259,35807,122929,271458,69686,89260
CalvertCounty,18441,6655,8952,34525,10976,25959
CarolineCounty,9662,3113,4919,15026,5674,9458
CarrollCounty,33429,12401,19076,60388,18269,50436
CecilCounty,32020,10864,20348,52116,16124,33682
CharlesCounty,45511,16377,26375,74470,24620,50484
DorchesterCounty,6858,2254,4142,12869,5551,9919
FrederickCounty,67943,22903,39873,111514,33078,79793
GarrettCounty,4862,1947,3211,9956,3999,8453
HarfordCounty,56841,19749,33896,98908,31537,70420
HowardCounty,64120,22319,38457,118206,41826,85142
KentCounty,2732,1345,2307,5900,3012,9043
MontgomeryCounty,236428,72974,138825,415697,144791,253066
PrinceGeorgesCounty,165533,59500,152092,328845,103207,176692
QueenAnnesCounty,12078,3915,5502,22559,7744,17439
SomersetCounty,3829,2956,6114,9041,3282,5317
StMarysCounty,34333,11502,19671,58966,19022,32556
TalbotCounty,6794,2350,3836,11490,5120,16087
WashingtonCounty,38542,13095,25975,64439,21213,42521
WicomicoCounty,24226,11263,19490,38973,12948,26521
WorcesterCounty,8846,3224,5753,16610,8982,22611
